,State,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Percent,Absolute,Longitude,Latitude,Percent_Change_1991_1990,Percent_Change_1992_1990,Percent_Change_1993_1990,Percent_Change_1994_1990,Percent_Change_1995_1990,Percent_Change_1996_1990,Percent_Change_1997_1990,Percent_Change_1998_1990,Percent_Change_1999_1990,Percent_Change_2000_1990,Percent_Change_2001_1990,Percent_Change_2002_1990,Percent_Change_2003_1990,Percent_Change_2004_1990,Percent_Change_2005_1990,Percent_Change_2006_1990,Percent_Change_2007_1990,Percent_Change_2008_1990,Percent_Change_2009_1990,Percent_Change_2010_1990,Percent_Change_2011_1990,Percent_Change_2012_1990,Percent_Change_2013_1990,Percent_Change_2014_1990,Percent_Change_2015_1990,Percent_Change_2016_1990
20,Maryland,26.3,25.9,25.2,27.5,28.3,27.3,27.8,27.8,31.1,32.0,31.1,30.4,30.8,31.7,30.9,32.2,29.4,30.2,27.9,24.3,24.9,22.0,19.0,17.4,19.0,16.7,17.2,-7.0%,-1.3,-77.2677438959766,38.84785799541689,-1.5209125475285252,-4.182509505703427,4.562737642585549,7.604562737642586,3.802281368821293,5.7034220532319395,5.7034220532319395,18.25095057034221,21.673003802281364,18.25095057034221,15.589353612167292,17.110266159695815,20.532319391634974,17.49049429657794,22.433460076045638,11.787072243346,14.828897338403035,6.08365019011406,-7.604562737642586,-5.323193916349818,-16.34980988593156,-27.756653992395442,-33.84030418250951,-27.756653992395442,-36.50190114068442,-34.60076045627377
21,Massachusetts,25.7,26.4,24.8,22.3,22.6,21.6,21.0,26.5,27.2,24.3,22.4,22.2,23.0,25.1,23.9,24.6,21.6,23.7,20.1,17.5,18.2,14.3,12.1,12.6,10.8,11.3,10.7,-57.0%,-14.2,-71.70830989229937,42.062578593468544,2.7237354085603087,-3.5019455252918235,-13.229571984435792,-12.062256809338514,-15.953307392996102,-18.28793774319066,3.1128404669260727,5.836575875486381,-5.447470817120617,-12.840466926070043,-13.618677042801558,-10.505836575875485,-2.3346303501945442,-7.00389105058366,-4.280155642023338,-15.953307392996102,-7.782101167315175,-21.789883268482484,-31.906614785992215,-29.18287937743191,-44.3579766536965,-52.918287937743195,-50.97276264591439,-57.97665369649805,-56.03112840466926,-58.36575875486382
22,Michigan,66.8,67.0,63.9,64.8,70.3,69.5,71.5,71.4,76.4,75.5,73.2,72.9,71.3,69.9,73.2,75.7,71.7,75.3,72.7,69.3,70.4,64.9,62.9,62.1,59.6,62.4,55.1,-1.6%,-0.9,-86.4140178179582,44.93564504981842,0.29940119760479467,-4.341317365269459,-2.9940119760479043,5.2395209580838324,4.041916167664675,7.035928143712579,6.886227544910192,14.371257485029954,13.023952095808388,9.580838323353301,9.13173652694612,6.736526946107785,4.640718562874264,9.580838323353301,13.32335329341318,7.335329341317374,12.724550898203594,8.832335329341326,3.7425149700598808,5.389221556886241,-2.8443113772454964,-5.838323353293411,-7.035928143712569,-10.77844311377245,-6.586826347305387,-17.514970059880234
23,Minnesota,28.9,27.8,27.4,29.1,29.4,29.9,30.4,30.6,31.5,30.3,32.8,32.3,33.0,36.4,34.9,35.5,34.4,34.3,32.9,30.2,29.3,28.9,25.4,25.7,29.1,27.0,26.5,23.8%,5.1,-93.38005476091804,46.43491611688506,-3.806228373702415,-5.190311418685122,0.6920415224913594,1.7301038062283738,3.4602076124567476,5.190311418685122,5.882352941176481,8.99653979238755,4.844290657439454,13.494809688581311,11.764705882352937,14.186851211072671,25.95155709342561,20.761245674740486,22.83737024221454,19.031141868512112,18.68512110726643,13.84083044982699,4.498269896193775,1.3840830449827064,0.0,-12.110726643598618,-11.072664359861589,0.6920415224913594,-6.574394463667815,-8.30449826989619
24,Mississippi,13.4,12.2,10.9,13.7,13.9,15.3,17.0,18.0,19.7,20.8,21.3,30.7,23.2,23.1,25.2,25.0,25.6,27.5,25.6,23.0,26.4,23.0,23.2,21.6,23.7,24.7,25.9,77.4%,11.3,-89.86707553977061,32.59998842943143,-8.955223880597023,-18.656716417910445,2.2388059701492455,3.731343283582089,14.179104477611942,26.86567164179104,34.32835820895522,47.01492537313432,55.223880597014926,58.95522388059702,129.1044776119403,73.13432835820895,72.38805970149255,88.0597014925373,86.56716417910447,91.044776119403,105.22388059701493,91.044776119403,71.64179104477611,97.0149253731343,71.64179104477611,73.13432835820895,61.194029850746276,76.86567164179104,84.32835820895521,93.28358208955223
25,Missouri,47.6,47.9,46.4,41.9,49.2,54.7,57.1,60.3,63.9,63.2,64.5,67.6,68.1,73.9,75.0,78.1,77.4,75.4,74.7,72.0,76.0,78.6,73.0,75.8,73.2,65.8,61.7,30.2%,14.3,-92.43625670317988,38.299720386273066,0.6302521008403301,-2.5210084033613507,-11.974789915966392,3.3613445378151288,14.915966386554624,19.95798319327731,26.68067226890755,34.24369747899159,32.773109243697476,35.50420168067227,42.01680672268906,43.06722689075629,55.25210084033614,57.56302521008403,64.07563025210082,62.605042016806735,58.40336134453782,56.9327731092437,51.26050420168067,59.66386554621849,65.12605042016804,53.36134453781513,59.243697478991585,53.78151260504202,38.23529411764705,29.6218487394958
26,Montana,15.5,16.8,17.8,14.6,17.3,16.3,13.6,15.8,18.1,18.2,17.3,18.1,16.4,18.5,19.0,19.2,18.8,19.8,19.8,17.0,19.8,16.5,15.5,16.4,17.1,17.6,15.9,183.9%,10.3,-110.05330181148427,46.67683321059721,8.387096774193553,14.83870967741936,-5.806451612903228,11.612903225806456,5.16129032258065,-12.258064516129034,1.9354838709677464,16.774193548387107,17.419354838709673,11.612903225806456,16.774193548387107,5.806451612903216,19.35483870967742,22.58064516129032,23.870967741935477,21.290322580645167,27.74193548387097,27.74193548387097,9.67741935483871,27.74193548387097,6.451612903225806,0.0,5.806451612903216,10.3225806451613,13.548387096774203,2.580645161290325
27,Nebraska,13.1,13.9,12.8,15.1,14.6,16.5,16.5,17.7,19.0,18.3,19.1,20.7,20.1,21.0,20.6,21.3,21.1,20.3,21.8,23.1,23.1,25.4,24.4,26.0,24.3,23.4,21.2,135.6%,12.2,-99.68245830974188,41.497828646262114,6.106870229007639,-2.2900763358778544,15.267175572519085,11.450381679389313,25.954198473282446,25.954198473282446,35.11450381679389,45.0381679389313,39.694656488549626,45.801526717557266,58.01526717557252,53.435114503816806,60.30534351145038,57.25190839694658,62.59541984732825,61.068702290076345,54.96183206106872,66.41221374045803,76.33587786259544,76.33587786259544,93.89312977099236,86.25954198473282,98.4732824427481,85.49618320610688,78.62595419847328,61.832061068702295
28,Nevada,16.8,18.0,18.6,18.3,19.7,18.2,19.6,19.5,21.5,21.5,24.9,24.3,21.1,23.1,25.4,26.4,16.6,16.8,18.0,18.1,16.8,14.5,14.7,15.4,16.0,14.4,13.9,24.1%,2.7,-117.01685840293631,38.497775750925676,7.142857142857138,10.714285714285717,8.928571428571429,17.261904761904752,8.333333333333325,16.66666666666667,16.071428571428566,27.97619047619047,27.97619047619047,48.2142857142857,44.64285714285714,25.5952380952381,37.5,51.190476190476176,57.14285714285713,-1.1904761904761862,0.0,7.142857142857138,7.738095238095243,0.0,-13.690476190476195,-12.500000000000009,-8.333333333333336,-4.761904761904765,-14.285714285714288,-17.261904761904763
29,New Hampshire,4.9,4.4,4.3,4.5,4.4,4.4,4.1,5.1,4.8,4.7,4.6,4.2,4.4,7.3,7.8,7.8,6.8,6.7,6.6,5.3,5.4,5.0,4.1,3.3,3.3,3.5,2.4,-51.0%,-2.5,-71.64378368730809,44.00003635595354,-10.20408163265306,-12.244897959183684,-8.163265306122454,-10.20408163265306,-10.20408163265306,-16.32653061224491,4.0816326530612095,-2.040816326530623,-4.081632653061227,-6.122448979591851,-14.285714285714288,-10.20408163265306,48.979591836734684,59.18367346938774,59.18367346938774,38.77551020408162,36.73469387755102,34.69387755102039,8.163265306122437,10.20408163265306,2.0408163265306047,-16.32653061224491,-32.653061224489804,-32.653061224489804,-28.571428571428577,-51.02040816326531
30,New Jersey,12.2,11.9,12.6,13.3,15.4,16.9,15.8,17.1,16.0,16.7,19.0,18.6,19.1,18.1,19.1,19.3,18.3,19.4,18.7,14.6,17.7,15.6,14.8,14.4,16.7,17.9,19.7,8.8%,1.6,-74.73319124635816,40.15362776503852,-2.459016393442614,3.2786885245901667,9.016393442622963,26.229508196721323,38.52459016393443,29.508196721311492,40.16393442622953,31.147540983606564,36.885245901639344,55.73770491803279,52.459016393442646,56.557377049180346,48.36065573770494,56.557377049180346,58.19672131147543,50.000000000000014,59.01639344262295,53.278688524590166,19.672131147540988,45.08196721311475,27.868852459016395,21.311475409836078,18.032786885245912,36.885245901639344,46.721311475409834,61.47540983606557
31,New Mexico,27.3,23.5,26.3,26.9,27.9,27.6,28.1,29.2,29.7,30.3,31.2,30.5,28.7,30.7,30.7,32.1,32.7,31.1,30.5,32.6,29.0,30.8,28.9,28.2,24.5,24.6,23.0,3.6%,0.8,-106.024373602431,34.171606609132056,-13.919413919413923,-3.6630036630036633,-1.465201465201473,2.19780219780219,1.0989010989011014,2.930402930402933,6.9597069597069545,8.791208791208787,10.989010989010989,14.28571428571428,11.721611721611719,5.128205128205123,12.454212454212449,12.454212454212449,17.582417582417584,19.780219780219788,13.919413919413923,11.721611721611719,19.413919413919416,6.2271062271062245,12.82051282051282,5.860805860805853,3.296703296703291,-10.256410256410259,-9.890109890109887,-15.750915750915754
32,New York,64.2,59.7,54.5,48.1,47.9,51.6,47.2,52.7,57.1,57.6,56.7,55.8,51.5,52.9,53.3,56.0,47.0,49.6,43.1,34.5,38.1,33.8,32.2,30.0,30.5,29.2,27.7,-48.4%,-26.0,-75.81661085191729,42.756071058893546,-7.009345794392523,-15.109034267912778,-25.0778816199377,-25.389408099688477,-19.626168224299068,-26.479750778816197,-17.91277258566978,-11.05919003115265,-10.280373831775702,-11.682242990654206,-13.084112149532718,-19.781931464174455,-17.601246105919007,-16.978193146417453,-12.772585669781936,-26.791277258566982,-22.741433021806856,-32.86604361370716,-46.26168224299066,-40.654205607476634,-47.35202492211839,-49.84423676012461,-53.27102803738318,-52.49221183800623,-54.51713395638629,-56.85358255451713
33,North Carolina,46.4,47.2,54.3,58.9,53.7,56.8,64.7,67.3,67.4,66.5,70.7,68.1,70.6,69.8,70.9,74.5,71.9,77.6,73.9,63.8,72.2,61.7,56.8,55.5,57.0,51.7,50.8,-8.3%,-4.6,-79.8901769699535,35.235966213469794,1.7241379310344922,17.025862068965512,26.939655172413797,15.732758620689665,22.413793103448274,39.4396551724138,45.043103448275865,45.25862068965519,43.31896551724138,52.37068965517242,46.767241379310335,52.155172413793096,50.43103448275862,52.801724137931046,60.560344827586206,54.95689655172416,67.24137931034481,59.26724137931036,37.5,55.60344827586208,32.97413793103449,22.413793103448274,19.612068965517246,22.8448275862069,11.422413793103457,9.482758620689651
34,North Dakota,27.0,27.6,28.7,28.9,29.0,28.2,29.5,28.2,30.1,30.4,30.9,30.7,31.0,30.6,29.2,31.6,30.0,30.7,31.3,31.0,29.5,28.4,29.4,28.7,28.9,29.8,28.9,100.7%,14.5,-100.3074610431158,47.46542444933821,2.2222222222222276,6.296296296296294,7.037037037037032,7.4074074074074066,4.444444444444442,9.25925925925926,4.444444444444442,11.481481481481486,12.592592592592588,14.444444444444441,13.7037037037037,14.814814814814813,13.33333333333334,8.148148148148145,17.03703703703704,11.11111111111111,13.7037037037037,15.92592592592593,14.814814814814813,9.25925925925926,5.18518518518518,8.888888888888884,6.296296296296294,7.037037037037032,10.370370370370372,7.037037037037032
35,Ohio,109.7,112.1,113.9,117.2,113.5,114.6,122.1,119.3,123.5,118.7,124.8,118.3,124.5,128.3,124.0,132.6,128.9,130.6,127.5,113.8,120.7,110.6,94.1,101.5,97.7,82.6,80.6,-23.5%,-24.8,-82.66603335345671,40.19369155865036,2.187784867821323,3.8286235186873316,6.836827711941659,3.4639927073837713,4.466727438468543,11.303555150410203,8.751139471285319,12.57976298997265,8.20419325432999,13.764813126709202,7.839562443026431,13.491340018231538,16.95533272561532,13.035551504102095,20.875113947128522,17.502278942570648,19.051959890610746,16.226071103008202,3.7374658158614347,10.027347310847766,0.8204193254329913,-14.220601640838659,-7.4749316317228836,-10.938924339106654,-24.70373746581587,-26.526891522333646
