,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
886,675995,675995,12102486,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),6.0,,IN,CH,US,T,W,E,,39c261425a,54347ecab8
531,374873,374873,11567865,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,US,IT,US,T,W,I,,817a0957f0,
489,734939,734939,12161463,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),7.0,,CH,AT,US,T,W,I,,82a3ff1725,b8359003eb
170,583267,583267,11920700,2010,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),11.0,,FR,CH,VN,T,C,I,70a113e4cd,,90e66329d1
844,77336,77336,4130536,2010,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),2.0,,KR,IT,ID,T,R,E,,f0ad3f1d0b,
779,664414,664414,12090905,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),20.0,,CN,CH,US,T,W,E,,99947ad463,e5ad94f869
573,755166,755166,12267213,2010,II,Echinocactus grusonii,,Caryophyllales,Cactaceae,Echinocactus,live,8.0,,CH,NL,,T,A,I,,60fe01c702,
73,483587,483587,11735562,2010,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,live,15.0,,JP,ID,,T,W,E,,af54c51385,
777,662756,662756,12089247,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),30.0,,FR,CH,US,T,C,E,,35d9b7da9f,92a6a0d0c9
314,888707,888707,13973073,2010,II,Thunia spp.,,Orchidales,Orchidaceae,Thunia,live,1.0,,KR,GE,,E,A,I,,,
394,651152,651152,12039029,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,JP,CH,US,T,W,I,,ece6e64a87,
746,315564,315564,5163925,2010,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,live,25.0,,US,AU,,T,W,I,,c18851cc25,
523,239968,239968,4473767,2010,II,Tridacnidae spp.,Bivalvia,Veneroida,Tridacnidae,,meat,5.0,kg,NZ,TO,,P,W,I,,112f538dca,
364,26836,26836,4045609,2010,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),2.0,,JP,HK,CO,T,C,I,,8d908ece38,
888,144962,144962,4260034,2010,II,Lobophyllia corymbosa,Anthozoa,Scleractinia,Mussidae,Lobophyllia,live,6.0,,US,ID,,T,W,E,,fb9497f5d3,
23,764379,764379,12283324,2010,II,Euphorbia antisyphilitica,,Euphorbiales,Euphorbiaceae,Euphorbia,wax,106.0,g,DE,CH,MX,T,W,E,,87a58a3113,b8981f8c84
154,371038,371038,11564028,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,JM,US,,T,W,E,,2c3d7a5584,
810,101757,101757,4171483,2010,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,live,270.0,,DE,US,,T,D,E,,eb052971cf,
307,245112,245112,4482544,2010,II,Turbinaria mesenterina,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,live,12.0,,US,ID,,T,F,E,,fe576b00ac,
550,470215,470215,11709644,2010,II,Favites chinensis,Anthozoa,Scleractinia,Faviidae,Favites,live,6.0,,CA,ID,,T,W,E,,7fd3f4e1bf,
326,256417,256417,4540673,2010,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1500.0,,IT,BO,,T,C,E,,e1ceb713d4,
128,225803,225803,4442063,2010,II,Scleractinia spp.,Anthozoa,Scleractinia,,,raw corals,250.0,,US,ID,,T,W,E,,d7b4499404,
392,568641,568641,11905205,2010,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),1.0,,KR,IT,VN,T,C,E,,629ac5051b,
735,395380,395380,11588376,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,TR,FR,US,T,C,I,,ea3df1a244,
867,481779,481779,11731685,2010,II,Goniopora minor,Anthozoa,Scleractinia,Poritidae,Goniopora,live,4.0,,US,ID,,T,W,I,,8e5da86d96,
431,771729,771729,12304096,2010,II,Heliopora coerulea,Anthozoa,Helioporacea,Helioporidae,Heliopora,raw corals,10.0,,JP,ID,,T,W,I,,8633ec8959,
543,715520,715520,12142044,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),3.0,,AG,CH,US,T,W,E,,032c7c63dc,231913503e
32,654255,654255,12042132,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,JP,CH,US,T,W,I,,1d4eb04fa7,
460,743475,743475,12234895,2010,II,Bubo bubo,Aves,Strigiformes,Strigidae,Bubo,live,1.0,,DE,CH,,T,C,E,,6d4f8d6e31,
290,614782,614782,11984588,2010,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),1.0,,IT,CH,TD,T,W,I,a3d0601450,94d85da1bc,
4,193154,193154,4382856,2010,II,Pocillopora verrucosa,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,raw corals,5.0,,KR,ID,,T,F,I,,8ba4e1b074,
878,229260,229260,4450050,2010,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,live,50.0,,TW,ID,,T,D,E,,5ca770416e,
792,297366,297366,4866651,2010,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,3.0,kg,HK,CA,,P,A,E,,aa06e30771,
563,454850,454850,11684252,2010,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,trophies,1.0,,US,,,H,W,I,,6bcc7c5608,
741,59523,59523,4106747,2010,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),4.0,,US,IT,ZA,T,C,I,,79bd4cba5c,
657,648028,648028,12035905,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),33.0,,JP,IT,US,T,W,I,,0e5fa9a305,
499,376016,376016,11569008,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,US,GB,US,T,I,I,,696266fd72,
663,597501,597501,11947925,2010,II,Tridacna crocea,Bivalvia,Veneroida,Tridacnidae,Tridacna,live,100.0,,US,VN,,T,W,I,,7625001929,
390,869637,869637,13682367,2010,II,Dendrochilum spp.,,Orchidales,Orchidaceae,Dendrochilum,live,1.0,,CH,DE,,T,A,I,,9a37075650,
930,18723,18723,4033815,2010,III,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,oil,390.0,kg,FR,US,PY,T,W,E,,b76be8106a,
26,13806,13806,4023980,2010,II,Aquilaria filaria,,Myrtales,Thymelaeaceae,Aquilaria,chips,250.0,kg,HK,ID,,T,W,E,,d3de275c4a,
612,430040,430040,11637814,2010,II,Catalaphyllia jardinei,Anthozoa,Scleractinia,Caryophylliidae,Catalaphyllia,live,3.0,,US,ID,,T,W,I,,5e063be85c,
768,7731,7731,4009835,2010,II,Acropora secale,Anthozoa,Scleractinia,Acroporidae,Acropora,live,3.0,,US,FJ,,T,W,I,,208241bed9,
351,300155,300155,4877416,2010,I,Paphiopedilum hybrid,,Orchidales,Orchidaceae,Paphiopedilum,live,12.0,,CH,NL,,T,A,I,,75606f6e3c,
967,749591,749591,12253179,2010,II,Cereus spp.,,Caryophyllales,Cactaceae,Cereus,live,3.0,,CH,NL,,T,A,I,,1176e15ba3,
662,606504,606504,11973739,2010,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,CA,,H,W,I,,,
465,184233,184233,4364237,2010,II,Phalaenopsis hybrid,,Orchidales,Orchidaceae,Phalaenopsis,live,400.0,,DK,TW,,T,A,I,,20401fd42a,
826,746389,746389,12241847,2010,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),56.0,,FR,CH,VE,T,W,E,,3c919581e1,d98551769e
44,490706,490706,11750518,2010,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,caviar,1.25,kg,MA,FR,BG,T,C,E,,1027c6f816,
994,526339,526339,11825940,2010,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,cultures,165.0,,US,FR,,T,A,I,,885c66346a,
122,287227,287227,4807206,2010,II,Monodon monoceros,Mammalia,Cetacea,Monodontidae,Monodon,tusks,1.0,,IT,CA,,P,W,E,,b8fc355386,
919,589158,589158,11930473,2010,II,Scolymia vitiensis,Anthozoa,Scleractinia,Mussidae,Scolymia,live,3.0,,US,ID,,T,W,I,,6f2344070c,
759,441896,441896,11657682,2010,II,Corallus caninus,Reptilia,Serpentes,Boidae,Corallus,live,6.0,,US,GY,,T,W,I,,dbc6283b3c,
533,238204,238204,4470929,2010,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,live,32.0,,US,ID,,T,W,E,,fd492785f1,
851,834132,834132,12746136,2010,II,Cattleya warscewiczii,,Orchidales,Orchidaceae,Cattleya,live,1.0,,NO,BR,,T,A,E,,a26f4959c8,
426,680761,680761,12107252,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),10.0,,FR,CH,US,T,C,E,,d5e3023ce8,e6d7f8961a
325,606250,606250,11973485,2010,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,CA,,H,W,I,,,
143,254045,254045,4512000,2010,II,Aloe squarrosa,,Liliales,Liliaceae,Aloe,live,76.0,,CH,DE,,T,A,I,,59630d86f1,
168,677413,677413,12103904,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),3.0,,GB,CH,US,T,W,E,,2ecc828b69,d535f5dd8b
713,527312,527312,11826925,2010,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,140.0,,FR,TH,,T,A,I,89ebf50fa1,11a7468085,
384,592669,592669,11936821,2010,II,Stanhopea insignis,,Orchidales,Orchidaceae,Stanhopea,live,1.0,,US,EC,,T,A,E,,16b6a3d95e,
177,773774,773774,12312835,2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,,CH,DE,XX,P,O,I,,320346d887,
437,452998,452998,11679273,2010,I,Encephalartos horridus,,Cycadales,Zamiaceae,Encephalartos,live,100.0,,ID,ZA,,T,D,E,,3b1bd7208c,
945,841574,841574,13086834,2010,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,skins,1.0,,US,CA,,T,W,E,,e998a8f189,
266,79628,79628,4133020,2010,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,35.0,,HK,JP,PG,T,C,I,,2024741b0b,
147,26021,26021,4044794,2010,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,JP,TH,CO,T,C,I,,c7f41ac6f0,
471,316909,316909,5288483,2010,II,Moseleya latistellata,Anthozoa,Scleractinia,Faviidae,Moseleya,live,1.0,,SG,AU,,T,W,E,,328c596b5d,
62,316596,316596,5287151,2010,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,live,50.0,,FR,AU,,T,W,I,231700110a,0e17bb5913,
41,479100,479100,11724742,2010,II,Goniastrea spp.,Anthozoa,Scleractinia,Faviidae,Goniastrea,live,3.0,,US,FJ,,T,W,I,,76ed716208,
979,806767,806767,12418234,2010,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),44.0,,AZ,CH,VN,T,C,E,,8368365c2e,e8c4678994
330,464810,464810,11701493,2010,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,live,1.0,,AE,GB,,T,D,E,,909ddf3ef4,
766,297864,297864,4867149,2010,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,0.454,kg,CN,CA,,P,A,E,,138fe60e4c,
738,274702,274702,4711677,2010,II,Cymbidium eburneum,,Orchidales,Orchidaceae,Cymbidium,live,42.0,,CH,NL,,T,A,I,,aa6b2a8afe,
946,33066,33066,4060173,2010,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),24.0,,US,MX,CO,T,C,E,,,8db77923e7
806,257815,257815,4556865,2010,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),4.0,,BR,CH,CO,T,C,E,,3e3a96588a,5c872ceb02
398,98830,98830,4165280,2010,II,Cynarina lacrymalis,Anthozoa,Scleractinia,Mussidae,Cynarina,live,15.0,,JP,ID,,T,W,E,,f3aaa3c70b,
189,186226,186226,4368491,2010,II,Pionus maximiliani,Aves,Psittaciformes,Psittacidae,Pionus,live,2.0,,KR,TW,,T,C,I,,56d7c18d60,
570,451900,451900,11677805,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,carvings,1.0,,GB,JP,XX,T,O,I,30460c1909,4e844d4cea,
706,126843,126843,4223208,2010,II,Galaxea astreata,Anthozoa,Scleractinia,Oculinidae,Galaxea,live,8.0,,US,ID,,T,W,I,,f48978a7f1,
990,65793,65793,4113018,2010,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),13.0,,NL,ZA,,T,C,E,,616f6f260a,
19,336435,336435,11515407,2010,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,live,25.0,,DE,ID,,T,W,E,,54d9839fb4,
399,348119,348119,11537835,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),15.0,,CH,AT,US,T,W,E,,602f923ce6,
427,787597,787597,12355841,2010,II,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),1.0,,JP,HK,ID,T,W,I,,e25b00796e,
871,346963,346963,11536679,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,DE,CH,US,T,W,I,90a138f8eb,aa2ccf14e5,a90fa317be
248,476129,476129,11721229,2010,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,live,7.0,,US,ID,,T,W,I,,0d00d35046,
153,840146,840146,13059503,2010,II,Blastomussa merleti,Anthozoa,Scleractinia,Mussidae,Blastomussa,live,10.0,,US,AU,,T,W,E,,ea8cf8d637,
0,795465,795465,12384261,2010,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (large),5.0,,KR,FR,ID,T,W,E,,09e66bf550,a69c110000
117,392577,392577,11585572,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,TH,TH,US,T,W,E,,0419633769,
639,492205,492205,11753378,2010,II,Hydnophora exesa,Anthozoa,Scleractinia,Merulinidae,Hydnophora,live,11.0,,US,ID,,T,W,E,,718f8bb945,
907,470400,470400,11709829,2010,II,Favites chinensis,Anthozoa,Scleractinia,Faviidae,Favites,live,5.0,,GB,ID,,T,W,E,,a150f338a6,
224,194327,194327,4386690,2010,II,Polyphyllia talpina,Anthozoa,Scleractinia,Fungiidae,Polyphyllia,live,3.0,,HK,ID,,T,W,I,8f100754c6,c2919e3ca5,
958,436994,436994,11648634,2010,II,Caulastraea spp.,Anthozoa,Scleractinia,Faviidae,Caulastraea,live,10.0,,FR,ID,,T,F,E,,153952fd4e,
975,473707,473707,11715785,2010,II,Fungia moluccensis,Anthozoa,Scleractinia,Fungiidae,Fungia,live,5.0,,HU,ID,,T,W,E,,550106132a,
879,187971,187971,4374982,2010,II,Plerogyra sinuosa,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,live,30.0,,US,ID,,T,W,I,,3bc9ed9b18,
667,401345,401345,11594341,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),10.0,,FR,CH,US,T,W,I,d208816408,d5718f3e4f,35173664e1
976,307404,307404,4965077,2010,II,Scolymia spp.,Anthozoa,Scleractinia,Mussidae,Scolymia,live,37.0,,JP,SB,,T,W,E,,54933a9a4b,
874,772870,772870,12310158,2010,II,Leptotes unicolor,,Orchidales,Orchidaceae,Leptotes,live,20.0,,CH,HU,,T,A,I,,d7b1be5831,
683,287372,287372,4807351,2010,II,Monodon monoceros,Mammalia,Cetacea,Monodontidae,Monodon,tusks,1.0,,BE,CA,,P,W,E,,fc758f0fd5,
668,880192,880192,13844555,2010,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,1.0,,US,BR,,T,A,E,,fc34c46f21,
239,243684,243684,4481116,2010,II,Turbinaria mesenterina,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,raw corals,5.0,,PK,MY,ID,T,W,E,,a7a3d80d2e,
952,366687,366687,11556403,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,IT,CH,US,T,W,I,51a8d88f07,dc6801d37d,
282,649030,649030,12036907,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),4.0,,JP,FR,US,T,W,I,,70d07e4561,
201,602692,602692,11958273,2010,II,Uromastyx geyri,Reptilia,Sauria,Agamidae,Uromastyx,live,100.0,,CA,GH,ML,T,W,E,,86fd014252,
229,197376,197376,4394016,2010,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,live,20.0,,BE,ID,,T,W,I,,c5a09dc602,
412,638871,638871,12025772,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),24.0,,RU,FR,US,T,W,E,,76c7f6ed60,bf290bd69a
756,384387,384387,11577379,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1000.0,,CH,PT,US,T,W,E,,ecf2db22af,
659,396212,396212,11589208,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),33.0,,MY,CH,US,T,W,I,,b9f1f91791,
996,626094,626094,11999712,2010,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,caviar,0.05,kg,MC,FR,,T,C,E,,cd1083eb62,
447,268987,268987,4615723,2010,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),4.0,,JP,CH,ZW,T,C,E,,f5a883563e,f2d8e64072
628,16955,16955,4029877,2010,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,specimens,63.0,,XX,CL,,S,W,E,,3770f4897b,
396,632131,632131,12019032,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),6.0,,CN,FR,US,T,W,E,,d923a3882e,a90fa317be
58,468032,468032,11705768,2010,II,Favia pallida,Anthozoa,Scleractinia,Faviidae,Favia,live,2.0,,US,ID,,T,W,E,,9c15350966,
13,714007,714007,12140531,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),6.0,,FR,CH,US,T,C,E,,ccb715d493,54d5b27daa
722,537807,537807,11853641,2010,II,Physogyra lichtensteini,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,live,5.0,,US,ID,,T,W,E,,c8efa2950f,
924,66218,66218,4113443,2010,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),12.0,,FR,CH,ZW,T,C,I,c7e25d5474,f140035f0e,d05bdc4bc9
691,349909,349909,11539625,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,CH,AT,US,T,W,E,,771b846d65,
132,854262,854262,13343403,2010,II,Parodia magnifica,,Caryophyllales,Cactaceae,Parodia,live,40.0,,US,CA,,T,A,E,,666a637dbe,
606,362680,362680,11552396,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,KR,IT,US,P,W,E,,a847bc19c2,
674,638186,638186,12025087,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),535.0,,US,FR,US,T,W,E,,5c610b71e9,8a56750693
450,863073,863073,13481353,2010,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,US,CA,,H,W,E,,395e5d717e,
311,187759,187759,4374770,2010,II,Plerogyra sinuosa,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,live,10.0,,US,ID,,T,W,I,,b466748d09,
305,742784,742784,12232419,2010,II,Austrocylindropuntia vestita,,Caryophyllales,Cactaceae,Austrocylindropuntia,live,22.0,,CH,NL,,T,A,I,,93653c6172,
183,126869,126869,4223234,2010,II,Galaxea astreata,Anthozoa,Scleractinia,Oculinidae,Galaxea,live,4.0,,US,ID,,T,W,I,,fc70ff6231,
658,770366,770366,12299433,2010,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,raw corals,40.0,,JP,ID,,T,W,I,,84fd6e901a,
811,573824,573824,11911256,2010,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),3.0,,BE,US,VN,T,W,E,,7313870a47,
731,198202,198202,4395142,2010,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,live,16.0,,US,ID,,T,W,E,,cee80a9650,
982,882042,882042,13873026,2010,II,Phaius spp.,,Orchidales,Orchidaceae,Phaius,live,10.0,,CH,MG,,T,A,I,,99047c1df3,
136,170461,170461,4310372,2010,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,100.0,,JP,TW,,T,A,I,,88e5cea3d2,
901,407981,407981,11600977,2010,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),3.0,,FR,CH,US,T,W,I,7de0b326c5,bc6eb8b8e6,8c09c6e1fb
989,288482,288482,4819686,2010,II,Nepenthes dubia,,Nepenthales,Nepenthaceae,Nepenthes,live,50.0,,US,LK,,T,A,E,,c6007016f5,
755,537224,537224,11853058,2010,II,Physogyra lichtensteini,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,live,2.0,,US,ID,,T,W,I,,97a2277205,
379,83967,83967,4137359,2010,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,IT,KR,PG,T,C,E,,df166ea15f,
49,236711,236711,4469436,2010,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,live,53.0,,US,ID,,T,W,E,,7fcbb179ee,
