,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
268,10953,10953,10953,89699,1988.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),6.0,,US,IT,CO,,,E,,f873f69e5c,
380,116046,116046,116046,5667848,1988.0,II,Lontra canadensis,Mammalia,Carnivora,Mustelidae,Lontra,skins,258.0,,CA,US,,T,,I,,ae732ac050,
518,118048,118048,118048,5698919,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,9.0,,HK,CN,BI,,,E,,7cac2598f6,
924,57438,57438,57438,431555,1988.0,II,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,live,60.0,,JP,IN,,T,,E,,45ca165ee5,
55,168988,168988,168988,5847108,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,66.0,,US,IT,ID,,,E,,a04dd332c1,
932,115890,115890,115890,5667692,1988.0,II,Lontra canadensis,Mammalia,Carnivora,Mustelidae,Lontra,garments,1.0,,US,CA,US,T,,I,,,
705,167939,167939,167939,5846059,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,33.0,,AT,IT,BD,,,E,,75443518c8,
363,22951,22951,22951,176050,1988.0,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),8.0,,JP,DE,PG,T,,E,,8d88fe1f86,
151,155005,155005,155005,5796117,1988.0,II,Poicephalus meyeri,Aves,Psittaciformes,Psittacidae,Poicephalus,live,50.0,,SG,TZ,,T,,E,,fc4b6c84c0,
313,82936,82936,82936,5568792,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1542.0,,US,HK,CO,T,,I,,af4d77fb6d,
596,85446,85446,85446,5572158,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),100.0,,JP,AT,CO,T,,I,,1a9a91f3c0,
911,50565,50565,50565,389152,1988.0,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,live,2.0,,SA,US,,T,C,E,,453f0c92b4,
891,64075,64075,64075,477916,1988.0,II,Tropidophis spp.,Reptilia,Serpentes,Tropidophiidae,Tropidophis,live,63.0,,US,HT,,T,,I,,,
430,104510,104510,104510,5625947,1988.0,II,Dendrobium tortile,,Orchidales,Orchidaceae,Dendrobium,live,20.0,,JP,TH,,T,A,I,,9e64d6cf84,
520,22238,22238,22238,175337,1988.0,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),8.0,,US,IT,ID,,,E,,fe75036fb4,
450,195654,195654,195654,5938932,1988.0,II,Tyto alba,Aves,Strigiformes,Tytonidae,Tyto,feet,1.0,,US,MX,,,,I,,,
331,166212,166212,166212,5844018,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,21.0,,US,TW,TH,T,,I,,,
559,119429,119429,119429,5700300,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,4.0,kg,IS,IN,SO,T,,E,,c7522ab3b0,
138,112136,112136,112136,5654461,1988.0,II,Hippotragus equinus,Mammalia,Artiodactyla,Bovidae,Hippotragus,trophies,1.0,,US,ZW,,,,I,,9f724d6424,
270,16610,16610,16610,129757,1988.0,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,shoes,1.0,,US,MX,,,,I,,,
443,99321,99321,99321,5607419,1988.0,I,Chinchilla spp.,Mammalia,Rodentia,Chinchillidae,Chinchilla,skins,120.0,,HK,DK,,T,,I,,f7533fb5ce,
716,17982,17982,17982,147705,1988.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,1.0,,FR,ZM,,P,,E,,28ba644bdd,
732,209639,209639,209639,5986403,1988.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),1.0,,CH,IT,ID,,,E,,857337f877,
728,89684,89684,89684,5576396,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),60.0,,HK,IT,GY,,,E,,427163b27a,
12,210468,210468,210468,5987232,1988.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),277.0,,BE,AT,PH,T,,I,,ab948e60ae,
222,168775,168775,168775,5846895,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,17.0,,US,IT,TH,,,E,,69d3962e63,
792,207456,207456,207456,5982819,1988.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,skins,25.0,,FR,ID,,,,E,,8f23b38370,
822,154942,154942,154942,5795678,1988.0,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,raw corals,500.0,,US,ID,,,,E,,d7c202bf97,
383,212642,212642,212642,5997727,1988.0,III,Vidua macroura,Aves,Passeriformes,Ploceidae,Vidua,live,120.0,,JP,NL,GN,,,E,,a1021ec8a1,
291,83516,83516,83516,5569372,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,shoes,33.0,,US,IT,GY,T,,I,,28e4c80003,
393,43111,43111,43111,323074,1988.0,II,Mammillaria dioica,,Caryophyllales,Cactaceae,Mammillaria,live,2.0,,DE,US,,T,A,E,,94ab81a01c,
888,17494,17494,17494,140071,1988.0,II,Coracopsis vasa,Aves,Psittaciformes,Psittacidae,Coracopsis,live,10.0,,BE,MG,,T,,E,,09209bec54,
941,140812,140812,140812,5745250,1988.0,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,live,2.0,,IT,US,,T,A,E,,94ab81a01c,
533,132649,132649,132649,5716433,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,skin pieces,2.0,,US,ZW,,,,E,,,
67,85142,85142,85142,5571001,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,36.0,,US,CA,VE,T,,E,,e6a083b8d2,
740,215251,215251,215251,13108031,1988.0,II,Cochlioda spp.,,Orchidales,Orchidaceae,Cochlioda,live,4.0,,US,PE,,T,,I,,ef277cbe9f,
884,45508,45508,45508,338709,1988.0,III,Naja naja,Reptilia,Serpentes,Elapidae,Naja,shoes,34.0,,US,MX,TH,T,,I,,3252303318,
342,215684,215684,215684,13122622,1988.0,II,Dendrobium capra,,Orchidales,Orchidaceae,Dendrobium,live,2.0,,SG,AU,,T,A,E,,0f9f305314,
649,176383,176383,176383,5869390,1988.0,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,garments,2.0,,US,DE,TH,T,,E,,45ba387595,
674,26356,26356,26356,199440,1988.0,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,live,6.0,,US,CA,,T,,I,,3743788aa4,
449,95567,95567,95567,5582279,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),280.0,,GB,CH,VE,T,,I,,,
3,33661,33661,33661,250293,1988.0,II,Epidendrum strobiliferum,,Orchidales,Orchidaceae,Epidendrum,live,27.0,,US,BZ,,T,,I,,5964a976a7,
527,62387,62387,62387,465567,1988.0,II,Sobralia amabilis,,Orchidales,Orchidaceae,Sobralia,live,1.0,,IT,CR,,,,E,,1fede27e9a,
982,182239,182239,182239,5889090,1988.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),20.0,,US,DE,ID,T,,E,,91a5b73cd2,
260,141812,141812,141812,5748745,1988.0,II,Masdevallia tubulosa,,Orchidales,Orchidaceae,Masdevallia,live,5.0,,US,EC,,,,E,,eadbc0380a,
966,123272,123272,123272,5704172,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,2.0,,DE,ZA,,P,,E,,f49baf23b2,
871,161837,161837,161837,5839643,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,228.0,,US,ES,TH,T,,I,,2c8e0a5202,
645,12867,12867,12867,108992,1988.0,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,live,10.0,,US,TW,,T,A,I,,1bb374c759,
829,93679,93679,93679,5580391,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),500.0,,CH,FR,GY,,,E,,be2544706a,
986,81038,81038,81038,5566887,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,bodies,2.0,,CA,GY,,P,,E,,bfec1c6201,
575,98281,98281,98281,5603519,1988.0,II,Cereus repandus,,Caryophyllales,Cactaceae,Cereus,live,1290.0,,US,DO,,T,,I,,e9cab7c12f,
165,109681,109681,109681,5645744,1988.0,II,Favia spp.,Anthozoa,Scleractinia,Faviidae,Favia,raw corals,25.0,,US,ID,,,,E,,173da105e4,
301,122687,122687,122687,5703587,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,2.0,kg,US,HK,SD,T,,I,,,
671,164863,164863,164863,5842669,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),480.0,,US,TW,TH,T,,I,,,
489,7090,7090,7090,58324,1988.0,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,live,3.0,,US,BR,,,I,I,,087d98adcc,
977,66567,66567,66567,1334181,1988.0,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,carvings,2.0,,DK,GL,,P,W,E,,125d718206,
693,31057,31057,31057,226928,1988.0,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,30.0,,DE,TH,,S,A,I,,ee0038cf53,
690,109995,109995,109995,5646386,1988.0,I,Felis nigripes,Mammalia,Carnivora,Felidae,Felis,trophies,2.0,,US,ZA,,,I,I,,43d9c7dc9e,
102,15814,15814,15814,128961,1988.0,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,shoes,1.0,,US,MX,,,I,I,,,
583,92436,92436,92436,5579148,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),2.0,,CH,DE,CO,T,,E,,354863c120,
402,60050,60050,60050,450319,1988.0,II,Rhipsalis grandiflora,,Caryophyllales,Cactaceae,Rhipsalis,live,1.0,,JP,US,,T,A,E,,5821edd584,
333,142836,142836,142836,5752813,1988.0,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,live,2.0,,JP,NL,,,C,E,,acc83c8c64,
38,178026,178026,178026,5883935,1988.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,live,200.0,,US,MY,,T,,E,,f8e44c311f,
34,66110,66110,66110,497456,1988.0,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,leather items,3.0,,US,NG,,,I,I,,,
292,157362,157362,157362,5803928,1988.0,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,live,1.0,,IT,CM,,P,,E,,0bd0e491d4,
285,154525,154525,154525,5794572,1988.0,II,Pleurothallis spp.,,Orchidales,Orchidaceae,Pleurothallis,live,5.0,,US,EC,,,,E,,ac27ef0b9a,
592,94018,94018,94018,5580730,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),10.0,,BR,FR,CO,,,E,,80de27cd14,
598,201468,201468,201468,5957669,1988.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),1.0,,CH,DE,TD,T,,E,,aa3d96aab7,
103,29494,29494,29494,217733,1988.0,II,Dendrobium heterocarpum,,Orchidales,Orchidaceae,Dendrobium,live,30.0,,US,TH,,T,,I,,158e5d8d95,
376,171452,171452,171452,5849572,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),30.0,,DE,AT,BD,T,,I,,0bd6f84de3,
16,133041,133041,133041,5716825,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,skins,999.0,,US,ZW,,,,E,,,
544,109185,109185,109185,5643121,1988.0,II,Euphorbia trigona,,Euphorbiales,Euphorbiaceae,Euphorbia,live,5400.0,,US,DO,,T,,I,,61f60457a5,
106,96554,96554,96554,5596373,1988.0,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,skins,1.0,,IT,CA,,H,,E,,0b51aeeae1,
472,66254,66254,66254,498848,1988.0,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,hair,640.0,g,HK,GB,PE,T,,E,,a6deb9384b,
146,214530,214530,214530,13067771,1988.0,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,horn carvings,22.0,,US,GB,IN,T,,E,,045aa52f0c,
157,163801,163801,163801,5841607,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),23.0,,US,HK,CN,T,,I,,70d3993daf,
205,97402,97402,97402,5599603,1988.0,II,Cattleya bicolor,,Orchidales,Orchidaceae,Cattleya,live,10.0,,US,BR,,T,,I,,04e29ad0f4,
523,3848,3848,3848,31406,1988.0,II,Bifrenaria harrisoniae,,Orchidales,Orchidaceae,Bifrenaria,live,5.0,,US,BR,,T,,I,,15ccda399b,
36,221683,221683,221683,13376910,1988.0,II,Platystele spp.,,Orchidales,Orchidaceae,Platystele,live,1.0,,IT,US,,T,A,E,,b9ce647fec,
206,116064,116064,116064,5667866,1988.0,II,Lontra canadensis,Mammalia,Carnivora,Mustelidae,Lontra,skins,1.0,,DE,CA,,T,,E,,9e01f511f0,
158,125987,125987,125987,5706887,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,5.0,kg,US,MW,,P,,E,,86dbb3fe86,
837,42055,42055,42055,316663,1988.0,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,plates,35.0,,DE,AR,,T,,I,,7be1e4c46a,
720,212002,212002,212002,5988766,1988.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),32.0,,US,FR,ID,,,E,,1211289dee,
989,172092,172092,172092,5850212,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,12.0,,US,ES,TH,T,,E,,3a2e72d00d,
328,46220,46220,46220,343163,1988.0,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,live,3.0,,US,BE,,T,C,I,,2d6032a27a,
77,90815,90815,90815,5577527,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),994.0,,BE,AT,CO,T,,I,,6b95ba059f,
861,200144,200144,200144,5956345,1988.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),2.0,,JP,IT,SD,T,,I,,565ae96227,
759,203288,203288,203288,5959489,1988.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,skin pieces,2000.0,,MA,FR,SD,,,E,,46c377fa93,
678,223092,223092,223092,13466761,1988.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,shoes,17.0,,US,IT,AR,,,E,,16b8b1696f,
197,129178,129178,129178,5712962,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,5.0,,US,ZW,,,,E,,,
94,119999,119999,119999,5700899,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,kg,US,HK,SD,T,,I,,06acc68219,
847,39413,39413,39413,295690,1988.0,II,Kinixys spp.,Reptilia,Testudines,Testudinidae,Kinixys,live,20.0,,GB,GH,,T,,E,,4af8f17a61,
841,64858,64858,64858,485290,1988.0,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,seeds,20.0,,GB,US,,T,,E,,11e4efb510,
488,95680,95680,95680,5582392,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,skins,1800.0,,IT,AR,BO,T,,I,,460d279ea0,
482,153892,153892,153892,5792506,1988.0,II,Pionus fuscus,Aves,Psittaciformes,Psittacidae,Pionus,live,8.0,,DK,GY,,T,,E,,045b426332,
521,205449,205449,205449,5980812,1988.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,shoes,108.0,,US,IT,ID,T,,I,,,
821,4376,4376,4376,36861,1988.0,II,Bulbophyllum auratum,,Orchidales,Orchidaceae,Bulbophyllum,live,2.0,,US,TH,,T,,I,,90a6689387,
609,31002,31002,31002,226873,1988.0,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,2.0,,DE,TH,,T,A,I,,8b29b2b42a,
53,160400,160400,160400,5838206,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,105.0,,US,ES,TH,T,,I,,505e212291,
774,130492,130492,130492,5714276,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,,CA,ZW,,,,E,,,
651,165386,165386,165386,5843192,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),1850.0,,US,HK,CN,T,,I,,,
243,106547,106547,106547,5633694,1988.0,II,Eos rubra,Aves,Psittaciformes,Loriidae,Eos,live,20.0,,FR,ID,,,,E,,9c49a9b6d3,
451,155355,155355,155355,5797174,1988.0,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,live,40.0,,PT,SN,,T,,I,,576779bd46,
969,95684,95684,95684,5582396,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,skins,4110.0,,IT,CO,,T,,I,,81ea8c5be4,
306,158846,158846,158846,5836652,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,348.0,,US,HK,CN,T,,I,,,
688,153973,153973,153973,5792794,1988.0,II,Platycercus adscitus,Aves,Psittaciformes,Psittacidae,Platycercus,live,8.0,,JP,NL,,T,C,I,,12de4750dd,
945,65107,65107,65107,488549,1988.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,DE,US,,,,E,,b1811b0766,
19,26707,26707,26707,199791,1988.0,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,live,4.0,,US,CA,,T,A,E,,40a95cc0c0,
917,196656,196656,196656,5942726,1988.0,II,Vanda spp.,,Orchidales,Orchidaceae,Vanda,live,1000.0,,JP,TH,,T,A,I,,086e74bc5b,
302,190084,190084,190084,5925969,1988.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,shoes,96.0,,US,ES,AR,T,,I,,98c430a860,
801,82691,82691,82691,5568547,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,120.0,,US,IT,GY,T,,I,,,
356,122395,122395,122395,5703295,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,leather products (small),2.0,,US,IT,ZW,T,,I,,,
808,33692,33692,33692,250816,1988.0,II,Epithelantha micromeris,,Caryophyllales,Cactaceae,Epithelantha,live,2.0,,IT,US,,T,A,E,,94ab81a01c,
496,19161,19161,19161,149025,1988.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),2.0,,KR,DE,TZ,T,,E,,7b05c1aa16,
314,68725,68725,68725,5503354,1988.0,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,live,1200.0,,HK,TW,,T,C,I,,2d73bea3ee,
427,91632,91632,91632,5578344,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),487.0,,DE,CH,GY,T,,I,,0f80be19f9,
638,170796,170796,170796,5848916,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,6.0,,US,IT,ID,,,E,,cee0117f65,
493,113199,113199,113199,5657726,1988.0,II,Jacquiniella leucomelana,,Orchidales,Orchidaceae,Jacquiniella,live,2.0,,AU,MX,,T,A,I,,,
667,148347,148347,148347,5773891,1988.0,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,bodies,1.0,,ZA,US,,H,,I,,f0f6f1b33c,
862,154268,154268,154268,5793598,1988.0,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,live,6.0,,LK,NL,,,C,E,,82d3b91c6d,
709,117439,117439,117439,5693445,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,3.0,kg,CA,HK,SD,T,,E,,cf272a41f8,
418,83223,83223,83223,5569079,1988.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,shoes,4.0,,US,IT,VE,T,,I,,81cd6c98fe,
571,177009,177009,177009,5871432,1988.0,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,live,25.0,,DE,DK,GH,T,,E,,62828973a4,
407,40176,40176,40176,301747,1988.0,II,Laelia purpurata,,Orchidales,Orchidaceae,Laelia,live,5.0,,US,BR,,T,,I,,6beaccd374,
811,15042,15042,15042,121823,1988.0,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,live,35.0,,IT,TG,,T,,E,,,
377,11509,11509,11509,93543,1988.0,II,Calanthe aristulifera,,Orchidales,Orchidaceae,Calanthe,live,1350.0,,JP,TW,,T,A,I,,8a8a308bd0,
172,109306,109306,109306,5644273,1988.0,III,Euplectes afer,Aves,Passeriformes,Ploceidae,Euplectes,live,12.0,,CH,NL,SN,,,E,,644956ac00,
537,137253,137253,137253,5735220,1988.0,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,skins,4.0,,SE,CA,,T,,I,,46835d9bbc,
350,15916,15916,15916,129063,1988.0,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,shoes,1.0,,US,MX,,,I,I,,,
824,183205,183205,183205,5890056,1988.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,78.0,,US,ES,SG,T,,E,,e2c483db00,
816,101061,101061,101061,5612616,1988.0,II,Coryphantha pallida,,Caryophyllales,Cactaceae,Coryphantha,live,1.0,,IT,US,,T,A,E,,94ab81a01c,
279,100472,100472,100472,5611130,1988.0,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,trophies,1.0,,US,ET,,,,I,,,
9,7713,7713,7713,58948,1988.0,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,live,20.0,,US,CA,,T,A,E,,4c09f4f6d0,
281,155476,155476,155476,5797752,1988.0,II,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,live,2.0,,ZA,BE,,T,C,E,,6a709e603d,
293,110869,110869,110869,5649971,1988.0,II,Gongylophis colubrinus,Reptilia,Serpentes,Boidae,Gongylophis,live,10.0,,US,TZ,,T,,E,,10096c8795,
42,12135,12135,12135,100028,1988.0,II,Cattleya araguaiensis,,Orchidales,Orchidaceae,Cattleya,live,50.0,,DE,BR,,T,A,I,,1e9dd70426,
105,117589,117589,117589,5693595,1988.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory scraps,144.0,kg,MO,HK,XX,T,,E,,891b2e2648,
563,162144,162144,162144,5839950,1988.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,20.0,,US,ES,TH,T,,I,,86fd16a10a,
