,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
936,34449,34449,34449,714083,1992.0,II,Encyclia guatemalensis,,Orchidales,Orchidaceae,Encyclia,live,1.0,,FR,MX,,T,,E,,6c665bbb85,
599,220707,220707,220707,13136408,1992.0,II,Dracula spp.,,Orchidales,Orchidaceae,Dracula,live,3.0,,DE,CO,,T,A,I,c9b90ec231,,
597,190783,190783,190783,6425040,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,meat,40.91,kg,US,CA,,H,W,E,,da8bf7160e,
168,226591,226591,226591,13312465,1992.0,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,6.0,,US,BR,,T,A,I,,881484360d,
364,127080,127080,127080,6175364,1992.0,II,Falconidae spp.,Aves,Falconiformes,Falconidae,,feathers,1.0,,US,GT,XX,,I,I,,,
833,99045,99045,99045,6063944,1992.0,II,Brassia lanceana,,Orchidales,Orchidaceae,Brassia,live,1.0,,NL,SR,,,W,E,,2ff218aa00,
32,98874,98874,98874,6063198,1992.0,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,specimens,45.0,ml,US,NP,,S,,E,,6a4162254a,
488,18036,18036,18036,616957,1992.0,II,Chysis laevis,,Orchidales,Orchidaceae,Chysis,live,1.0,,CA,FR,,,A,E,,b229878b7e,
47,186458,186458,186458,6412028,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,CA,,,U,I,,cebdbf8e15,8ba107a1c0
319,158664,158664,158664,6294453,1992.0,II,Pocillopora danae,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,raw corals,806.0,,ES,PH,,T,W,I,29e6862236,c5c3c7ee43,
953,7903,7903,7903,538800,1992.0,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,live,20.0,,US,CA,,T,A,E,,e3c30caaa9,
412,84931,84931,84931,6007744,1992.0,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,live,5.0,,JP,TW,,T,C,I,,d1f039fba5,
161,221955,221955,221955,13186525,1992.0,II,Geodorum spp.,,Orchidales,Orchidaceae,Geodorum,live,5.0,,US,TH,,T,W,I,,9bf51bf558,
247,51164,51164,51164,820675,1992.0,II,Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,unspecified,1.0,,CZ,VE,,S,,E,,599bfca4e5,
518,205556,205556,205556,6459333,1992.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),4000.0,,FR,MU,CM,T,W,E,,88dcaa627d,313dbad2d0
128,70469,70469,70469,928389,1992.0,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,skin pieces,596.0,,US,TW,AR,T,W,I,,3324233c9f,
19,1479,1479,1479,506995,1992.0,II,Alsophila spp.,,Cyatheales,Cyatheaceae,Alsophila,timber,1600.0,sets,JP,TW,,T,W,I,,f7af986f76,
254,188630,188630,188630,6422887,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,NO,CA,,H,W,E,,c110ac5b50,
346,105283,105283,105283,6106118,1992.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),9.0,,US,IT,CO,T,U,I,,61c44f12f3,
647,126864,126864,126864,6174614,1992.0,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,live,2.0,,ZC,AT,,,C,E,,861c84d7a1,
905,168614,168614,168614,6344673,1992.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,58.0,,US,ES,ID,T,W,E,,ad1cd6b7a9,a2ac0fa3c4
235,16707,16707,16707,611615,1992.0,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,carapaces,1.0,,NZ,XX,,,I,I,,,
952,115676,115676,115676,6136977,1992.0,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,live,75.0,,NL,KE,,S,W,E,,0ba4d545f2,
776,22515,22515,22515,645646,1992.0,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),5.0,,FR,CH,PG,,W,I,028fa1f945,aa45f8577a,
414,26785,26785,26785,665258,1992.0,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,live,24.0,,US,CA,,T,A,E,,a72c25012f,
212,176339,176339,176339,6372059,1992.0,II,Tridacna crocea,Bivalvia,Veneroida,Tridacnidae,Tridacna,meat,1000.0,kg,JP,PH,,T,W,E,,ee6ca95592,
740,50840,50840,50840,818539,1992.0,II,Morelia amethistina,Reptilia,Serpentes,Pythonidae,Morelia,live,4.0,,DE,ID,,,,E,,3aa9f1ee75,
377,59921,59921,59921,868190,1992.0,I,Pediocactus peeblesianus,,Caryophyllales,Cactaceae,Pediocactus,seeds,55.0,,JP,US,,T,A,E,,11e4efb510,
590,93605,93605,93605,6045273,1992.0,II,Aloe spp.,,Liliales,Liliaceae,Aloe,live,30.0,,GB,ZA,,T,A,E,,690b5b2695,
730,919,919,919,503846,1992.0,II,Aerides multiflora,,Orchidales,Orchidaceae,Aerides,live,14.0,,GB,TH,,,W,E,,,
227,140021,140021,140021,6228980,1992.0,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,skins,220.0,,GR,US,,T,W,E,,6f453ebe4c,
902,57281,57281,57281,852305,1992.0,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,trophies,1.0,,FR,ZM,,,W,I,75cd2f322a,d72d6dbbf8,
535,135488,135488,135488,6209434,1992.0,II,Leucippus baeri,Aves,Apodiformes,Trochilidae,Leucippus,live,25.0,,NL,PE,,T,W,E,,107995a6d8,
610,208092,208092,208092,6462062,1992.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),6.0,,US,FR,ML,,W,E,,830c949596,
332,141785,141785,141785,6235242,1992.0,II,Mammillaria magnimamma,,Caryophyllales,Cactaceae,Mammillaria,live,20.0,,BM,US,,,,I,,d0e9af297f,
261,100034,100034,100034,6067203,1992.0,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,live,2.0,,ZC,SG,ID,T,,E,,c8ecda74cd,
778,188678,188678,188678,6422935,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,SE,CA,,H,W,E,,82121d0fff,
416,213821,213821,213821,6490829,1992.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,skins,5000.0,,US,ID,,T,W,I,,,
373,229472,229472,229472,13394356,1992.0,II,Pleurothallis spp.,,Orchidales,Orchidaceae,Pleurothallis,live,2.0,,CA,US,,T,A,E,,b9ce647fec,
246,6353,6353,6353,534692,1992.0,II,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,live,20.0,,JP,GB,ID,T,W,I,,402a5707c6,
53,119066,119066,119066,6148548,1992.0,II,Dendrobium amethystoglossum,,Orchidales,Orchidaceae,Dendrobium,live,1.0,,US,PH,,T,W,I,,d46f13ae14,
176,103894,103894,103894,6099488,1992.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),10.0,,JP,GB,CO,T,W,E,,f5d25b7f05,9f1a2a57db
75,57364,57364,57364,852388,1992.0,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,trophies,1.0,,CH,ZA,ZM,H,,E,,cb72e2f79a,e6bab03f79
191,212871,212871,212871,6488877,1992.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),1.0,,JP,FR,ID,,W,E,,8c5eb3ef8d,
135,153954,153954,153954,6276602,1992.0,II,Papio ursinus,Mammalia,Primates,Cercopithecidae,Papio,trophies,1.0,,US,BW,,,U,I,,,
573,15608,15608,15608,603042,1992.0,II,Cattleya warneri,,Orchidales,Orchidaceae,Cattleya,live,1.0,,US,BR,,T,A,E,,70d16b0550,
816,133537,133537,133537,6200899,1992.0,II,Laelia briegeri,,Orchidales,Orchidaceae,Laelia,live,1.0,,CA,BR,,T,A,E,,7e4e5eebf5,
396,190630,190630,190630,6424887,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,meat,20.45,kg,US,CA,,H,W,E,,752d8ebbcb,
885,49997,49997,49997,814905,1992.0,II,Miltonia flavescens,,Orchidales,Orchidaceae,Miltonia,live,10.0,,DE,BR,,T,A,I,4007b2d22e,,
415,198577,198577,198577,6432834,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,US,CA,,H,W,E,,a5db3350a3,
760,182092,182092,182092,6402905,1992.0,II,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,live,12.0,,US,ID,,T,W,I,,1c730c2c0d,
768,98363,98363,98363,6061505,1992.0,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,live,100.0,,US,CO,,T,C,E,,41413339c8,
224,171089,171089,171089,6350971,1992.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,1000.0,,SG,ID,,,,E,,b83399b229,
977,139800,139800,139800,6227329,1992.0,II,Lynx lynx,Mammalia,Carnivora,Felidae,Lynx,garments,1.0,,US,CA,CN,T,W,E,,d9310b14ec,
542,51748,51748,51748,822225,1992.0,II,Naja naja,Reptilia,Serpentes,Elapidae,Naja,shoes,336.0,,US,HK,ID,T,U,I,,,
747,167850,167850,167850,6335836,1992.0,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,live,400.0,,US,GH,,T,,E,,8338f19ccd,
331,60345,60345,60345,870631,1992.0,II,Phalaenopsis hieroglyphica,,Orchidales,Orchidaceae,Phalaenopsis,live,30.0,,DE,PH,,T,,I,3e3e6d63d3,,
842,65880,65880,65880,910548,1992.0,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,live,1.0,,US,DE,LR,P,,E,,3861bb9233,
764,38965,38965,38965,735809,1992.0,II,Euphyllia spp.,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,raw corals,100.0,,US,ID,,,,E,,0a7046acb7,
163,222316,222316,222316,13196994,1992.0,II,Hatiora spp.,,Caryophyllales,Cactaceae,Hatiora,live,90.0,,US,CA,,T,A,I,,ac382a1c1d,
30,206604,206604,206604,6460534,1992.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),3.0,,GB,CH,ML,T,W,I,4373d462d4,,
697,193491,193491,193491,6427748,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,meat,25.0,kg,US,CA,,H,W,E,,7eb8c5013d,
85,94689,94689,94689,6047870,1992.0,III,Amadina fasciata,Aves,Passeriformes,Estrildidae,Amadina,live,100.0,,PT,SN,,T,W,E,,0065126c31,
338,47401,47401,47401,797209,1992.0,II,Lobophyllia corymbosa,Anthozoa,Scleractinia,Mussidae,Lobophyllia,raw corals,1200.0,,CA,PH,,T,W,E,,1fcc430ad2,
490,166911,166911,166911,6331346,1992.0,II,Puma concolor,Mammalia,Carnivora,Felidae,Puma,skulls,1.0,,US,CA,,H,W,E,,be6726be75,
170,218328,218328,218328,13092967,1992.0,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,live,25.0,,US,BR,,T,A,I,,16a8adadb5,
889,108223,108223,108223,6109938,1992.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,JP,CH,GY,T,,I,,ec7bc51e42,
256,120262,120262,120262,6151942,1992.0,II,Dendrobium infundibulum,,Orchidales,Orchidaceae,Dendrobium,live,5.0,,JP,TH,,T,W,I,,26d0ed6a39,
385,197435,197435,197435,6431692,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,US,CA,,H,W,E,,212577c728,
749,90589,90589,90589,6034127,1992.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,skins,347.0,,CH,IT,US,T,C,E,,edf5b94ca3,
544,128827,128827,128827,6183313,1992.0,II,Galanthus nivalis,,Liliales,Amaryllidaceae,Galanthus,live,15500.0,,SE,NL,FR,T,A,E,,e7b42c05dd,89cae9ab5c
866,173099,173099,173099,6358061,1992.0,I,Sclerocactus mesae-verdae,,Caryophyllales,Cactaceae,Sclerocactus,seeds,10.0,,IT,US,,T,A,E,,11e4efb510,
948,56751,56751,56751,846359,1992.0,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,686.3,kg,HK,CA,,T,A,E,,8a61f45eef,
407,156941,156941,156941,6287810,1992.0,II,Phelsuma quadriocellata,Reptilia,Sauria,Gekkonidae,Phelsuma,live,100.0,,US,MG,,T,U,I,,0dc5ebb870,
558,59964,59964,59964,868919,1992.0,II,Pediocactus simpsonii,,Caryophyllales,Cactaceae,Pediocactus,live,18.0,,CA,US,,T,A,E,,94ab81a01c,
552,216723,216723,216723,12998254,1992.0,II,Acampe rigida,,Orchidales,Orchidaceae,Acampe,live,6.0,,US,TH,,T,W,I,,3279657e89,
293,78519,78519,78519,989743,1992.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,CA,,,W,I,,9d5684ba91,
362,40618,40618,40618,751650,1992.0,II,Galanthus elwesii,,Liliales,Amaryllidaceae,Galanthus,live,1175.0,,US,NL,TR,T,W,E,,7f5aa42a94,12c89a777a
63,23680,23680,23680,651492,1992.0,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,JP,FR,PG,,W,E,,ad11309143,
253,228339,228339,228339,13368604,1992.0,II,Phelsuma madagascariensis,Reptilia,Sauria,Gekkonidae,Phelsuma,live,30.0,,CA,MG,,T,,E,,97541766d4,
326,223278,223278,223278,13254769,1992.0,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,live,15.0,,GB,MT,,T,A,E,,9f25c8fcbb,
260,80842,80842,80842,5103568,1992.0,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,JP,AU,,P,W,E,,5c452c04f4,
660,120696,120696,120696,6153318,1992.0,II,Dendrobium pendulum,,Orchidales,Orchidaceae,Dendrobium,live,25.0,,US,TH,,T,W,I,,a3322a9b8b,
896,126466,126466,126466,6173638,1992.0,III,Euplectes hordeaceus,Aves,Passeriformes,Ploceidae,Euplectes,live,100.0,,NL,GN,,T,W,E,,a6ca4816f0,
679,221070,221070,221070,13154369,1992.0,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,live,2.0,,DE,MX,,T,A,I,83760b27a4,,
752,9166,9166,9166,552543,1992.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,tails,2000.0,,FR,CO,,T,C,E,,6beaccd374,
113,87840,87840,87840,6028127,1992.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),3.0,,US,FR,US,,W,E,,8e459376b0,
762,83268,83268,83268,6001022,1992.0,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,raw corals,1000.0,,JP,US,SB,T,U,E,,56514f13f5,
989,9908,9908,9908,553433,1992.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,skins,100.0,sides,CH,FR,CO,,C,E,,b6305bd2cf,589828b411
267,155877,155877,155877,6284534,1992.0,II,Phalaenopsis spp.,,Orchidales,Orchidaceae,Phalaenopsis,live,36.0,,US,CA,,T,A,I,,c2080b41db,
441,45571,45571,45571,788256,1992.0,II,Laelia kettieana,,Orchidales,Orchidaceae,Laelia,live,1.0,,US,BR,,T,A,E,,0477fd1420,
177,115896,115896,115896,6137253,1992.0,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,trophies,3.0,,US,ZA,,,W,I,,,
422,115053,115053,115053,6133934,1992.0,II,Cereus spp.,,Caryophyllales,Cactaceae,Cereus,live,55.0,,US,CA,,T,A,E,,dcc10525b4,
432,1005,1005,1005,504302,1992.0,II,Aerides spp.,,Orchidales,Orchidaceae,Aerides,live,10.0,,JP,TH,,T,A,I,,e9d611cc7b,
912,177476,177476,177476,6379026,1992.0,II,Tubipora spp.,Anthozoa,Stolonifera,Tubiporidae,Tubipora,live,2.0,,CA,US,ID,T,U,E,,87c1997c1e,
264,91234,91234,91234,6034772,1992.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,JP,HK,US,T,W,I,,e27e4f1197,
501,126317,126317,126317,6172813,1992.0,II,Euphyllia fimbriata,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,raw corals,100.0,,US,ID,,,,E,,6254163a75,
494,74914,74914,74914,962787,1992.0,II,Stanhopea tigrina,,Orchidales,Orchidaceae,Stanhopea,live,1.0,,CA,FR,,,A,E,,aa048e4570,
134,94283,94283,94283,6046194,1992.0,II,Aloe vera,,Liliales,Liliaceae,Aloe,live,11000.0,,MX,US,,T,A,E,,22d68b8b5a,
838,33448,33448,33448,708193,1992.0,II,Echinocereus subinermis,,Caryophyllales,Cactaceae,Echinocereus,live,20.0,,GB,US,,T,A,E,,74b551c2b6,
956,31328,31328,31328,696704,1992.0,II,Dendrobium secundum,,Orchidales,Orchidaceae,Dendrobium,live,512.0,,JP,TH,,T,W,I,,26d0ed6a39,
508,218759,218759,218759,13106142,1992.0,II,Cleisostoma spp.,,Orchidales,Orchidaceae,Cleisostoma,live,1.0,,VE,TH,,,W,E,,,
434,201967,201967,201967,6436224,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skulls,1.0,,US,CA,,H,W,E,,d736b67cc9,
214,195865,195865,195865,6430122,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,2.0,,US,CA,,H,W,E,,f5d0966b22,
450,231792,231792,231792,13484397,1992.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,MX,US,,P,,I,cef2292a80,,
96,28163,28163,28163,666636,1992.0,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,live,156.0,,US,CA,,T,A,E,,1e50b8d0a2,
577,136169,136169,136169,6212240,1992.0,II,Loriculus stigmatus,Aves,Psittaciformes,Psittacidae,Loriculus,live,28.0,,ZA,SG,ID,T,,I,08aeb9de8c,,
465,55339,55339,55339,840561,1992.0,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,bodies,40.0,,US,PG,,T,,E,,de9811064c,
548,135242,135242,135242,6208363,1992.0,II,Leptailurus serval,Mammalia,Carnivora,Felidae,Leptailurus,skins,1.0,,DE,ZW,,H,,I,d29a6c710e,,
33,119045,119045,119045,6148522,1992.0,II,Dendrobium amethystoglossum,,Orchidales,Orchidaceae,Dendrobium,live,30.0,,DE,PH,,T,,I,3e3e6d63d3,,
955,8427,8427,8427,539324,1992.0,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,live,1780.0,,US,CA,,T,A,E,,f54a9915e9,
998,90116,90116,90116,6032944,1992.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,shoes,174.0,,US,IT,US,T,W,I,,4c0cdd1402,
522,82131,82131,82131,5427754,1992.0,II,Tridacnidae spp.,Bivalvia,Veneroida,Tridacnidae,,shells,2.0,,NZ,AU,,,I,I,,,
175,8480,8480,8480,539377,1992.0,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,live,77.0,,US,CA,,T,A,E,,96dbf5c91f,
723,21852,21852,21852,631054,1992.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),2.0,,JP,FR,ZW,T,C,I,,1e76b75566,
875,65557,65557,65557,908905,1992.0,II,Psephotus varius,Aves,Psittaciformes,Psittacidae,Psephotus,live,10.0,,JP,NL,,T,C,I,,76b0bc0a57,
207,203818,203818,203818,6439020,1992.0,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,skins,2.0,,JP,DK,GL,T,W,E,,051e05ab66,89642fa93e
659,18648,18648,18648,619896,1992.0,II,Comparettia coccinea,,Orchidales,Orchidaceae,Comparettia,live,6.0,,US,BR,,T,A,E,,1196ed5d55,
240,147452,147452,147452,6257927,1992.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,2.0,,JP,US,,T,A,E,,427326d9e4,
583,191051,191051,191051,6425308,1992.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,meat,9.09,kg,US,CA,,H,W,E,,87cfb5ee3b,
629,168028,168028,168028,6344082,1992.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,350.0,,SG,MY,,T,W,E,,95f72da36d,
307,163928,163928,163928,6324788,1992.0,II,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,938.0,,US,TW,ID,T,I,I,,,
104,217582,217582,217582,13069764,1992.0,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,skin pieces,3070.0,m,US,CA,IN,T,W,E,,5e268eaccb,
877,78407,78407,78407,989631,1992.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,plates,1.0,,CA,US,,,U,E,,,
