,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
441,229498,229498,229498,7353856,1998.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,1520.0,,US,ID,,T,W,I,,a97aa91662,
959,9469,9469,9469,1035665,1998.0,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,live,30.0,,US,CA,,T,A,I,,328adc08c4,
360,73184,73184,73184,1310285,1998.0,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,272.0,kg,HK,US,,T,W,E,,c413b09cc1,
984,86968,86968,86968,1372909,1998.0,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,live,9.0,,US,ID,,T,W,E,,4899cb56b3,
931,219725,219725,219725,7324972,1998.0,III,Psittacula krameri,Aves,Psittaciformes,Psittacidae,Psittacula,live,6.0,,,ZA,,P,C,E,,44397be0ab,
460,136986,136986,136986,1784699,1998.0,II,Myriopathes japonica,Anthozoa,Antipatharia,Myriopathidae,Myriopathes,carvings,50.0,,JP,TW,,T,W,I,,f6cf3afbaa,
859,262854,262854,262854,7497352,1998.0,III,Vidua macroura,Aves,Passeriformes,Ploceidae,Vidua,live,200.0,,IT,SN,,T,W,E,,b125d14e3a,
17,217035,217035,217035,7317324,1998.0,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,live,10.0,,CL,ES,NL,T,C,E,,41cf0b12a9,
565,307976,307976,307976,7917088,1998.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skulls,1.0,,US,CA,,H,W,E,,ea25ea01b4,
981,205593,205593,205593,7272054,1998.0,II,Naja sputatrix,Reptilia,Serpentes,Elapidae,Naja,meat,100.0,kg,JP,ID,,T,W,E,,d0a75bdef5,
661,119212,119212,119212,1492037,1998.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,skulls,1.0,,DE,RO,,H,W,I,4952fac06a,f420f37458,
263,211648,211648,211648,7295548,1998.0,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,trophies,1.0,,US,ZM,,,,E,,070e12d8ea,
853,162362,162362,162362,7045078,1998.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,shoes,6.0,,US,IT,US,T,C,E,,de2bace7dd,
933,292781,292781,292781,7901893,1998.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,DE,CA,,P,W,E,,4c1ccbeb0f,
