,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
21,183789,183789,183789,5920930,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,live,12.0,,US,AR,,T,,E,,ceb4333460,
634,43050,43050,43050,344559,1987.0,II,Nyctea scandiaca,Aves,Strigiformes,Strigidae,Nyctea,live,1.0,,GB,GB,,P,C,I,,,
154,30841,30841,30841,238881,1987.0,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,live,2.0,,FR,US,,P,C,I,,d7a08f4cc8,
584,179996,179996,179996,5917082,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,skins,32.0,kg,US,AR,,T,,I,,93997c20ae,
428,104572,104572,104572,5658268,1987.0,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,trophies,1.0,,US,BW,,,,I,,,
97,98891,98891,98891,5632676,1987.0,II,Encyclia cordigera,,Orchidales,Orchidaceae,Encyclia,live,1.0,,AR,US,,T,A,E,,bf8f109371,
724,157415,157415,157415,5829485,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,114.0,,US,IT,ID,,,E,,5defaa0763,
393,66528,66528,66528,5520824,1987.0,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,live,200.0,,US,AR,,T,,E,,92a33b72bb,
1,8797,8797,8797,71504,1987.0,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),4.0,,JP,FR,PY,,,E,,37cc643c4c,
802,157318,157318,157318,5829388,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,1.0,,US,IT,BD,,,E,,93db670494,
528,161685,161685,161685,5833755,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),4.0,,NO,ES,TH,T,,E,,e7319f956e,
948,66665,66665,66665,5520964,1987.0,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,live,40.0,,DE,AR,,T,,I,,22120a650b,
976,197377,197377,197377,5973101,1987.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather items,11.0,,CA,US,TH,T,,E,,8ef6f0aff6,
650,68999,68999,68999,5531859,1987.0,II,Balearica pavonina,Aves,Gruiformes,Gruidae,Balearica,live,20.0,,BE,TZ,,T,,I,,7ba87dc7d5,
181,35440,35440,35440,289282,1987.0,II,Hippopus hippopus,Bivalvia,Veneroida,Tridacnidae,Hippopus,carvings,1886.0,,US,PH,,T,,I,,3717c5309e,
275,41246,41246,41246,330198,1987.0,II,Maxillaria sanderiana,,Orchidales,Orchidaceae,Maxillaria,live,10.0,,DE,PE,,T,,I,,e56b787a71,
587,62820,62820,62820,5506027,1987.0,II,Agapornis roseicollis,Aves,Psittaciformes,Psittacidae,Agapornis,live,580.0,,US,BE,,T,C,E,,66b39e776e,
789,81562,81562,81562,5558959,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,shoes,10.0,,US,IT,VE,,,E,,3907bd3f72,
575,184100,184100,184100,5921241,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,shoes,16.0,,US,IT,AR,,,E,,65a91c17d5,
988,91593,91593,91593,5605157,1987.0,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,meat,3.0,kg,US,MX,,,I,I,,,
645,91384,91384,91384,5604283,1987.0,II,Chalcopsitta atra,Aves,Psittaciformes,Loriidae,Chalcopsitta,live,20.0,,DE,ID,,,,E,,8dbd140117,
496,130301,130301,130301,5749389,1987.0,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,skins,2.0,,ES,ZW,,,,E,,4650b23111,
623,179319,179319,179319,5916404,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,leather items,20.0,,JP,AT,AR,T,,E,,,
128,12988,12988,12988,102319,1987.0,II,Cattleya labiata,,Orchidales,Orchidaceae,Cattleya,live,1.0,,JP,US,,T,A,E,,b1485a74c7,
835,155984,155984,155984,5828054,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,593.0,,US,IT,CN,,,E,,7033cf3b33,
473,38428,38428,38428,308449,1987.0,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,leather items,2.0,,US,MX,,,,I,,,
726,45056,45056,45056,364868,1987.0,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,220.0,,NL,TG,,,,I,,8ad4116739,
8,192506,192506,192506,5952252,1987.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),3650.0,,HK,FR,NG,,,E,,47416735b9,
413,152089,152089,152089,5824156,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,921.0,,US,IT,BD,T,,I,,7a8529fa0b,
970,2395,2395,2395,23344,1987.0,II,Aratinga mitrata,Aves,Psittaciformes,Psittacidae,Aratinga,live,50.0,,ZA,AR,,T,,I,,2c5b40f476,
478,70744,70744,70744,5538106,1987.0,II,Bulbophyllum lobbii,,Orchidales,Orchidaceae,Bulbophyllum,live,5.0,,US,TH,,T,,I,,a64590a81d,
940,28451,28451,28451,219238,1987.0,II,Dendrobium parcum,,Orchidales,Orchidaceae,Dendrobium,live,20.0,,AU,TH,,T,A,I,,9a065fb577,
481,158820,158820,158820,5830890,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),4.0,,HK,IT,CN,,,E,,7750706547,
159,69856,69856,69856,5533871,1987.0,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,skins,7.0,,US,IT,AR,,,E,,e7f3dcc7d7,
800,159359,159359,159359,5831429,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),29.0,,US,IT,ID,,,E,,5870b3c1c6,
665,200936,200936,200936,5976747,1987.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,shoes,54.0,,US,ES,ID,,I,E,,45b883ee46,
189,187564,187564,187564,5942310,1987.0,II,Vanda spp.,,Orchidales,Orchidaceae,Vanda,live,40.0,flasks,JP,TH,,T,A,I,,d79b170dae,
84,70462,70462,70462,5536964,1987.0,II,Broughtonia sanguinea,,Orchidales,Orchidaceae,Broughtonia,live,3.0,,US,JM,,T,,I,,5964a976a7,
288,14290,14290,14290,116777,1987.0,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,shoes,138.0,,US,ES,ID,T,,I,,89178e4942,
531,118354,118354,118354,5689460,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,leather products (small),5.0,,US,ZW,,,,E,,400bf7bbeb,
430,51226,51226,51226,419215,1987.0,II,Platygyra spp.,Anthozoa,Scleractinia,Faviidae,Platygyra,raw corals,901.0,,US,PH,,T,,I,,887a961ad7,
237,140991,140991,140991,5795206,1987.0,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,raw corals,21445.0,,US,PH,,T,,I,,94f94f638e,
868,155912,155912,155912,5827982,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,54.0,,US,IT,TH,,,E,,599aeb6e7e,
974,154904,154904,154904,5826974,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,12.0,,US,IT,TH,,,E,,b0112979a1,
770,46658,46658,46658,379436,1987.0,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,32.205999999999996,kg,HK,US,,T,,E,,81000a047d,
99,152593,152593,152593,5824660,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,garments,1788.0,,US,HK,CN,T,,I,,8505600317,
804,42057,42057,42057,337823,1987.0,III,Naja naja,Reptilia,Serpentes,Elapidae,Naja,skin pieces,7.0,,US,HK,CN,T,,I,,18b787e58e,
937,34681,34681,34681,277802,1987.0,II,Ferocactus pilosus,,Caryophyllales,Cactaceae,Ferocactus,live,34.0,,CA,US,,T,A,E,,d0e9af297f,
3,170170,170170,170170,5878217,1987.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,2.0,,US,ES,TH,T,,I,,6eae532991,
134,164096,164096,164096,5863882,1987.0,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,skins,5.0,,ES,IT,,T,,I,,,
614,88619,88619,88619,5593544,1987.0,II,Calabaria reinhardtii,Reptilia,Serpentes,Boidae,Calabaria,live,7.0,,US,TG,,T,,I,,27a75620d8,
173,43021,43021,43021,344079,1987.0,II,Nestor notabilis,Aves,Psittaciformes,Psittacidae,Nestor,live,2.0,,DE,AT,,Z,C,I,,50e1fbf4b1,
164,31894,31894,31894,250159,1987.0,II,Epidendrum stamfordianum,,Orchidales,Orchidaceae,Epidendrum,live,10.0,,DE,VE,,T,,E,,bdc3a26e04,
675,131567,131567,131567,5755554,1987.0,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,1.0,,NL,TH,,,A,I,,5d5a70fec1,
210,156619,156619,156619,5828689,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,578.0,,US,IT,TH,,,E,,3dc2732751,
260,208213,208213,208213,13233399,1987.0,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,skins,34.0,,US,CA,US,T,,I,,c5c43b45c8,
658,32831,32831,32831,258945,1987.0,III,Estrilda melpoda,Aves,Passeriformes,Estrildidae,Estrilda,live,300.0,,NL,SN,,,,I,,e6cd9369cd,
368,27245,27245,27245,211737,1987.0,II,Dendrobium anosmum,,Orchidales,Orchidaceae,Dendrobium,live,1.0,,US,TH,,T,,I,,2a1f30e401,
773,15553,15553,15553,118040,1987.0,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,shoes,108.0,,US,ES,ID,T,,E,,9c863dc3ea,
502,75562,75562,75562,5552927,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),7.0,,US,CH,CO,T,,I,,658c0c2272,
202,190219,190219,190219,5949882,1987.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,shoes,118.0,,US,ES,TG,T,,I,,d6cbdf03a0,
534,88035,88035,88035,5565432,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),6.0,,JP,DE,CO,T,,E,,11552f0ee6,
157,49698,49698,49698,406253,1987.0,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,live,1.0,,DE,US,,T,A,E,,11e4efb510,
466,207629,207629,207629,13196231,1987.0,II,Habenaria spp.,,Orchidales,Orchidaceae,Habenaria,live,10.0,,US,TH,,T,A,I,,8b0c733841,
793,53152,53152,53152,436858,1987.0,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,shoes,42.0,,US,IT,ID,,,E,,08980d0af5,
184,95281,95281,95281,5618005,1987.0,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,shoes,576.0,,US,IT,TH,T,,I,,ec6b0d92e0,
840,205071,205071,205071,13066382,1987.0,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,skins,664.623,m,US,IT,IN,,,E,,26413953fe,
248,169440,169440,169440,5877487,1987.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,294.0,,US,IT,ID,T,,I,,100163704a,
690,41199,41199,41199,329638,1987.0,II,Masdevallia veitchiana,,Orchidales,Orchidaceae,Masdevallia,live,200.0,,US,PE,,T,,I,,3f46906b4b,
509,154470,154470,154470,5826540,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,198.0,,US,IT,CN,,,E,,6e50d95913,
408,112589,112589,112589,5683685,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,400.0,g,US,HK,CD,,,I,,0ae69a1460,
876,163659,163659,163659,5860463,1987.0,II,Puma concolor,Mammalia,Carnivora,Felidae,Puma,trophies,1.0,,US,CA,,,,I,,e2e1ff28d4,
269,157580,157580,157580,5829650,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),70.0,,US,IT,ID,,,E,,315f29646f,
532,76806,76806,76806,5554171,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,2.0,,US,IT,VE,T,,I,,d83d7800f0,
620,139926,139926,139926,5790322,1987.0,II,Phelsuma laticauda,Reptilia,Sauria,Gekkonidae,Phelsuma,live,10.0,,CH,DE,MG,T,,E,,5b0cce9c5a,
348,180300,180300,180300,5917386,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,skin pieces,60.0,kg,US,AR,,T,,I,,99f5b03ba2,
261,132694,132694,132694,5758224,1987.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,125.0,,JP,US,,T,A,E,,bf8f109371,
615,37303,37303,37303,299697,1987.0,II,Laelia lundii,,Orchidales,Orchidaceae,Laelia,live,1.0,,US,BR,,T,,I,,e6b53f47dd,
688,132347,132347,132347,5757877,1987.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,42.0,,JP,US,,T,A,E,,b1485a74c7,
538,190461,190461,190461,5950198,1987.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),9.0,,JP,IT,SD,T,,I,,4e69b9be7a,
142,76655,76655,76655,5554020,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,shoes,1.0,,US,IT,GY,T,,I,,3e461e1c52,
895,105170,105170,105170,5660708,1987.0,II,Laelia briegeri,,Orchidales,Orchidaceae,Laelia,live,17.0,,US,BR,,T,,I,,2267830451,
360,122412,122412,122412,5694450,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,leather products (small),6.0,,HK,IT,ZA,,,E,,c7e6401480,
736,192708,192708,192708,5952454,1987.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),15.0,,US,FR,NG,,,E,,04b9f38959,
47,182207,182207,182207,5919293,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,shoes,43.0,,US,ES,AR,T,,I,,7c98f0eaf6,
678,68426,68426,68426,5529729,1987.0,II,Ascocentrum ampullaceum,,Orchidales,Orchidaceae,Ascocentrum,live,50.0,,US,IN,,T,A,I,,3c620d5dc4,
599,137937,137937,137937,5781280,1987.0,II,Paphiopedilum villosum,,Orchidales,Orchidaceae,Paphiopedilum,live,2.0,,US,TH,,T,,I,,4bcb7ae451,
365,158212,158212,158212,5830282,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,864.0,,US,IT,BD,,,E,,306a6b9c96,
384,210306,210306,210306,13301795,1987.0,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,5.0,,US,BR,,T,,I,,a632c5cfa2,
777,115520,115520,115520,5686616,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,10.0,kg,US,IN,CF,T,,E,,d3007d9d73,
469,108245,108245,108245,5672058,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,5.0,kg,BE,CD,,,,E,,9805e7aaa3,
240,183029,183029,183029,5920132,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,leather items,78.0,,JP,FR,AR,T,,I,,5c73e1fd7b,
865,172177,172177,172177,5880266,1987.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,24.0,,US,IT,ID,,,E,,7247de170e,
886,95079,95079,95079,5617803,1987.0,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,shoes,1056.0,,US,IT,TH,T,,I,,f36fa6ee91,
626,131772,131772,131772,5757299,1987.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,63.0,,AU,US,,T,A,I,,3c45031ea9,
716,37272,37272,37272,299391,1987.0,II,Laelia lucasiana,,Orchidales,Orchidaceae,Laelia,live,3.0,,NL,BR,,,A,I,,da1c90087c,
79,87402,87402,87402,5564799,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),17.0,,US,DE,CO,T,,E,,bc98d31876,
715,35990,35990,35990,289832,1987.0,II,Hippopus hippopus,Bivalvia,Veneroida,Tridacnidae,Hippopus,shells,1749.0,,US,PH,,T,,E,,435db31df5,
611,33219,33219,33219,262912,1987.0,II,Eunectes notaeus,Reptilia,Serpentes,Boidae,Eunectes,leather items,1.0,,JP,US,AR,T,,E,,7092c8fa2b,
355,112483,112483,112483,5683579,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,2.0,,US,ZW,,,,I,,74d5de4dbd,
550,154894,154894,154894,5826964,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,654.0,,US,IT,CN,,,E,,1c79b00bf7,
977,33986,33986,33986,269047,1987.0,II,Euphorbia spp.,,Euphorbiales,Euphorbiaceae,Euphorbia,live,1.0,,GB,US,,T,A,E,,33626d01d4,
698,120810,120810,120810,5692013,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,12.0,kg,JP,HK,XX,T,,I,,7775255e42,
673,103377,103377,103377,5653168,1987.0,II,Hippopus porcellanus,Bivalvia,Veneroida,Tridacnidae,Hippopus,shells,1503.0,,US,PH,,T,,E,,92b5712c43,
209,210444,210444,210444,13301933,1987.0,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,2.0,,US,BR,,T,,I,,e56b1a7431,
332,2975,2975,2975,30229,1987.0,II,Barkeria spectabilis,,Orchidales,Orchidaceae,Barkeria,live,1.0,,JP,US,,T,A,E,,b9ce647fec,
239,170410,170410,170410,5878457,1987.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,5.0,,US,SG,LA,T,,I,,be3ed85b9a,
109,48698,48698,48698,397958,1987.0,II,Paphiopedilum niveum,,Orchidales,Orchidaceae,Paphiopedilum,live,20.0,,DK,TH,,,,I,,5c4df31581,
819,59893,59893,59893,5101568,1987.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),39.0,,XX,IT,SD,,,E,,51b64d2690,
440,111894,111894,111894,5682990,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,skin pieces,20.0,,US,ZA,,T,,I,,e715d36ae3,
29,94183,94183,94183,5613824,1987.0,II,Cyatheaceae spp.,,Cyatheales,Cyatheaceae,,live,2.0,,FR,MG,,P,A,E,,5b99062891,
244,83889,83889,83889,5561286,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),15.0,,US,IT,VE,,,E,,773ef6773b,
942,182337,182337,182337,5919423,1987.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,leather products (small),1.0,,US,JP,AR,T,,I,,,
697,2923,2923,2923,29880,1987.0,II,Balearica regulorum,Aves,Gruiformes,Gruidae,Balearica,live,18.0,,BE,TZ,,T,,I,,c5af00534c,
944,29414,29414,29414,225165,1987.0,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,13100.0,,JP,TH,,T,A,I,,4ebdfb8bb3,
731,94715,94715,94715,5616226,1987.0,II,Cymbidium spp.,,Orchidales,Orchidaceae,Cymbidium,live,40.0,,AU,NZ,,T,A,I,,,
335,123401,123401,123401,5695439,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,21.0,kg,FR,HK,CF,,,I,,b70b627c43,
75,20682,20682,20682,170892,1987.0,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,157.0,,JP,PG,,T,,I,,15133bb962,
955,57650,57650,57650,487647,1987.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,live,7.0,,US,MX,US,T,C,I,,,
470,77593,77593,77593,5554965,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,26.0,,JP,IT,VE,T,,I,,ca0d87a6b8,
191,177990,177990,177990,5906556,1987.0,II,Tanygnathus megalorynchos,Aves,Psittaciformes,Psittacidae,Tanygnathus,live,4.0,,IT,ID,,,,E,,b796d47ecd,
574,36174,36174,36174,290016,1987.0,II,Hippopus hippopus,Bivalvia,Veneroida,Tridacnidae,Hippopus,shells,3840.0,,US,PH,,T,,E,,3e63ca190c,
859,71106,71106,71106,5539460,1987.0,II,Bulbophyllum spp.,,Orchidales,Orchidaceae,Bulbophyllum,live,2.0,,DE,TH,,T,,I,,924c816888,
978,28972,28972,28972,224723,1987.0,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,2.0,,US,JP,,T,,I,,e88eafe5a4,
837,31643,31643,31643,247178,1987.0,II,Epicrates cenchria,Reptilia,Serpentes,Boidae,Epicrates,live,3.0,,US,SR,,T,,E,,1b02c33885,
541,93809,93809,93809,5611682,1987.0,II,Corallus caninus,Reptilia,Serpentes,Boidae,Corallus,live,2.0,,US,GY,,T,,E,,013d4cce6a,
535,158261,158261,158261,5830331,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather items,9.0,,CH,IT,TH,,,E,,f7c7ef96a6,
69,105732,105732,105732,5662605,1987.0,II,Laelia spp.,,Orchidales,Orchidaceae,Laelia,live,200.0,,DE,BR,,T,A,I,,9836cc1b07,
353,25492,25492,25492,197606,1987.0,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,live,152.0,,US,CA,,T,A,E,,f83475f25f,
405,111512,111512,111512,5682608,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,16.0,,US,HK,SD,T,,I,,76f0455aff,
52,136880,136880,136880,5776779,1987.0,II,Paphiopedilum fairrieanum,,Orchidales,Orchidaceae,Paphiopedilum,live,10.0,,US,IN,,T,A,I,,ef247bbd2d,
894,72394,72394,72394,5549759,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),300.0,,SE,AT,BO,T,,I,,40f7072729,
247,93039,93039,93039,5609219,1987.0,II,Chrysalidocarpus lutescens,,Arecales,Palmae,Chrysalidocarpus,live,50.0,,DK,US,,T,A,E,,b9cb494130,
392,146829,146829,146829,5818896,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,5.0,,US,ES,TH,T,,I,,5c04a04267,
13,73051,73051,73051,5550416,1987.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,US,CH,CO,T,,I,,fd3f33eb5a,
956,145134,145134,145134,5817201,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),120.0,,US,HK,CN,T,,I,,84684243ff,
610,121924,121924,121924,5693961,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,,BW,DK,,P,,I,,,
797,32191,32191,32191,253516,1987.0,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,bodies,1.0,,US,MX,,,I,I,,,
111,46942,46942,46942,387748,1987.0,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,trophies,1.0,,US,ZA,,,,I,,14ca91369b,
400,170375,170375,170375,5878422,1987.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,64.0,kg,US,GB,ID,T,,I,,7d049c5c8f,
383,17012,17012,17012,128339,1987.0,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,meat,8.0,kg,US,MX,,,,I,,,
704,171709,171709,171709,5879778,1987.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,425.0,,JP,SG,XX,T,,I,,dcc846949e,
962,115349,115349,115349,5686445,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,21.0,kg,ES,TZ,,H,,E,,67c310a4f2,
318,137803,137803,137803,5779020,1987.0,II,Paphiopedilum spp.,,Orchidales,Orchidaceae,Paphiopedilum,live,1.0,,JP,ID,,,A,E,,127d451393,
62,34413,34413,34413,274151,1987.0,III,Euplectes orix,Aves,Passeriformes,Ploceidae,Euplectes,live,3.0,,BS,NL,ML,,,E,,a5e0e10255,
148,115299,115299,115299,5686395,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,16.0,kg,US,TZ,,H,,E,,0be78530bb,
919,121548,121548,121548,5692751,1987.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,182.0,kg,JP,GB,ZA,T,,I,,7bb2eecd83,
785,159099,159099,159099,5831169,1987.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,36.0,,CH,IT,TH,,,E,,3eeabe5f04,
