,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
169,189527,189527,15377296,2014,II,Physogyra lichtensteini,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,live,50.0,,NL,FM,,T,F,I,8dce3ec169,8749671245,
893,988273,988273,17070676,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),10.0,,GB,CH,US,T,C,E,,728a3c1d2d,450d21bcf1
178,373690,373690,15632806,2014,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),3.0,,JP,IT,CO,T,C,E,,0e4c4be877,
655,1037734,1037734,17342468,2014,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,live,4.0,,CH,NL,,T,A,I,,4b1d41c193,
692,922184,922184,16941349,2014,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,leather products (small),156.0,,US,MX,AR,T,W,E,,9e492bb88b,cd698c1e77
901,981597,981597,17064000,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),30.0,,FR,CH,US,T,W,E,,dbc5e4d070,53950e254e
502,111576,111576,15278187,2014,II,Dendrophyllia spp.,Anthozoa,Scleractinia,Dendrophylliidae,Dendrophyllia,live,22.0,,US,SB,,T,W,I,,bdb3186106,
193,866071,866071,16467352,2014,II,Trichoceros tupaipi,,Orchidales,Orchidaceae,Trichoceros,live,10.0,,JP,PE,,T,A,E,,6483ad9e49,
907,496192,496192,15783833,2014,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,garments,2.0,,US,IT,AR,T,W,E,,aab5d501d8,
905,944835,944835,17027238,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),4.0,,FR,CH,US,T,W,E,,32c3fa09a1,2b9921cc4b
954,305951,305951,15550797,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,CA,FR,US,T,W,E,,2877bbdebd,ec3c81bf75
559,674882,674882,16011737,2014,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,live,100.0,,FR,ID,,T,F,E,,10360e72c4,
356,134077,134077,15308140,2014,II,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,live,2.0,,CL,ES,,T,C,I,,f67bfaea49,
398,535897,535897,15840957,2014,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,2.0,,JP,EC,,T,A,I,,640f215a34,
536,105207,105207,15268518,2014,II,Cycas revoluta,,Cycadales,Cycadaceae,Cycas,leaves,5500.0,,NL,CR,,T,A,I,9109a700c8,33af2fb0ec,
648,414392,414392,15682316,2014,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,FR,CH,ZW,T,C,I,90046df69b,645e27a5cb,605cbafc23
2,589222,589222,15909449,2014,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),1.0,,JP,FR,VN,T,C,E,,7f915b3308,0c1cb7f16a
602,587783,587783,15908010,2014,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),1.0,,SA,FR,LA,T,C,E,,f12b17de4b,20b29322fc
974,776451,776451,16237881,2014,II,Gongora histrionica,,Orchidales,Orchidaceae,Gongora,live,3.0,,DE,CO,,T,A,E,,6ceeb2051f,
16,162403,162403,15342081,2014,II,Masdevallia hybrid,,Orchidales,Orchidaceae,Masdevallia,live,1.0,,DE,EC,,T,A,I,,8c32798b3a,
456,268413,268413,15513259,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,CN,IT,US,T,C,E,,8a3cee802d,
988,473836,473836,15757736,2014,II,Euphorbia lactea,,Euphorbiales,Euphorbiaceae,Euphorbia,live,4.0,,IN,TH,,,A,E,,9a87823582,
927,293613,293613,15538459,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,FR,CH,US,T,W,I,e8261e97be,72111d0db2,20f6c068b4
233,177570,177570,15363430,2014,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,8350.0,,US,TW,,T,A,I,,c6148e9613,
528,824175,824175,16397178,2014,II,Plerogyra sinuosa,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,live,3.0,,US,ID,,T,W,E,,0b8626c8f7,
191,894829,894829,16630031,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),5.0,,CN,CH,US,T,C,E,,96b0ccb8c8,bd3e582b5a
535,74036,74036,15200471,2014,II,Blastomussa merleti,Anthozoa,Scleractinia,Mussidae,Blastomussa,live,9.0,,US,AU,,T,W,I,,a415c55df8,
75,825982,825982,16399222,2014,II,Plerogyra turbida,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,live,17.0,,US,ID,,T,W,E,,5c7b8dee0f,
288,308826,308826,15553672,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,US,FR,US,T,W,E,,c511424cdb,5b888c968e
527,634616,634616,15955844,2014,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,live,12.0,,TH,ID,,T,D,I,,5586bcfa9d,
805,119437,119437,15288334,2014,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,skins,1.0,,DE,,,P,W,I,,cb185e6a2c,
4,610743,610743,15931425,2014,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),0.2,,BR,FR,LA,T,C,E,,9fcc0c4aab,afbfc3245a
495,75221,75221,15202080,2014,II,Bolborhynchus lineola,Aves,Psittaciformes,Psittacidae,Bolborhynchus,live,20.0,,CA,NL,,T,C,E,,8ab6ecb3ca,
523,288995,288995,15533841,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,FR,CH,US,T,C,I,44a4cccc6c,20fc84e35d,a7a926ae33
888,473743,473743,15757637,2014,II,Euphorbia horwoodii,,Euphorbiales,Euphorbiaceae,Euphorbia,live,1.0,,GB,TH,,,A,E,,4d95f71a05,
101,386944,386944,15652175,2014,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),16.0,,US,IT,BO,T,W,E,,058742fe8b,
827,301654,301654,15546500,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,garments,30.0,,SG,FR,US,T,W,E,,3817817e36,89dd8f0404
407,1051683,1051683,17404762,2014,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),2.0,,FR,CH,VN,T,C,E,,8eef17e7ef,535d161de1
336,125841,125841,15296759,2014,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,60.0,,US,FM,,T,F,I,,a05d378084,
150,666265,666265,15993940,2014,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),1.0,,CN,FR,MY,T,W,E,,76b4f2c3e8,7b8c3b14c3
833,486476,486476,15771134,2014,II,Hippocampus erectus,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,live,125.0,,NL,US,,T,F,E,,ebf7a661ce,
214,675846,675846,16012701,2014,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,live,205.0,,MX,ID,,T,F,E,,e124da76ab,
819,529340,529340,15834400,2014,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,1224.0,,JP,TW,,T,A,I,,200a84b088,
116,307743,307743,15552589,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,JP,FR,US,T,W,E,,7777463771,e53d7d3783
109,450962,450962,15720881,2014,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,CN,TH,,T,D,E,,b3cbf00bee,
782,901343,901343,16636545,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),20.0,,US,CH,US,T,W,E,,c978d3aaff,af1b3fa064
826,44352,44352,15165556,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,skin pieces,3.0,,RU,PT,US,T,W,E,,80a72e89d1,
478,427061,427061,15696699,2014,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),2.0,,JP,CH,ZA,T,C,I,,3609c89069,
984,832748,832748,16409435,2014,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,live,12.0,,DE,ID,,T,W,E,,37427130b0,
241,584538,584538,15904765,2014,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),1.0,,AE,FR,VN,T,C,E,,4aac5035b5,90e1c4ff21
189,720224,720224,16125236,2014,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),26.0,,CN,FR,ZW,T,C,I,be429308b2,20b35a3777,605cbafc23
232,1098899,1098899,17977398,2014,II,Tubastraea spp.,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,raw corals,24.0,,IT,AU,,T,W,E,,a3c23a4ba2,
766,735801,735801,16152303,2014,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,logs,20.32,m3,CN,PA,,T,W,I,513ca8ade1,8036db0a9b,
849,164184,164184,15344018,2014,II,Masdevallia striatella,,Orchidales,Orchidaceae,Masdevallia,live,1.0,,DE,EC,,T,A,I,,5126dbdfce,
699,719947,719947,16124959,2014,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),8.0,,CN,IT,ZW,T,C,I,bed6a3cec3,bebd77e3df,725d1aeb74
352,378293,378293,15637718,2014,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,CN,TH,CO,T,C,E,,8643d7ec54,
795,908955,908955,16667713,2014,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),20.0,,US,MX,CO,T,C,E,,3b358e5707,126f661bd1
755,104316,104316,15267416,2014,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,63.0,,IT,SG,TH,T,D,E,,085213b21c,
304,470291,470291,15753874,2014,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,skins,1.0,,CH,ZA,,P,W,E,,ef54d60280,12f81891be
737,91601,91601,15234930,2014,II,Cetacea spp.,Mammalia,Cetacea,,,meat,2.0,,US,JP,XX,P,I,I,,,
645,85229,85229,15226796,2014,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,skins,53.0,,US,CA,,T,W,I,,1e4d7aff45,
598,207489,207489,15434099,2014,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,1500.0,,SG,MY,,T,W,I,2d20cd7a1b,405ed11fa0,
756,800246,800246,16275916,2014,II,Lynx lynx,Mammalia,Carnivora,Felidae,Lynx,specimens,1.0,,CN,KR,XX,Q,O,E,,13a8b88bdf,
748,625846,625846,15946648,2014,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,500.0,,MY,IT,VN,T,C,I,5e0a07b198,4305b204dd,
322,753525,753525,16199993,2014,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,10.0,,DE,ID,,T,W,E,,a5a6885e52,
437,790963,790963,16260774,2014,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,live,5.0,,US,ID,,T,F,E,,8cb41fc20b,
680,436628,436628,15706298,2014,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),0.5,,US,FR,AU,T,R,E,,4fb33d835e,f24f85970f
148,281886,281886,15526732,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,skins,1.0,,SG,ES,US,T,W,E,,8c96654028,
81,606797,606797,15927479,2014,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),2.0,,FR,CH,LA,T,C,I,81f82c7320,3d497e25e0,718bf15d18
770,88671,88671,15231280,2014,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,live,18.0,,CH,NL,,,A,E,,,
792,74054,74054,15200489,2014,II,Blastomussa merleti,Anthozoa,Scleractinia,Mussidae,Blastomussa,live,9.0,,US,AU,,T,W,I,,30d2ab3b9e,
386,234199,234199,15468435,2014,II,Trogonoptera brookiana,Insecta,Lepidoptera,Papilionidae,Trogonoptera,bodies,30.0,,US,PE,ID,T,R,I,,77a09b09d4,
186,383160,383160,15648391,2014,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),2.0,,AE,IT,BO,T,W,E,,cc3c0c9688,
369,195339,195339,15384259,2014,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,live,5.0,,US,FJ,,T,W,I,,85cd380aff,
370,877086,877086,16492298,2014,II,Varanus rudicollis,Reptilia,Sauria,Varanidae,Varanus,live,10.0,,US,ID,,T,W,E,,650cbde43b,
387,492001,492001,15778144,2014,II,Lontra canadensis,Mammalia,Carnivora,Mustelidae,Lontra,skins,15.0,,US,CA,US,T,W,E,,8e8f7d39bf,
486,440914,440914,15710584,2014,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),7.0,,CN,FR,AU,T,R,E,,444a014782,c22b318661
106,889254,889254,16624456,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),15.0,,GB,CH,US,T,W,E,,297fb9e144,ad813359ab
309,230606,230606,15464063,2014,II,Tillandsia xerographica,,Bromeliales,Bromeliaceae,Tillandsia,live,1000.0,,NL,GT,,T,A,I,402dfe48e0,091152c641,
392,915162,915162,16786263,2014,III,Isostichopus fuscus,Holothuroidea,Aspidochirotida,Stichopodidae,Isostichopus,bodies,14250.0,,US,MX,,T,W,E,,03cfe5fc0b,
429,326061,326061,15573947,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),25.0,,US,TH,US,T,W,E,,420986c780,
839,417935,417935,15685859,2014,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,QA,FR,ZW,T,C,E,,65d6d66d41,37c6174de0
617,357496,357496,15614539,2014,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,chips,25.0,kg,CN,VN,,T,A,E,,b78f340e5e,
982,570911,570911,15891138,2014,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),45.0,,CH,IT,VN,T,C,E,,cc76a208fe,
381,845967,845967,16426735,2014,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),20.0,,KR,IT,ID,T,W,I,,fb8100bb9e,
294,811908,811908,16330456,2014,II,Naja sputatrix,Reptilia,Serpentes,Elapidae,Naja,skins,114.0,,TR,IT,ID,T,W,I,,895a16f665,
928,251796,251796,15495665,2014,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),4.0,,US,CH,ID,T,W,I,,a4be7480fb,
175,461459,461459,15743605,2014,II,Dendrobium hybrid,,Orchidales,Orchidaceae,Dendrobium,live,4000.0,,SG,TH,,,A,E,,2cdbf06247,
79,719532,719532,16124544,2014,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,3.0,,CN,SG,ZW,T,C,I,e233bda2ee,7b8ca34649,944a6cb77a
454,712777,712777,16107973,2014,II,Cattleya amethystoglossa,,Orchidales,Orchidaceae,Cattleya,live,2.0,,JP,BR,,T,A,E,,b4e2f5f583,
313,755377,755377,16202721,2014,II,Euphyllia paradivisa,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,10.0,,US,ID,,T,F,E,,43ebb84a1d,
38,900070,900070,16635272,2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,FR,CH,US,T,W,E,,6f4241a886,93018161ec
46,366264,366264,15625231,2014,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,live,10.0,,LY,ZA,,T,C,E,,c873005c85,
628,122329,122329,15292653,2014,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,20.0,,SZ,AU,,T,W,I,,9f89d0cdf3,
184,1029709,1029709,17276590,2014,II,Euphorbia ingens,,Euphorbiales,Euphorbiaceae,Euphorbia,live,9.0,,CH,NL,,T,A,I,,eb632e83f2,
636,1011792,1011792,17218745,2014,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),7.0,,CA,CH,NI,T,W,E,,2090b8274a,136d970138
724,753181,753181,16199649,2014,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,1.0,,US,ID,,T,W,E,,8ec3fc0577,
113,631234,631234,15952358,2014,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,leather products (small),2.0,,CN,IT,AR,T,W,I,ad87c30b9b,db03393cba,b2af9540fd
68,1102269,1102269,18503883,2014,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,bodies,100.0,kg,RU,AM,,T,C,E,,b9a5d0d43c,
487,821273,821273,16388863,2014,II,Physogyra lichtensteini,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,live,8.0,,CH,ID,,T,W,E,,865ca7e67b,
864,528310,528310,15833370,2014,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,2300.0,,JP,TW,,T,A,I,,637c13b5eb,
200,554232,554232,15871564,2014,I,Paphiopedilum hybrid,,Orchidales,Orchidaceae,Paphiopedilum,live,45.0,,JP,TH,,,D,E,,2fe05d8fa3,
848,1039174,1039174,17347335,2014,II,Miltonia hybrid,,Orchidales,Orchidaceae,Miltonia,live,10.0,,CH,NL,,T,A,I,,091f988d5e,
944,101825,101825,15261470,2014,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,16.0,,IT,SG,ID,T,W,E,,866d4b8faf,
541,838936,838936,16418356,2014,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,leather products (small),1.0,,TR,FR,ID,T,W,I,,e2a00a9a11,
