,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
832,48591,48591,5199980,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,trophies,1.0,,US,ZA,BW,H,,E,,11804ece30,
36,70890,70890,13495052,1982,II,Xylobium spp.,,Orchidales,Orchidaceae,Xylobium,live,1.0,,US,BR,,T,A,I,,167544a97b,
242,69412,69412,13279634,1982,II,Mormodes spp.,,Orchidales,Orchidaceae,Mormodes,live,5.0,,US,CR,,T,,I,,b96f0d71f5,
186,39921,39921,5146954,1982,II,Epigeneium amplum,,Orchidales,Orchidaceae,Epigeneium,live,1.0,,US,IN,,T,A,I,,7fe82d383a,
208,12808,12808,278471,1982,II,Fitzroya cupressoides,,Pinales,Cupressaceae,Fitzroya,timber,901.152,m,AR,CL,,,,E,,ee1f132fef,
872,66159,66159,5482824,1982,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather items,1088.0,,NL,AT,XX,,,E,,,
390,8413,8413,158713,1982,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),150.0,,US,CH,ID,T,,I,,,
310,13031,13031,286063,1982,II,Habenaria spp.,,Orchidales,Orchidaceae,Habenaria,live,1.0,,GB,TH,,,,I,,,
94,4624,4624,63864,1982,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,824.0,,US,IT,CO,T,,I,,,
982,41182,41182,5160965,1982,II,Felidae spp.,Mammalia,Carnivora,Felidae,,skins,1.0,,AU,LK,,P,,I,,,
996,23055,23055,460366,1982,II,Schomburgkia superbiens,,Orchidales,Orchidaceae,Schomburgkia,live,1.0,,CA,US,,T,A,E,,15a200f1e6,
282,32074,32074,5030834,1982,II,Barkeria lindleyana,,Orchidales,Orchidaceae,Barkeria,live,25.0,,US,GT,,T,A,I,,5a2200de91,
644,22395,22395,439279,1982,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,skins,20.0,,GB,UG,,T,,I,,,
484,70223,70223,13345681,1982,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,live,1.0,,GB,US,,T,A,E,,5c1569bc33,
633,69044,69044,13230426,1982,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,skins,121.0,,CH,US,,T,,E,,651bcce66c,
287,63886,63886,5424347,1982,II,Thelocactus bicolor,,Caryophyllales,Cactaceae,Thelocactus,live,100.0,,US,MX,,T,,I,,55425b8d69,
469,55552,55552,5294522,1982,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,1.0,,CA,US,,T,A,E,,5211c9d517,
80,7540,7540,139149,1982,II,Copiapoa hypogaea,,Caryophyllales,Cactaceae,Copiapoa,live,1.0,,TT,US,,T,A,E,,b73ec3840f,
274,22256,22256,439122,1982,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,live,21.0,,DE,GH,,T,,I,,,
706,8748,8748,159048,1982,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),3.0,,US,CH,XX,T,,I,,,
937,31408,31408,5025666,1982,II,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,live,40.0,,US,SV,,T,,I,,,
854,11841,11841,256449,1982,II,Escobaria sneedii,,Caryophyllales,Cactaceae,Escobaria,seeds,5.0,,AU,US,,T,,E,,aacccce75a,
645,62684,62684,5384949,1982,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,1.0,,CA,GB,XX,T,,E,,,
961,33473,33473,5042371,1982,II,Brassavola perrinii,,Orchidales,Orchidaceae,Brassavola,live,9.0,,US,BR,,T,A,I,,167544a97b,
18,2653,2653,34629,1982,II,Brassia maculata,,Orchidales,Orchidaceae,Brassia,live,1.0,,US,JM,,T,,I,,7d9689fdae,
581,52529,52529,5230977,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,18.0,,GB,MW,,P,,E,,3146fcb2e0,
890,44975,44975,5196364,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,5.0,,US,HK,KE,T,,I,,,
444,62969,62969,5405619,1982,II,Python spp.,Reptilia,Serpentes,Pythonidae,Python,leather products (small),15.0,,CA,XX,,,I,I,,,
615,72100,72100,13994486,1982,II,Verticordia spp.,,Myrtales,Myrtaceae,Verticordia,flowers,16.0,kg,NL,AU,,T,,E,,fdbf91dce7,
947,37818,37818,5099799,1982,II,Crocodylidae spp.,Reptilia,Crocodylia,Crocodylidae,,leather products (small),80.0,,JP,IT,,T,,I,,43bfc50885,
140,62359,62359,5384624,1982,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,61.0,,US,MX,TH,T,,I,,,
475,8833,8833,159133,1982,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skin pieces,2.0,,AT,GB,XX,T,,E,,,
687,62144,62144,5384409,1982,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,1000.0,m,US,TH,,T,,I,,2836ed4383,
696,26701,26701,495037,1982,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,leather products (small),4.0,,US,IT,NG,T,,I,,,
161,43970,43970,5195359,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,857.0,kg,HK,GB,CF,T,,I,,e19a13c531,
267,815,815,6755,1982,II,Alligatoridae spp.,Reptilia,Crocodylia,Alligatoridae,,leather products (small),26.0,,JP,IT,XX,T,,I,,3980d69545,
776,14303,14303,317876,1982,II,Lycaste macrophylla,,Orchidales,Orchidaceae,Lycaste,live,2.0,,US,PA,,T,,I,,abe152c01d,
958,42690,42690,5176192,1982,II,Laelia spp.,,Orchidales,Orchidaceae,Laelia,live,1.0,,PE,US,,T,A,E,,5211c9d517,
997,65429,65429,5461369,1982,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),1.0,,CI,FR,SD,T,,E,,,
923,25795,25795,494131,1982,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,leather products (small),2.0,,US,CA,ID,,I,I,,,
117,21836,21836,434862,1982,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),65.0,,DE,IT,SG,,,E,,,
408,45948,45948,5197337,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,,US,GB,XX,T,,I,,,
234,14165,14165,314388,1982,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,garments,231.0,,DE,AR,,T,,E,,a49953fc3d,
553,23803,23803,479737,1982,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,leather products (small),40.0,,US,CH,AR,T,,I,,,
417,51377,51377,5202820,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,6.0,,GB,TZ,,P,,I,,,
753,65809,65809,5461847,1982,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,skins,15961.0,,IT,NG,,,,I,,,
945,20086,20086,384019,1982,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,skins,1.0,,GB,KE,,P,,I,,,
863,63012,63012,5405662,1982,II,Python spp.,Reptilia,Serpentes,Pythonidae,Python,leather items,294.0,,US,ES,TH,T,,I,,,
271,2460,2460,31096,1982,II,Biermannia spp.,,Orchidales,Orchidaceae,Biermannia,live,2.0,,GB,IN,,,,I,,,
718,15234,15234,342358,1982,I,Neofelis nebulosa,Mammalia,Carnivora,Felidae,Neofelis,live,1.0,,DD,SU,,Z,,E,,,
314,34487,34487,5051240,1982,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,99.0,,JP,AT,XX,,,E,,,
656,20138,20138,384089,1982,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,skins,1.0,,MX,TZ,,H,,E,,867976bbf9,
560,44433,44433,5195822,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,trophies,1.0,,US,BW,,P,,I,,,
658,68828,68828,13230210,1982,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,skins,378.0,,US,CA,,T,,I,,,
946,38527,38527,5126193,1982,II,Cyrtorchis spp.,,Orchidales,Orchidaceae,Cyrtorchis,live,2.0,,US,KE,,T,A,I,,7d9689fdae,
532,32772,32772,5033618,1982,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,shoes,66.0,,US,ES,PY,T,,I,,,
882,66998,66998,13083503,1982,II,Cadetia spp.,,Orchidales,Orchidaceae,Cadetia,live,1.0,,CA,US,,T,A,E,,017cc2aafb,
288,65514,65514,5461454,1982,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather items,58.0,,CA,FR,NG,T,,E,,,
600,22795,22795,451192,1982,II,Rhynchostele maculata,,Orchidales,Orchidaceae,Rhynchostele,live,10.0,,BE,GT,,T,A,E,,9907edc6d1,
220,42306,42306,5172479,1982,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,trophies,1.0,,US,ZA,,P,,I,,67bf327c48,
106,52225,52225,5204346,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,58.0,,IT,TZ,,P,,E,,0630c3d93e,
487,18017,18017,354052,1982,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,flowers,640.0,kg,JP,TH,,T,,I,,,
41,53948,53948,5273820,1982,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,live,24.0,,FR,GB,IN,T,,E,,,
33,68137,68137,13225543,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,512.0,,DK,HK,XX,T,,I,,,
206,4369,4369,63609,1982,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),9.0,,US,IT,CO,T,,I,,,
763,18201,18201,354236,1982,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,flowers,315.0,kg,JP,TH,,T,,I,,,
924,6155,6155,105832,1982,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,live,18.0,,AU,US,,T,A,E,,5211c9d517,
222,50836,50836,5202279,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory scraps,81.648,kg,US,GB,ZM,T,,E,,,
666,22945,22945,454211,1982,II,Rossioglossum grande,,Orchidales,Orchidaceae,Rossioglossum,live,200.0,,US,GT,,T,A,E,,e879af9988,
56,69187,69187,13246277,1982,II,Macropidia fuliginosa,,Liliales,Haemodoraceae,Macropidia,flowers,14.0,kg,DE,AU,,T,,E,,a6757ceb97,
34,33557,33557,5043000,1982,II,Brotogeris jugularis,Aves,Psittaciformes,Psittacidae,Brotogeris,live,1.0,,US,NI,,P,,I,,,
812,25062,25062,480996,1982,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,shoes,417.0,,US,ES,PY,T,,I,,,
396,56309,56309,5297058,1982,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,1.0,,JP,US,,T,A,E,,5f12d4a960,
309,4697,4697,63937,1982,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,1.0,,US,TH,CO,,I,I,,,
650,65457,65457,5461397,1982,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),32.0,,JP,FR,XX,T,,E,,,
363,61078,61078,5380030,1982,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,live,3.0,,DE,GH,,T,,E,,,
62,42436,42436,5172609,1982,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,trophies,1.0,,US,ZA,,H,,E,,2de580e6a2,
207,38547,38547,5127445,1982,II,Dendrobium aphyllum,,Orchidales,Orchidaceae,Dendrobium,live,2.0,,US,IN,,T,A,I,,5f4ed9aa41,
730,38347,38347,5123394,1982,II,Cymbidium devonianum,,Orchidales,Orchidaceae,Cymbidium,live,1.0,,DK,IN,,,A,I,,,
211,10158,10158,232310,1982,II,Diaphananthe millarii,,Orchidales,Orchidaceae,Diaphananthe,live,1.0,,US,ZA,,T,,I,,893e4bf239,
40,50855,50855,5202298,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory scraps,125.0,kg,DE,GB,XX,T,,E,,,
830,40631,40631,5153422,1982,II,Euphorbia decaryi,,Euphorbiales,Euphorbiaceae,Euphorbia,live,1.0,,DE,US,,T,A,E,,7c04b5fb21,
751,10769,10769,242414,1982,II,Encyclia candollei,,Orchidales,Orchidaceae,Encyclia,live,1.0,,US,HN,,T,A,I,,7d9689fdae,
353,26681,26681,495017,1982,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,leather products (small),44.0,,US,IT,NG,T,,I,,,
35,27623,27623,495959,1982,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,live,5.0,,US,TH,,T,,I,,,
114,59939,59939,5339386,1982,II,Psittaciformes spp.,Aves,Psittaciformes,,,live,1778.0,,JP,TW,,T,,I,,,
887,14995,14995,331709,1982,II,Miltonioides leucomelas,,Orchidales,Orchidaceae,Miltonioides,live,20.0,,US,HN,,T,A,I,,7d9689fdae,
200,1185,1185,13071,1982,II,Amazona ventralis,Aves,Psittaciformes,Psittacidae,Amazona,live,2.0,,US,DO,,,I,I,,,
788,32595,32595,5033441,1982,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,leather products (small),43.0,,US,ES,PY,T,,I,,,
721,18992,18992,355027,1982,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,flowers,57120.0,,JP,TH,,T,,I,,,
836,61286,61286,5383551,1982,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,51.0,,ZA,FR,ID,T,,E,,,
16,22022,22022,438399,1982,II,Python molurus,Reptilia,Serpentes,Pythonidae,Python,live,10.0,,US,TH,,T,,I,,42cbf1aca2,
914,38054,38054,5121388,1982,II,Cycadaceae spp.,,Cycadales,Cycadaceae,,live,10000.0,,KR,JP,,T,A,E,,980b66862f,
686,65117,65117,5456597,1982,II,Varanus exanthematicus,Reptilia,Sauria,Varanidae,Varanus,live,10.0,,US,TG,,T,,E,,c687c612a4,
614,34555,34555,5051308,1982,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1207.0,,US,CA,,,,E,,,
49,59447,59447,5335970,1982,II,Pleurothallis spp.,,Orchidales,Orchidaceae,Pleurothallis,live,1.0,,PR,VE,,S,A,E,,c2337a4b51,
695,63583,63583,5419959,1982,II,Stanhopea ecornuta,,Orchidales,Orchidaceae,Stanhopea,live,20.0,,US,GT,,T,A,E,,3aa7d1dc1c,
448,18808,18808,354843,1982,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,flowers,32160.0,,JP,TH,,T,,I,,,
561,6927,6927,123856,1982,II,Chamaeleo senegalensis,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,live,24.0,,GB,TG,,T,,I,,,
104,35666,35666,5084151,1982,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,live,28.0,,US,BO,,T,,I,,b0a5c489b9,
307,68345,68345,13229688,1982,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,skins,50.0,,IT,DE,CA,T,,E,,,
74,50659,50659,5202102,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,2.0,,AE,GB,XX,T,,E,,,
188,10882,10882,244591,1982,II,Encyclia prismatocarpa,,Orchidales,Orchidaceae,Encyclia,live,10.0,,US,PA,,T,,I,,7d9689fdae,
859,36475,36475,5091232,1982,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,live,30.0,,US,SO,,T,,I,,,
717,67500,67500,13152297,1982,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,live,1.0,,US,BR,,T,A,I,,05132b3e4b,
940,70129,70129,13333851,1982,II,Otochilus spp.,,Orchidales,Orchidaceae,Otochilus,live,3.0,,US,IN,,T,A,I,,25058a7a86,
366,20507,20507,400221,1982,II,Papio hamadryas,Mammalia,Primates,Cercopithecidae,Papio,live,30.0,,FR,GB,ET,T,,E,,,
917,19078,19078,372566,1982,II,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,trophies,1.0,,US,TZ,,P,,I,,,
127,10294,10294,234868,1982,II,Echinocereus fendleri,,Caryophyllales,Cactaceae,Echinocereus,live,3.0,,ZC,US,,T,A,E,,aacccce75a,
386,69686,69686,13296782,1982,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,2.0,,US,BR,,T,A,I,,cbd6c9baaa,
602,66178,66178,5482843,1982,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,skins,1100.0,,HK,JP,XX,T,,I,,c816da424d,
451,7643,7643,141140,1982,II,Crocodylia spp.,Reptilia,Crocodylia,,,leather products (small),2284.0,,US,UY,XX,T,,E,,,
833,5772,5772,94676,1982,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,live,6.0,,SG,GB,,T,C,E,,,
983,9200,9200,183104,1982,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,GB,SG,PG,P,,I,,,
369,10629,10629,240520,1982,I,Encephalartos ghellinckii,,Cycadales,Zamiaceae,Encephalartos,live,1.0,,FR,ZA,,P,A,E,,bfdb121102,
816,56516,56516,5297265,1982,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,10.0,shipments,JP,US,,T,A,E,,3bf1053451,
457,65433,65433,5461373,1982,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),2.0,,JP,FR,CM,T,,E,,,
6,37994,37994,5120951,1982,II,Cyatheaceae spp.,,Cyatheales,Cyatheaceae,,unspecified,4700.0,,JP,TW,,T,,I,,,
943,36909,36909,5095589,1982,II,Copiapoa taltalensis,,Caryophyllales,Cactaceae,Copiapoa,live,1.0,,AT,US,,T,A,E,,2427d39806,
865,27568,27568,495904,1982,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,leather products (small),930.0,,US,CH,TD,T,,I,,,
821,52068,52068,5204189,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ears,8.0,,FR,TZ,,H,,E,,644e6d5564,
507,55832,55832,5296581,1982,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,1.0,,US,BR,,T,A,I,,dc8ea33949,
218,2126,2126,25679,1982,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,garments,5.0,,AT,DK,,T,,E,,b3bc90e558,
960,38864,38864,5135996,1982,I,Disocactus macdougallii,,Caryophyllales,Cactaceae,Disocactus,live,2.0,,DE,US,,T,A,E,,d6252fd5b0,
243,59074,59074,5328704,1982,II,Phalaenopsis spp.,,Orchidales,Orchidaceae,Phalaenopsis,live,6.0,shipments,TH,US,,T,A,E,,3dcfadcf90,
885,45812,45812,5197201,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,unspecified,16.33,kg,US,IN,TZ,T,,I,,,
598,45349,45349,5196738,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,unspecified,1.0,shipments,US,HK,KE,T,,I,,,
770,35612,35612,5083302,1982,II,Cattleya violacea,,Orchidales,Orchidaceae,Cattleya,live,2.0,,US,BR,,T,A,I,,df68545b7a,
352,54574,54574,5281427,1982,II,Mammillaria tayloriorum,,Caryophyllales,Cactaceae,Mammillaria,live,1.0,,JP,US,,T,A,E,,5c1569bc33,
144,18783,18783,354818,1982,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,flowers,26700.0,,JP,TH,,T,,I,,,
610,22730,22730,450720,1982,II,Rhyncholaelia glauca,,Orchidales,Orchidaceae,Rhyncholaelia,live,1.0,,US,BS,,T,,I,,0e925ab803,
365,17631,17631,353666,1982,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,flowers,2514.0,,JP,SG,,T,,I,,,
171,17757,17757,353792,1982,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,flowers,4450.0,,JP,SG,,T,,I,,,
332,60140,60140,5339587,1982,II,Psittaciformes spp.,Aves,Psittaciformes,,,live,50.0,,JP,LR,,T,,I,,,
840,3085,3085,44053,1982,II,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,live,2.0,,CA,SE,SG,T,,E,,61555df5de,
197,31665,31665,5027501,1982,II,Aratinga wagleri,Aves,Psittaciformes,Psittacidae,Aratinga,live,4000.0,,US,PE,,T,,I,,81dd23d09b,
216,50101,50101,5201544,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,140.0,,JP,CN,,T,,I,,664fcaf085,
936,48660,48660,5200049,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,4.0,,US,ZA,,T,,E,,d7679de96f,
692,50225,50225,5201668,1982,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,leather products (small),4.0,,JP,FR,,T,,I,,105e8ac5ab,
269,4414,4414,63654,1982,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,shoes,23.0,,US,IT,CO,T,,I,,,
179,2728,2728,35677,1982,II,Brotogeris pyrrhoptera,Aves,Psittaciformes,Psittacidae,Brotogeris,live,5.0,,CA,US,EC,T,,E,,78597d8ac2,
252,14665,14665,324048,1982,II,Mammillaria lenta,,Caryophyllales,Cactaceae,Mammillaria,live,75.0,,GB,US,MX,T,,E,,f4a0ea488f,
