,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
759,666957,666957,17009043,2015,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,live,20.0,,US,ID,,T,F,E,,ad88be87b5,
793,200442,200442,16485744,2015,II,Vanda alpina,,Orchidales,Orchidaceae,Vanda,live,28.0,,CH,NL,,,A,E,,1eef8dc2da,
887,128956,128956,16305163,2015,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,live,4.0,,NO,NL,,,A,E,,4655ab8e9f,
4,851040,851040,17297610,2015,II,Fungia spp.,Anthozoa,Scleractinia,Fungiidae,Fungia,live,30.0,,US,ID,,T,F,E,,449d6b7c2c,
637,182647,182647,16420098,2015,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,live,1.0,,CH,DE,,T,C,E,,ba5a4366ee,
823,374815,374815,16700254,2015,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,garments,1.0,,RS,IT,ZA,T,C,E,,193239dd03,
625,761776,761776,17177525,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,CH,KR,US,T,W,I,21fdfdd476,03feeade6b,
358,1160855,1160855,17888887,2015,II,Phalaenopsis hybrid,,Orchidales,Orchidaceae,Phalaenopsis,live,20000.0,,NL,CN,,T,A,E,,af622ddbc1,
570,449364,449364,16777944,2015,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,live,5.0,,FR,ID,,T,F,I,a13527a6b6,ed6ec56598,
118,341373,341373,16662923,2015,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),20.0,,AE,IT,CO,T,C,E,,1d3bea7cfe,
226,403304,403304,16730888,2015,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),0.333333333,,CN,FR,AU,T,C,E,,e5914f9d70,accdbab23b
264,468530,468530,16797585,2015,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,specimens,75.0,ml,SG,JP,KH,S,F,I,81212e8e86,75ecfdab21,
856,736753,736753,17152502,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),5.0,,TR,CH,US,T,W,E,,1456e53937,270b9eea2e
786,1147316,1147316,17865769,2015,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,360.0,,JP,TW,,T,A,I,,53bc343368,
687,147670,147670,16339104,2015,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,50.0,,RS,NL,,,A,E,,744fa62702,
380,1019928,1019928,17524249,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),3.0,,HK,JP,US,T,W,E,,bc0296b0ea,
580,355115,355115,16679373,2015,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,US,IT,BO,T,W,E,,b6aa3589ac,
127,970684,970684,17456238,2015,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,skin pieces,2000.0,,US,AR,,T,W,E,,88cdf316ca,
121,395243,395243,16720938,2015,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),6.0,,US,IT,ZW,T,C,I,,2fc68c4018,
607,1176078,1176078,17925227,2015,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),12.0,,CN,FR,ID,T,W,I,b3a4ee7fc4,5b9fc93c0b,71265db1dd
474,688397,688397,17104146,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),87.0,,DE,CH,US,T,W,E,,495d9c9dd4,ad24bf3d54
509,625333,625333,16962944,2015,II,Tursiops truncatus,Mammalia,Cetacea,Delphinidae,Tursiops,specimens,1.0,,TN,FR,FR,E,W,E,,d36d63742b,
762,88512,88512,16182825,2015,II,Espostoa lanata,,Caryophyllales,Cactaceae,Espostoa,live,6.0,,UA,NL,,,A,E,,b076c1ceed,
252,1026458,1026458,17530779,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,CN,FR,US,T,W,I,e430308374,5ab1bc1c18,7eda6e6f07
925,674262,674262,17090011,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,AE,CH,US,T,C,E,,85c8894991,83abdf623f
499,1117759,1117759,17764110,2015,II,Euphorbia platyclada,,Euphorbiales,Euphorbiaceae,Euphorbia,live,6.0,,JP,TH,,T,A,I,,644e12b51b,
575,1281607,1281607,20084419,2015,II,Dryadella simula,,Orchidales,Orchidaceae,Dryadella,live,1.0,,DE,EC,,T,A,E,,6c684c27d2,
373,471742,471742,16800947,2015,II,Merulina ampliata,Anthozoa,Scleractinia,Merulinidae,Merulina,live,5.0,,US,ID,,T,F,I,,c62af20af0,
514,1212107,1212107,18227366,2015,III,Fraxinus mandshurica,,Lamiales,Oleaceae,Fraxinus,sawn wood,49.0,m3,CN,RU,,T,W,E,,0a041a4160,
633,255790,255790,16549943,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,FR,CH,US,T,W,I,f3e08dc61a,1582c6f755,77aaba5617
640,933616,933616,17398894,2015,II,Polyphyllia talpina,Anthozoa,Scleractinia,Fungiidae,Polyphyllia,live,5.0,,DE,ID,,T,W,E,,6d17831dea,
753,158461,158461,16366549,2015,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,live,10.0,,AL,NL,,,A,E,,ae8e4ce9b8,
128,834152,834152,17279695,2015,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,10.0,,CA,ID,,T,F,E,,04a368df95,
435,1112103,1112103,17748547,2015,I,Encephalartos cycadifolius,,Cycadales,Zamiaceae,Encephalartos,live,2.0,,JP,ZA,,T,D,I,,eceec31206,
496,1151703,1151703,17870156,2015,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,2.0,,JP,EC,,T,A,I,,2b2f89db5b,
696,1010815,1010815,17515136,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),23.0,,JP,CH,US,T,W,I,,c8976eb8f7,
324,1286760,1286760,20115407,2015,II,Masdevallia fuchsii,,Orchidales,Orchidaceae,Masdevallia,live,1.0,,DE,EC,,T,A,E,,151636ace9,
160,379845,379845,16705284,2015,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),9.0,,HK,IT,ZM,T,R,E,,5781fddbba,
80,495701,495701,16825596,2015,II,Phalaenopsis hybrid,,Orchidales,Orchidaceae,Phalaenopsis,live,10.0,,NO,NL,,,A,E,,df176c271f,
287,1036998,1036998,17541319,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,CN,TH,US,T,W,E,,6ba4d19c5d,
18,148328,148328,16339762,2015,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,10.0,,NO,NL,,,A,E,,23672f2bf0,
169,408318,408318,16735902,2015,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),0.333333333,,US,FR,AU,T,C,E,,ce2b2e7ac1,9bbc27213b
804,556457,556457,16887891,2015,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skin pieces,12.0,,CN,IT,VN,T,C,E,,52b4bcb3e2,
683,693799,693799,17109548,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),5.0,,AU,CH,US,T,W,E,,d82d3dc0fa,469cc71dae
824,897533,897533,17351733,2015,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,live,15.0,,US,ID,,T,F,E,,495b9ccaab,
26,582355,582355,16915128,2015,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),8.0,,EG,FR,VN,T,C,E,,89b4b76ab5,c193266727
277,1158482,1158482,17879715,2015,II,Papio ursinus,Mammalia,Primates,Cercopithecidae,Papio,trophies,1.0,,DE,,,H,W,E,,7ffdaf286b,
671,903654,903654,17363028,2015,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,40.0,,CH,NL,,T,A,I,702f79567f,,
576,658562,658562,16998268,2015,II,Acanthastrea spp.,Anthozoa,Scleractinia,Mussidae,Acanthastrea,live,10.0,,GB,ID,,T,F,E,,db733f5d44,
971,316281,316281,16610434,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),3.0,,AU,SG,US,T,W,E,,397a799d73,
396,233963,233963,16527192,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,IL,IT,US,P,C,E,,ab70c2ba93,
616,379512,379512,16704951,2015,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),2.0,,CN,IT,ZW,T,R,E,,52fc79775d,
814,417580,417580,16745595,2015,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,specimens,1.0,,US,GY,,S,W,I,,0e8273cea3,
752,854600,854600,17301343,2015,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,live,10.0,,US,ID,,T,W,E,,7cc588f9e3,
774,430724,430724,16759122,2015,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,10.0,,US,ID,,T,W,I,,2e2a6442d0,
101,25661,25661,16060129,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,AT,CH,US,T,W,I,,f56ec2da66,
844,9807,9807,16044275,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,trophies,1.0,,DK,US,,H,W,I,,ab5f9e6425,
461,1007617,1007617,17506871,2015,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,extract,500.0,,PH,KR,,T,C,E,,1285277d7e,
565,319098,319098,16613251,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),10.0,,MY,SG,US,T,W,E,,b352900379,
907,807951,807951,17245962,2015,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),2.0,,FR,CH,ZW,T,C,E,,40502f6d13,b1b4047466
306,446685,446685,16775145,2015,II,Furcifer lateralis,Reptilia,Sauria,Chamaeleonidae,Furcifer,live,12.0,,US,MG,,T,W,I,,6a6e9278e5,
483,155559,155559,16363458,2015,II,Parodia erinacea,,Caryophyllales,Cactaceae,Parodia,live,60.0,,BA,NL,,,A,E,,0c629fe56f,
964,462477,462477,16791331,2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,,FR,CH,XX,Q,O,I,088c3f0bd0,cf57aec77e,
852,593998,593998,16926771,2015,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),35.0,,US,IT,LA,T,C,I,,4c20b212c2,
589,827796,827796,17268944,2015,II,Echinopora spp.,Anthozoa,Scleractinia,Faviidae,Echinopora,live,15.0,,CN,ID,,T,F,E,,ccc163e624,
154,570210,570210,16901644,2015,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),2.0,,US,IT,ID,T,W,E,,128c842263,
840,678426,678426,17094175,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,FR,CH,US,T,C,E,,f1de8638b6,39cb98296e
494,946660,946660,17418706,2015,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,leather products (small),10.0,,FR,CH,ID,T,W,E,,b5d95caaca,5336481d5e
969,1136470,1136470,17837932,2015,II,Mauremys japonica,Reptilia,Testudines,Geoemydidae,Mauremys,live,300.0,,HK,JP,,T,W,E,,34ad3a4f80,
453,836678,836678,17282221,2015,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,4.0,,US,ID,,T,W,E,,793561613c,
408,37469,37469,16072127,2015,II,Aloe hybrid,,Liliales,Liliaceae,Aloe,live,4.0,,LB,NL,,,A,E,,8c22be49bf,
368,17393,17393,16051861,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,CN,DE,US,T,W,E,,c7e4123215,
288,120493,120493,16296594,2015,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,live,8.0,,CH,NL,,,A,E,,cdd7fdc72f,
983,725498,725498,17141247,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,FR,CH,US,T,W,E,,dd17a506d5,6fcdabc93f
103,278207,278207,16572360,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,SG,FR,US,T,W,E,,a2684edffc,386595eac6
541,1152057,1152057,17870510,2015,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,1.0,,JP,CA,,P,A,I,,677de645df,
310,239716,239716,16532945,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,CN,IT,US,P,W,E,,750afa703a,
46,1089649,1089649,17697289,2015,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,7.0,,JP,FR,AU,T,C,I,,6d7a703024,
892,570791,570791,16902225,2015,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),12.0,,US,IT,ID,T,W,E,,9e80378e17,
113,732174,732174,17147923,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,FR,CH,US,T,W,E,,439a57d7c9,18504ef391
430,174296,174296,16387460,2015,I,Phragmipedium schlimii,,Orchidales,Orchidaceae,Phragmipedium,live,3.0,,DE,EC,,T,D,I,,b8446370ed,
344,1214585,1214585,18414530,2015,III,Quercus mongolica,,Fagales,Fagaceae,Quercus,logs,125.0,m3,CN,RU,,T,W,E,,f03c711b8d,
219,108736,108736,16244625,2015,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,live,30.0,,DE,ID,,T,W,I,,1fda70275b,
755,969600,969600,17454964,2015,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,leather products (small),12.0,,RU,CH,AR,T,W,E,,faab2bc238,6e83be86e9
801,125187,125187,16301353,2015,II,Mammillaria hahniana,,Caryophyllales,Cactaceae,Mammillaria,live,63.0,,RS,NL,,,A,E,,cba5efaa35,
894,28996,28996,16063464,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,HK,AT,US,T,W,E,,479b4bc6e2,
946,173148,173148,16385715,2015,II,Phalaenopsis hybrid,,Orchidales,Orchidaceae,Phalaenopsis,live,100.0,,MD,NL,,,A,E,,aa1f7c8e62,
321,1066020,1066020,17635327,2015,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,CN,IT,VE,T,W,I,9f40023a34,b34deb77b2,7c9ba27f91
361,1180686,1180686,17947133,2015,III,Quercus mongolica,,Fagales,Fagaceae,Quercus,sawn wood,70.0,m3,VN,CN,RU,T,W,E,,388f608661,bdf78ee44c
766,1227628,1227628,18896409,2015,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,live,50.0,,IL,BE,,,,I,,3b91c2717e,
327,166841,166841,16379408,2015,II,Phalaenopsis hybrid,,Orchidales,Orchidaceae,Phalaenopsis,live,21.0,,CH,NL,,,A,E,,6d410b9ad3,
697,927293,927293,17392099,2015,II,Platystele spp.,,Orchidales,Orchidaceae,Platystele,live,1.0,,DE,CO,,T,A,E,,36c4be3001,
7,604648,604648,16940602,2015,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,leather products (small),40.0,,US,MX,AR,T,W,E,,a5c9c7b393,f97a2dd1c5
885,1074679,1074679,17659195,2015,II,Cattleya trianaei,,Orchidales,Orchidaceae,Cattleya,live,3.0,,KR,XX,JP,T,A,I,,,
29,1219084,1219084,18419029,2015,III,Quercus mongolica,,Fagales,Fagaceae,Quercus,sawn wood,48.0,m3,CN,RU,,T,W,E,,8522497054,
682,697157,697157,17112906,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),1.0,,CA,CH,US,T,W,E,,06496a43f1,99c143aad7
95,581287,581287,16914060,2015,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),1.0,,AE,FR,VN,T,C,E,,610e37ffd7,04560b21d9
74,1116191,1116191,17758864,2015,II,Euphorbia antisyphilitica,,Euphorbiales,Euphorbiaceae,Euphorbia,wax,6.476,kg,ID,JP,MX,T,W,E,,e6148dc69f,
729,101567,101567,16215839,2015,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,live,1.0,,AE,GB,,T,D,E,,e72b16ede6,
360,914901,914901,17375208,2015,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,0.04,kg,US,CA,,P,A,E,,4e43607dcb,
482,1008117,1008117,17510572,2015,II,Acropora palifera,Anthozoa,Scleractinia,Acroporidae,Acropora,carvings,1.0,,CN,SB,,T,W,I,72a4451d61,2258e65816,
915,108629,108629,16244518,2015,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,live,20.0,,DE,ID,,T,F,I,,f9354f4240,
407,474847,474847,16804062,2015,II,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,live,2.0,,CL,US,ID,T,C,I,,7356819c51,
731,502428,502428,16832323,2015,II,Phalaenopsis hybrid,,Orchidales,Orchidaceae,Phalaenopsis,live,120.0,,SR,NL,,,A,E,,c04d04e061,
97,1031497,1031497,17535818,2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),750.0,,CH,TH,US,T,W,E,,2a7e7a7872,
