,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
720,4794,4794,4794,1522962,2002.0,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,live,40.0,,MY,ZA,,T,C,E,,37f5dff94e,
139,493621,493621,493621,13058923,2002.0,II,Bifrenaria atropurpurea,,Orchidales,Orchidaceae,Bifrenaria,live,1.0,,ES,AU,,T,A,I,,ce75db9bf6,
699,63167,63167,63167,1745170,2002.0,II,Herpolitha limax,Anthozoa,Scleractinia,Fungiidae,Herpolitha,raw corals,2.0,,FR,NC,,P,W,E,,6b248a1469,
73,309013,309013,309013,8183365,2002.0,II,Epicrates angulifer,Reptilia,Serpentes,Boidae,Epicrates,live,9.0,,US,CA,,T,C,E,,6044f482c5,
79,217196,217196,217196,2713665,2002.0,II,Favites spp.,Anthozoa,Scleractinia,Faviidae,Favites,live,2.0,,US,FJ,,T,W,E,,93583bf02e,
61,185125,185125,185125,2317220,2002.0,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,1.1340000000000001,kg,XX,CA,,P,A,E,,43aa20ff44,
702,325118,325118,325118,8216796,2002.0,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,live,10.0,,US,ID,,T,W,I,,2e1b20add2,
325,48687,48687,48687,1682294,2002.0,II,Epigeneium spp.,,Orchidales,Orchidaceae,Epigeneium,live,100.0,,DE,VN,,T,W,I,3ebf2758e7,2405e5d0a1,
909,144937,144937,144937,2111095,2002.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),6.0,,JP,SG,ZM,T,R,I,,34c3191556,
448,279597,279597,279597,8123516,2002.0,II,Bletilla striata,,Orchidales,Orchidaceae,Bletilla,roots,35000.0,,KR,CN,,T,A,E,,4b63c3be82,
438,485065,485065,485065,8889965,2002.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skin pieces,3.0,,JP,FR,MY,T,W,I,,e142653553,
75,99334,99334,99334,1877837,2002.0,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,live,10.0,,US,ID,,T,W,I,,216f00d3d1,
296,33087,33087,33087,1628627,2002.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,US,FR,ZW,P,C,I,,434b32b15e,
790,373023,373023,373023,8313902,2002.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,6.0,,CA,US,,T,A,E,,54316e531a,
348,215440,215440,215440,2490604,2002.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,DE,RO,,H,W,E,,fd3a9b5de0,
280,522479,522479,522479,16125753,2002.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,JP,FR,ZW,P,R,E,,9abf313c33,b06a67e594
241,25735,25735,25735,1600106,2002.0,II,Cereus spp.,,Caryophyllales,Cactaceae,Cereus,live,25000.0,,NL,CN,,T,A,E,,3ffd196e66,
364,521181,521181,521181,16095864,2002.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,skin pieces,400.0,,MU,FR,CO,T,C,E,,d9a3924d82,9f613b30a4
100,341402,341402,341402,8247397,2002.0,II,Leptailurus serval,Mammalia,Carnivora,Felidae,Leptailurus,live,1.0,,JO,CZ,,T,C,E,,2bfab04ebb,
388,323546,323546,323546,8213152,2002.0,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,live,10.0,,US,ID,,T,W,E,,00ce1d6744,
639,214995,214995,214995,2486331,2002.0,II,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,live,32.0,,US,ID,,T,W,E,,5d4114ed21,
