,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
34,143769,143769,5487704,1985.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),927.0,,FR,JP,ID,T,,E,,6946c4a1c6,
263,102170,102170,5334704,1985.0,II,Pleione maculata,,Orchidales,Orchidaceae,Pleione,live,100.0,,US,IN,,T,A,I,,10e8d4e640,
232,83398,83398,5248016,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,4.0,,GB,ZA,,P,,E,,cfc849238c,
860,75295,75295,5237567,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,3000.0,,JP,HK,XX,T,,I,,7d62b1a132,
844,81180,81180,5245798,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,2630.0,,US,HK,CF,T,,I,,29f4031ca0,
810,95900,95900,5302497,1985.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,454.0,,TW,US,,T,A,E,,e381e53b69,
928,55848,55848,5070132,1985.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),10.0,,NO,FR,PY,,,E,,d2bb97e22e,
399,121116,121116,5395601,1985.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,live,25.0,,IT,TH,,,,E,,,
606,104580,104580,5347305,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,1.0,,US,PH,,T,,I,,bcd8ab7f89,
953,147732,147732,5493113,1985.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,shoes,12.0,,US,IT,ID,,,E,,f08ab2da3a,
145,108934,108934,5351659,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather items,2062.0,,US,HK,CN,T,,I,,80aae0fc43,
981,116962,116962,5375337,1985.0,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,skins,447.0,,JP,TH,,,,E,,,
7,99713,99713,5319075,1985.0,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,trophies,2.0,,XX,CF,,H,,E,,c687c612a4,
55,125162,125162,5399846,1985.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,80.0,,CA,IT,SG,,,E,,6cd99e17ad,
753,12307,12307,122342,1985.0,II,Ceropegia woodii,,Gentianales,Asclepiadaceae,Ceropegia,live,100.0,,BM,NL,,,A,E,,,
357,44774,44774,5023820,1985.0,II,Antipatharia spp.,Anthozoa,Antipatharia,,,carvings,1.0,,US,MX,,,,I,,,
28,110216,110216,5352941,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,276.0,,US,IT,ID,T,,I,,,
157,71807,71807,5234064,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,,MX,ZW,,,,E,,4b8dd5afae,
351,65222,65222,5149112,1985.0,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,skins,1.0,,US,ZA,,T,,E,,ce14d15a5f,
955,97705,97705,5304302,1985.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,25.0,,US,JM,,T,A,I,,e85fb541b7,
432,128900,128900,5420197,1985.0,II,Stanhopea oculata,,Orchidales,Orchidaceae,Stanhopea,live,10.0,,NL,GT,,T,,E,,bc42a1c782,
264,8106,8106,80394,1985.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,US,ZA,CO,P,,E,,f4b81df684,
552,47430,47430,5039343,1985.0,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,live,2.0,,DE,GY,,T,,I,,6fc5078094,
823,32464,32464,401348,1985.0,II,Papio ursinus,Mammalia,Primates,Cercopithecidae,Papio,trophies,2.0,,US,ZW,,,,E,,7d6739f099,
941,39715,39715,5000937,1985.0,II,Accipiter fasciatus,Aves,Falconiformes,Accipitridae,Accipiter,specimens,2.0,,US,AU,,S,,I,,7781cd0721,
680,135331,135331,5447204,1985.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,shoes,12.0,,US,IT,AR,,,E,,09d0ff3a3d,
444,118143,118143,5376518,1985.0,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,shoes,94.0,,US,IT,TH,T,,I,,69dde4295d,
931,62313,62313,5126574,1985.0,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,shoes,3.0,,US,IT,ID,,,E,,2c636acc0c,
673,113380,113380,5356205,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),24.0,,US,IT,NP,,,E,,f88b302731,
92,104873,104873,5347598,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),29.0,,US,IT,CN,T,,I,,7e1d788ff5,
152,152871,152871,13178728,1985.0,II,Felis bengalensis,Mammalia,Carnivora,Felidae,Felis,skins,2000.0,,DE,CN,,T,,I,,2a8ca954b4,
245,21775,21775,245812,1985.0,II,Enicognathus leptorhynchus,Aves,Psittaciformes,Psittacidae,Enicognathus,live,25.0,,BE,CL,,T,,I,,23e39de5ac,
535,50032,50032,5060616,1985.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1050.0,,FR,JP,BO,T,,E,,6946c4a1c6,
129,4359,4359,47854,1985.0,II,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,live,29.0,,SE,SG,,T,,I,,,
430,116468,116468,5359293,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),36.0,,CH,DE,IN,T,,E,,ce5bac7a2a,
587,48265,48265,5043031,1985.0,II,Brotogeris jugularis,Aves,Psittaciformes,Psittacidae,Brotogeris,live,122.0,,US,SV,,T,,I,,f409148680,
401,11677,11677,113409,1985.0,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,leather items,610.0,,US,TW,TH,T,,I,,686cca6684,
870,60432,60432,5093291,1985.0,II,Cleisostoma appendiculatum,,Orchidales,Orchidaceae,Cleisostoma,live,5.0,,NZ,IN,,T,A,E,,,
436,64439,64439,5145729,1985.0,II,Eos rubra,Aves,Psittaciformes,Loriidae,Eos,live,30.0,,JP,ID,,T,,I,,ac24d95f0b,
116,64276,64276,5144249,1985.0,II,Encyclia widgrenii,,Orchidales,Orchidaceae,Encyclia,live,2.0,,US,BR,,T,,I,,9ec6ff501e,
285,96381,96381,5302978,1985.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,44.0,,CA,US,,T,A,E,,3b2bcaf72c,
354,79531,79531,5244149,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,trophies,1.0,,US,ZW,,,,I,,826b8f1198,
290,115366,115366,5358191,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather products (small),10.0,,US,IT,PK,,,E,,28b4070c80,
804,91123,91123,5271422,1985.0,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,skins,200.0,,IT,US,,T,,E,,fc88056b88,
492,146147,146147,5491058,1985.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,live,12.0,,US,TH,,T,,I,,4b47b70868,
304,11271,11271,113003,1985.0,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,shoes,564.0,,US,ES,ID,T,,I,,cf92c031f6,
797,148818,148818,5494199,1985.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),880.0,,US,DE,ID,T,,E,,d3fec23815,
164,53058,53058,5067342,1985.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,shoes,48.0,,US,IT,CO,,,E,,688cccbc68,
506,18541,18541,195122,1985.0,II,Cyclamen hederifolium,,Primulales,Primulaceae,Cyclamen,live,2000.0,,GB,NL,TR,,,I,,f3d1557111,
219,143728,143728,5487663,1985.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,skins,10000.0,,CA,JP,ID,T,,E,,e6a681feae,
16,73536,73536,5235793,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,1.0,,ZA,BW,,P,,E,,d98551769e,
332,18825,18825,206646,1985.0,II,Cyclopsitta gulielmitertii,Aves,Psittaciformes,Psittacidae,Cyclopsitta,live,5.0,,US,ID,,T,,I,,46c393c9f0,
181,33847,33847,417765,1985.0,II,Platycercus elegans,Aves,Psittaciformes,Psittacidae,Platycercus,live,14.0,,US,SE,,T,C,I,,1b294b48b6,
761,138374,138374,5474308,1985.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),500.0,,US,IT,NG,T,,I,,a5ade5ef6d,
958,18690,18690,196158,1985.0,II,Cyclamen spp.,,Primulales,Primulaceae,Cyclamen,live,300.0,,US,CA,,T,,I,,0494ea0b7a,
207,95008,95008,5295497,1985.0,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,3.0,,US,FR,,T,A,I,,562bebb7b2,
172,116281,116281,5359106,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,skins,8.0,,CA,FR,IN,,,E,,54b393545e,
617,19391,19391,213764,1985.0,II,Dendrobium chrysotoxum,,Orchidales,Orchidaceae,Dendrobium,live,10.0,,US,IN,,T,A,I,,d391dcaa71,
282,154419,154419,13235988,1985.0,I,Lynx rufus escuinapae,Mammalia,Carnivora,Felidae,Lynx,skins,1.0,,US,MX,,,I,I,,,
618,157844,157844,13465633,1985.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,live,41.0,,GB,GY,,T,,I,,,
671,107386,107386,5350111,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather items,44.0,,US,IT,ID,T,,I,,2870f46a40,
595,129014,129014,5420766,1985.0,II,Stenocactus ochoterenanus,,Caryophyllales,Cactaceae,Stenocactus,live,1.0,,DE,US,,T,A,E,,94ab81a01c,
302,22613,22613,255067,1985.0,II,Eriosyce islayensis,,Caryophyllales,Cactaceae,Eriosyce,live,3.0,,ES,US,,T,A,E,,94ab81a01c,
765,118722,118722,5377216,1985.0,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,shoes,42.0,,US,IT,TH,,,E,,71dc72915b,
541,157652,157652,13464973,1985.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,leather products (small),78.0,,SE,CH,PY,,,E,,,
114,33596,33596,415456,1985.0,II,Pionus maximiliani,Aves,Psittaciformes,Psittacidae,Pionus,live,500.0,,US,AR,,T,,E,,9480637a33,
363,105856,105856,5348581,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,leather items,30.0,,US,PH,,T,,I,,,
598,16058,16058,166055,1985.0,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),8.0,,JP,IT,PG,,,E,,5768a9a002,
660,68721,68721,5175376,1985.0,II,Laelia pfisteri,,Orchidales,Orchidaceae,Laelia,live,25.0,,US,BR,,T,A,I,,5b3afae15d,
310,108041,108041,5350766,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,12.0,,US,IT,ID,T,,I,,79b23e1a99,
307,19529,19529,216307,1985.0,II,Dendrobium fimbriatum,,Orchidales,Orchidaceae,Dendrobium,live,4.0,,US,TH,,T,A,I,,a74b636f6f,
234,145244,145244,5490155,1985.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,shoes,806.0,,US,ES,ID,T,,I,,32c990ad91,
268,124350,124350,5398835,1985.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,68.0,,US,MX,TH,T,,I,,,
582,137427,137427,5470509,1985.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,live,3.0,,KR,JP,TG,T,,E,,c0c278c895,
708,34736,34736,428184,1985.0,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,live,10.0,,IL,BE,,T,C,E,,39b00f90c6,
486,71964,71964,5234221,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,3.0,,US,ZW,,,,E,,7b56de0ebc,
726,114368,114368,5357193,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,118.0,,CA,IT,ID,,,E,,5a3c5f1e1b,
388,37436,37436,461889,1985.0,II,Scuticaria hadwenii,,Orchidales,Orchidaceae,Scuticaria,live,1.0,,US,DE,,T,A,I,,248f08e499,
149,141654,141654,5477622,1985.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),13.0,,US,IT,SD,,,E,,09f25ecbcc,
260,46625,46625,5038399,1985.0,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,skins,15.0,,US,AR,PY,,,E,,649185505c,
564,58066,58066,5079204,1985.0,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,garments,1.0,,US,DK,XX,,,I,,,
68,30573,30573,377636,1985.0,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,722.1310000000003,kg,HK,US,,T,,E,,5ec5e52982,
65,97085,97085,5303682,1985.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,36.0,,TT,US,,T,A,E,,b7dbe8a5bd,
933,109866,109866,5352591,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,522.0,,US,HK,CN,T,,I,,,
691,26501,26501,315081,1985.0,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,garments,490.0,,DE,AR,,,,E,,f0ee648bd5,
581,33098,33098,410636,1985.0,II,Phelsuma lineata,Reptilia,Sauria,Gekkonidae,Phelsuma,live,10.0,,AT,DE,MG,T,,E,,,
97,144436,144436,5489347,1985.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,skins,270.0,,US,FR,ID,T,,I,,9f1c72cab2,
40,94870,94870,5295340,1985.0,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,22.0,,BM,PY,,,A,I,,,
527,151390,151390,13070741,1985.0,II,Bulbophyllum newportii,,Orchidales,Orchidaceae,Bulbophyllum,live,1.0,,US,AU,,T,A,E,,0e99e03b08,
712,42651,42651,5013296,1985.0,II,Aloe ferox,,Liliales,Liliaceae,Aloe,extract,10046.0,kg,CA,ZA,,T,,E,,e258794568,
965,157674,157674,13464995,1985.0,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,shoes,24.0,,BS,CH,PY,,,E,,,
948,17714,17714,184519,1985.0,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,US,FR,PG,,,E,,40ffd56894,
530,104897,104897,5347622,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,skin pieces,13.0,,US,IT,SG,T,,I,,8a11744701,
615,93804,93804,5284818,1985.0,II,Maxillaria spp.,,Orchidales,Orchidaceae,Maxillaria,live,5.0,,US,EC,,,,E,,2d3c7e0372,
514,34030,34030,419836,1985.0,II,Pleione formosana,,Orchidales,Orchidaceae,Pleione,live,6000.0,,JP,TW,,T,,I,,e491e48881,
202,40056,40056,5003674,1985.0,II,Aerides houlletiana,,Orchidales,Orchidaceae,Aerides,live,100.0,,JP,TH,,T,,I,,c09fe70548,
438,153301,153301,13224715,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,17.0,kg,US,IN,XX,T,,E,,4cee04e33d,
295,153794,153794,13232160,1985.0,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,skins,41.0,,US,CA,,T,,I,,d3364cb596,
491,153849,153849,13232215,1985.0,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,garments,1.0,,US,DE,CA,T,,I,,66cdde1764,
734,18364,18364,193057,1985.0,II,Cycas revoluta,,Cycadales,Cycadaceae,Cycas,live,10.0,,SY,NL,,,A,E,,,
760,36129,36129,440588,1985.0,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,skins,5.0,,IT,NG,,P,,I,,ab7a60641c,
787,138329,138329,5474263,1985.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),11600.0,,US,FR,ML,T,,I,,68215a2d40,
836,78151,78151,5242769,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,640.0,g,US,HK,CF,T,,I,,6ce2755858,
35,72284,72284,5234541,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,2.0,,US,ZW,,,,E,,47cadf07a5,
420,34321,34321,424693,1985.0,II,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,live,4.0,,JP,NL,,T,,I,,c66a1e35d3,
926,33812,33812,417321,1985.0,II,Platycercus caledonicus,Aves,Psittaciformes,Psittacidae,Platycercus,live,4.0,,ES,BE,,T,C,E,,2bb12d0199,
203,26406,26406,312219,1985.0,I,Lophophorus impejanus,Aves,Galliformes,Phasianidae,Lophophorus,live,1.0,,BS,NL,,,C,E,,dca56112a6,
106,114018,114018,5356843,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,1765.0,,US,IT,TH,,,E,,c65267d92b,
910,30278,30278,372734,1985.0,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,bodies,2.0,,GB,OM,,S,,I,,,
361,20550,20550,233202,1985.0,II,Discocactus spp.,,Caryophyllales,Cactaceae,Discocactus,live,1.0,,CA,US,,T,A,E,,7fbdad3f55,
850,111868,111868,5354693,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,skins,797.0,,CA,GB,ID,,,E,,5a3526a4be,
277,119839,119839,5378333,1985.0,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),136.0,,FR,ES,TH,,,I,,,
70,141422,141422,5477390,1985.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),134.0,,US,IT,SD,,,E,,df51c20df5,
877,156874,156874,13390805,1985.0,II,Pleurothallis spp.,,Orchidales,Orchidaceae,Pleurothallis,live,4.0,,US,BZ,,T,,I,,e85fb541b7,
874,76233,76233,5238511,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,16.0,kg,SG,TZ,,P,,E,,df63d5cc7d,
818,137402,137402,5470484,1985.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),5.0,,JP,CH,CM,T,,I,,06ac77ebb7,
442,81496,81496,5246114,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,1.0,,US,BR,XX,,,I,,,
851,129252,129252,5424404,1985.0,II,Thelocactus bicolor,,Caryophyllales,Cactaceae,Thelocactus,live,30.0,,JP,US,MX,T,,E,,e85fb541b7,
242,24804,24804,292736,1985.0,II,Hoplobatrachus tigerinus,Amphibia,Anura,Dicroglossidae,Hoplobatrachus,meat,21520.0,kg,US,IN,,T,,E,,5f4590a456,
900,93251,93251,5282434,1985.0,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500.0,,US,IT,TH,T,,I,,,
687,141804,141804,5477772,1985.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),15.0,,JP,FR,NG,,,E,,f16eb6083d,
828,8762,8762,81121,1985.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),20.0,,HK,IT,CO,,,E,,cb86c02452,
378,76864,76864,5241482,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,15.0,kg,US,IN,CG,T,,E,,bef4418389,
820,123671,123671,5398156,1985.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,shoes,147.0,,US,ES,TH,T,,I,,b37295ea28,
529,116583,116583,5369698,1985.0,II,Purpureicephalus spurius,Aves,Psittaciformes,Psittacidae,Purpureicephalus,live,2.0,,JP,NL,,,C,E,,adbf46e5bf,
978,7353,7353,78802,1985.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),19.0,,DE,JP,PA,,,E,,e56f8e1e15,
985,98786,98786,5313687,1985.0,II,Paleosuchus palpebrosus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,live,21.0,,JP,DE,GY,T,,E,,,
443,79811,79811,5244429,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,9.0,,US,TW,CD,T,,I,,,
861,1527,1527,19636,1985.0,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,live,14.0,,DK,US,BO,T,,E,,,
122,124695,124695,5399180,1985.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,live,20.0,,DE,TH,,,,E,,,
952,34445,34445,426843,1985.0,II,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,skins,100.0,,IT,CN,,T,,E,,ac48ee3da4,
281,274,274,3496,1985.0,II,Aerides spp.,,Orchidales,Orchidaceae,Aerides,live,154.0,,US,PH,,T,A,I,,e85fb541b7,
417,20046,20046,223635,1985.0,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,5025.0,,JP,TH,,T,,I,,476a0215f1,
275,95112,95112,5295608,1985.0,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,live,17.0,,US,EC,,,,E,,3900008b1f,
94,112262,112262,5355087,1985.0,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,shoes,12.0,,CH,IT,TH,,,E,,bd180b11d9,
853,24775,24775,292579,1985.0,II,Holcoglossum quasipinifolium,,Orchidales,Orchidaceae,Holcoglossum,live,3.0,,CA,US,,T,A,E,,b9ce647fec,
817,95249,95249,5301780,1985.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,1.0,,AU,US,,T,A,I,,,
879,154475,154475,13254323,1985.0,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,live,2.0,,IT,US,,T,A,E,,94ab81a01c,
212,84465,84465,5249083,1985.0,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,7.0,,US,ZA,,P,,E,,3df55a1e5b,
317,60404,60404,5093205,1985.0,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,live,2.0,,ZA,ZW,,,,E,,7b0fa5b6a4,
