,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
25,616,616,235858,1977,II,Echinocereus spp.,,Caryophyllales,Cactaceae,Echinocereus,live,235.0,,GB,US,XX,,,I,,,
428,1000,1000,305286,1977,II,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,skins,544.0,,DE,CA,,,,E,,,
742,959,959,305245,1977,II,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,live,3.0,,GB,PA,,,,I,,,
292,3943,3943,5429627,1977,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,live,5.0,,GB,PA,,,,I,,,
698,4153,4153,9253022,1977,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,tusks,7.0,kg,DK,GB,KE,,,I,,,
123,1603,1603,439011,1977,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,live,3.0,,CH,GH,,P,,I,,,
929,2378,2378,5092731,1977,II,Chrysocyon brachyurus,Mammalia,Carnivora,Canidae,Chrysocyon,live,1.0,,DE,PY,,,,I,,,
444,907,907,294261,1977,I,Hyaena brunnea,Mammalia,Carnivora,Hyaenidae,Hyaena,skulls,6.0,,US,ZA,,,,E,,,
776,1678,1678,462066,1977,II,Scuticaria spp.,,Orchidales,Orchidaceae,Scuticaria,live,1.0,,GB,US,,,,I,,,
540,282,282,105166,1977,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,live,29.0,,GB,TH,,,,I,,,
746,1155,1155,330796,1977,II,Micranthocereus spp.,,Caryophyllales,Cactaceae,Micranthocereus,live,10.0,,GB,NL,,,,I,,,
752,451,451,182665,1977,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,3236.0,,SG,PG,,,,E,,,
955,1590,1590,438998,1977,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,skins,315.0,,US,GB,XX,,,E,,,
372,2524,2524,5135940,1977,II,Discocactus spp.,,Caryophyllales,Cactaceae,Discocactus,live,15.0,,GB,DE,XX,,,I,,,
124,3535,3535,5322900,1977,II,Paphiopedilum spp.,,Orchidales,Orchidaceae,Paphiopedilum,live,13.0,,GB,FR,,,,I,,,
706,2835,2835,5178087,1977,II,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,skins,62.0,,IL,GB,XX,,,E,,,
601,16,16,13309,1977,II,Amblyrhynchus cristatus,Reptilia,Sauria,Iguanidae,Amblyrhynchus,bodies,1.0,,CH,DE,,S,,I,,,
432,1415,1415,392414,1977,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,live,13.0,,JP,GB,,,C,E,,,
891,404,404,157660,1977,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,1.0,,AU,PG,,,,E,,,
401,1890,1890,493416,1977,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,shoes,347.0,,US,IT,IN,,,I,,,
30,4380,4380,13345512,1977,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,live,2105.0,,ES,GB,,,,E,,,
963,986,986,305272,1977,II,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,skins,24.0,,ES,GB,SR,,,E,,,
611,2954,2954,5189326,1977,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,skins,2.0,,US,ZA,BW,,,E,,,
925,2778,2778,5171168,1977,II,Indotestudo elongata,Reptilia,Testudines,Testudinidae,Indotestudo,live,314.0,,US,TH,,,,I,,,
354,797,797,267573,1977,II,Euphorbia spp.,,Euphorbiales,Euphorbiaceae,Euphorbia,live,8.0,,GB,MX,,,,I,,,
535,3775,3775,5405473,1977,II,Python spp.,Reptilia,Serpentes,Pythonidae,Python,skins,1840.0,,DE,SG,,,,I,,,
130,1442,1442,393812,1977,II,Panthera tigris altaica,Mammalia,Carnivora,Felidae,Panthera,live,3.0,,GB,FR,GB,,C,I,,,
809,2655,2655,5160704,1977,II,Felidae spp.,Mammalia,Carnivora,Felidae,,garments,1.0,,DE,GR,,,,I,,,
954,89,89,29242,1977,II,Ateles paniscus,Mammalia,Primates,Atelidae,Ateles,live,3.0,,FR,GB,PA,,,E,,,
783,2849,2849,5178193,1977,II,Leopardus tigrinus,Mammalia,Carnivora,Felidae,Leopardus,skins,2522.0,,CA,DE,PY,,,E,,,
792,3359,3359,5289710,1977,II,Neolloydia spp.,,Caryophyllales,Cactaceae,Neolloydia,live,5.0,,GB,NL,,,,I,,,
988,2186,2186,5076586,1977,II,Calanthe spp.,,Orchidales,Orchidaceae,Calanthe,live,10.0,,GB,NP,,,,I,,,
472,3353,3353,5289285,1977,II,Nageliella spp.,,Orchidales,Orchidaceae,Nageliella,live,1.0,,GB,NL,GT,,,I,,,
374,1841,1841,492819,1977,II,Vanilla spp.,,Orchidales,Orchidaceae,Vanilla,live,2.0,,GB,TW,,,,I,,,
216,1881,1881,493407,1977,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,skins,1493.0,,DE,IT,,,,I,,,
815,1832,1832,486531,1977,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,unspecified,4.0,,CA,US,,,,I,,,
766,3536,3536,5322901,1977,II,Paphiopedilum spp.,,Orchidales,Orchidaceae,Paphiopedilum,live,1150.0,,GB,IN,,,,I,,,
241,1714,1714,470451,1977,I,Syrmaticus humiae,Aves,Galliformes,Phasianidae,Syrmaticus,live,13.0,,ZA,ZW,,,,I,,,
480,2258,2258,5077663,1977,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,garments,3.0,,CH,DE,,,,I,,,
497,2032,2032,5029546,1977,II,Astrophytum spp.,,Caryophyllales,Cactaceae,Astrophytum,live,20.0,,GB,BE,MX,,,I,,,
637,2570,2570,5147157,1977,II,Epiphyllum spp.,,Caryophyllales,Cactaceae,Epiphyllum,live,10.0,,CH,GB,,,,E,,,
833,2609,2609,5150896,1977,II,Espostoa spp.,,Caryophyllales,Cactaceae,Espostoa,live,9.0,,MT,GB,,,,E,,,
889,1501,1501,410577,1977,II,Phelsuma lineata,Reptilia,Sauria,Gekkonidae,Phelsuma,live,6.0,,CH,DE,,T,,I,,,
483,4329,4329,13229069,1977,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,garments,15.0,,US,CA,,,,E,,,
880,1317,1317,372555,1977,II,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,live,6.0,,JP,GB,,,C,E,,,
996,76,76,27388,1977,II,Arthrocereus spp.,,Caryophyllales,Cactaceae,Arthrocereus,live,1.0,,BE,GB,,,,E,,,
869,1988,1988,5021843,1977,II,Anguloa spp.,,Orchidales,Orchidaceae,Anguloa,live,18.0,,NZ,GB,,,,E,,,
13,465,465,182810,1977,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,250.0,,CH,FR,SG,,,E,,,
430,1074,1074,312170,1977,I,Lophophorus impejanus,Aves,Galliformes,Phasianidae,Lophophorus,live,2.0,,CH,DE,,,C,E,,,
823,4389,4389,13345521,1977,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,live,8.0,,GB,BE,,,,I,,,
411,4102,4102,5458331,1977,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),5334.0,,US,FR,NG,,,I,,,
997,2069,2069,5032057,1977,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,live,60.0,,DE,CH,,,,I,,,
531,2735,2735,5165721,1977,II,Helarctos malayanus,Mammalia,Carnivora,Ursidae,Helarctos,live,1.0,,XX,DD,,,,E,,,
741,2290,2290,5084877,1977,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,feet,4.0,,CA,ZA,,,,E,,,
384,3652,3652,5369228,1977,II,Puma concolor,Mammalia,Carnivora,Felidae,Puma,trophies,10.0,,US,CA,,,,I,,,
795,2663,2663,5161227,1977,II,Felis spp.,Mammalia,Carnivora,Felidae,Felis,garments,4.0,,JP,CA,,,,E,,,
250,2686,2686,5163119,1977,II,Gongora spp.,,Orchidales,Orchidaceae,Gongora,live,10.0,,GB,PE,,,,I,,,
198,2927,2927,5181771,1977,II,Lontra canadensis,Mammalia,Carnivora,Mustelidae,Lontra,skins,108.0,,CH,US,,,,I,,,
50,1941,1941,5001504,1977,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,live,2.0,,NL,GB,,,C,E,,,
357,3632,3632,5340903,1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,live,32.0,,CH,GH,,,,E,,,
934,2128,2128,5049777,1977,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,skins,1.0,,FR,GB,XX,,,E,,,
861,3852,3852,5418074,1977,II,Selenicereus spp.,,Caryophyllales,Cactaceae,Selenicereus,live,300.0,,ES,GB,,,,E,,,
549,2529,2529,5138062,1977,II,Echinocactus spp.,,Caryophyllales,Cactaceae,Echinocactus,live,2.0,,BE,GB,,,,E,,,
701,4230,4230,13162059,1977,II,Eriosyce spp.,,Caryophyllales,Cactaceae,Eriosyce,live,15.0,,BE,GB,,,,E,,,
394,812,812,275536,1977,I,Falco peregrinus tundrius,Aves,Falconiformes,Falconidae,Falco,live,1.0,,US,DE,US,,,E,,,
256,1622,1622,447091,1977,II,Rebutia spp.,,Caryophyllales,Cactaceae,Rebutia,live,285.0,,US,GB,,,,E,,,
242,1713,1713,470274,1977,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,live,1.0,,CH,DE,,Z,C,I,,,
726,4398,4398,13345530,1977,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,live,2.0,,GB,US,PE,,,I,,,
482,4305,4305,13229045,1977,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,live,4.0,,GB,CA,,Z,C,E,,,
970,537,537,221811,1977,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,13.0,,SE,GB,,,,E,,,
883,1641,1641,447944,1977,II,Renanthera spp.,,Orchidales,Orchidaceae,Renanthera,live,31.0,,GB,TH,,,,I,,,
31,3028,3028,5190081,1977,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,84901.0,,US,HK,XX,,,I,,,
700,2758,2758,5168667,1977,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,live,618.0,,US,HN,,,,I,,,
114,192,192,62887,1977,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,skins,265.0,,CH,IT,,,,I,,,
181,4083,4083,5458312,1977,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),60.0,,DE,FR,NG,,,E,,,
344,1491,1491,407526,1977,II,Pereskia spp.,,Caryophyllales,Cactaceae,Pereskia,live,1.0,,US,GB,,,,E,,,
541,311,311,125901,1977,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,carapaces,55.0,kg,DE,NL,,,,I,,,
95,1053,1053,306736,1977,II,Leopardus wiedii,Mammalia,Carnivora,Felidae,Leopardus,skins,90.0,,DE,BZ,,,,I,,,
238,2436,2436,5093552,1977,II,Cleistocactus spp.,,Caryophyllales,Cactaceae,Cleistocactus,live,80.0,,GB,PE,,,,I,,,
212,4121,4121,5481463,1977,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,skins,98.0,,CH,US,XX,,,I,,,
431,4040,4040,5455272,1977,II,Varanus exanthematicus,Reptilia,Sauria,Varanidae,Varanus,skins,50.0,,NL,GB,XX,,,E,,,
748,3423,3423,5307927,1977,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,1.0,,US,AU,,,,E,,7a3a7c3868,
951,3134,3134,5268145,1977,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,skins,8.0,,AT,DK,US,,,E,,,
626,3746,3746,5381813,1977,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,garments,1.0,,US,CA,,,,E,,,
298,3166,3166,5268328,1977,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,skins,3.0,,GB,CA,,,,E,,,
810,873,873,283599,1977,I,Grus japonensis,Aves,Gruiformes,Gruidae,Grus,live,1.0,,DD,XX,,,,I,,,
894,2322,2322,5086451,1977,II,Cereus spp.,,Caryophyllales,Cactaceae,Cereus,live,4.0,,US,GB,,,,E,,,
150,1726,1726,471593,1977,II,Testudo spp.,Reptilia,Testudines,Testudinidae,Testudo,live,1.0,,BE,GB,XX,P,,E,,,
999,4201,4201,13116433,1977,II,Cymbidium spp.,,Orchidales,Orchidaceae,Cymbidium,live,35.0,,GB,AU,,,,I,,,
917,1997,1997,5025189,1977,II,Aotus trivirgatus,Mammalia,Primates,Aotidae,Aotus,live,2.0,,DE,BO,,,,I,,,
859,1936,1936,5001008,1977,II,Accipiter gentilis,Aves,Falconiformes,Accipitridae,Accipiter,live,1.0,,GB,SE,FI,P,,I,,,
427,1104,1104,318377,1977,II,Lynx lynx,Mammalia,Carnivora,Felidae,Lynx,skins,69.0,,DE,DK,US,,,E,,,
315,366,366,141077,1977,II,Cremastra spp.,,Orchidales,Orchidaceae,Cremastra,live,1.0,,GB,TW,,,,I,,,
157,3426,3426,5311985,1977,II,Oroya spp.,,Caryophyllales,Cactaceae,Oroya,live,15.0,,AT,GB,,,,E,,,
3,444,444,157912,1977,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather items,35.0,,CH,DE,ID,,,E,,,
56,1710,1710,470240,1977,I,Sus salvanius,Mammalia,Artiodactyla,Suidae,Sus,unspecified,1.0,,DE,CH,,S,,I,,,
667,1736,1736,471603,1977,II,Testudo spp.,Reptilia,Testudines,Testudinidae,Testudo,live,35.0,,US,TG,,,,I,,,
656,2795,2795,5172286,1977,I,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,skins,1.0,,CA,ZA,,,,E,,,
484,943,943,304405,1977,II,Leopardus geoffroyi,Mammalia,Carnivora,Felidae,Leopardus,live,1.0,,CH,DE,,,,E,,,
450,2193,2193,5077119,1977,I,Camelus bactrianus,Mammalia,Artiodactyla,Camelidae,Camelus,live,1.0,,US,CA,,Z,,E,,,
912,3159,3159,5268321,1977,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,skins,34.0,,CH,US,,,,E,,,
736,3250,3250,5276626,1977,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,live,30.0,,DE,US,,,,I,,,
703,1821,1821,486498,1977,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,DE,IR,,,,E,,,
717,1715,1715,470453,1977,I,Syrmaticus humiae,Aves,Galliformes,Phasianidae,Syrmaticus,live,3.0,,CH,DE,,,C,E,,,
837,1599,1599,439007,1977,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,leather products (small),36.0,,US,IT,NG,,,I,,,
380,472,472,182817,1977,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),80.0,,CH,FR,ID,,,E,,,
434,3541,3541,5322906,1977,II,Paphiopedilum spp.,,Orchidales,Orchidaceae,Paphiopedilum,live,840.0,,GB,US,,,,I,,,
884,3411,3411,5296352,1977,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,9.0,,GB,TH,,,A,I,,,
995,3408,3408,5296349,1977,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,76.0,,GB,US,,,A,I,,,
708,1411,1411,383706,1977,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,skins,1.0,,DE,CH,XX,,,E,,,
668,680,680,237779,1977,II,Echinopsis spp.,,Caryophyllales,Cactaceae,Echinopsis,live,11.0,,GB,NL,,,,I,,,
136,92,92,29439,1977,II,Austrocactus spp.,,Caryophyllales,Cactaceae,Austrocactus,live,30.0,,GB,BE,AR,,,I,,,
897,559,559,232338,1977,II,Diaphananthe spp.,,Orchidales,Orchidaceae,Diaphananthe,live,12.0,,GB,SL,,,,I,,,
635,2040,2040,5030227,1977,I,Balaena spp.,Mammalia,Cetacea,Balaenidae,Balaena,bone carvings,1.0,,AU,CA,,,,E,,,
418,4313,4313,13229053,1977,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,garments,3.0,,GB,CA,,,,E,,,
494,1805,1805,485825,1977,II,Uebelmannia spp.,,Caryophyllales,Cactaceae,Uebelmannia,live,3.0,,RO,GB,,,,E,,,
566,3096,3096,5190149,1977,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ivory carvings,14.0,kg,CH,NL,,,,I,,,
972,4195,4195,13107142,1977,II,Cleistocactus spp.,,Caryophyllales,Cactaceae,Cleistocactus,live,2.0,,GB,DE,XX,,,I,,,
471,1817,1817,485932,1977,I,Uncia uncia,Mammalia,Carnivora,Felidae,Uncia,live,1.0,,CA,US,,Z,,I,,,
757,847,847,278056,1977,II,Ferocactus spp.,,Caryophyllales,Cactaceae,Ferocactus,live,59.0,,GB,NL,,,,I,,,
882,3870,3870,5419855,1977,II,Spiranthes spp.,,Orchidales,Orchidaceae,Spiranthes,live,1.0,,GB,US,,,,I,,,
138,1392,1392,383687,1977,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,trophies,1.0,,DE,ZW,,P,,I,,,
844,3355,3355,5289706,1977,II,Neolloydia spp.,,Caryophyllales,Cactaceae,Neolloydia,live,50.0,,DK,GB,,,,E,,,
704,579,579,233132,1977,II,Discocactus spp.,,Caryophyllales,Cactaceae,Discocactus,live,70.0,,JP,GB,,,,E,,,
383,4356,4356,13336464,1977,II,Pachycereus spp.,,Caryophyllales,Cactaceae,Pachycereus,live,1.0,,GB,US,,,,I,,,
589,4311,4311,13229051,1977,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,garments,32.0,,GB,CA,,,,E,,,
263,2811,2811,5176038,1977,II,Laelia spp.,,Orchidales,Orchidaceae,Laelia,live,740.0,,GB,MX,,,,I,,,
610,716,716,244989,1977,II,Encyclia spp.,,Orchidales,Orchidaceae,Encyclia,live,1.0,,AU,GB,,,,E,,,
573,1627,1627,447096,1977,II,Rebutia spp.,,Caryophyllales,Cactaceae,Rebutia,live,2.0,,GB,BE,,,,I,,,
735,1859,1859,493018,1977,II,Varanus gouldii,Reptilia,Sauria,Varanidae,Varanus,live,1.0,,US,CH,XX,,,E,,,
113,706,706,239230,1977,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,live,1.0,,DE,IN,,,C,I,,,
529,3802,3802,5409063,1977,II,Saara hardwickii,Reptilia,Sauria,Agamidae,Saara,live,80.0,,DE,PK,,,,I,,,
148,2152,2152,5049801,1977,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather items,70.0,,CH,FR,BO,,,E,,,
617,2495,2495,5121246,1977,II,Cycadaceae spp.,,Cycadales,Cycadaceae,,live,11.0,,JP,MG,,,A,E,,,
131,1662,1662,455066,1977,II,Saguinus nigricollis,Mammalia,Primates,Cebidae,Saguinus,live,50.0,,US,BO,,,,I,,,
322,3500,3500,5320388,1977,I,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,skins,5.0,,ES,GB,XX,,,E,,,
592,2118,2118,5044750,1977,II,Bulbophyllum spp.,,Orchidales,Orchidaceae,Bulbophyllum,live,3.0,,GB,SL,,,,I,,,
38,2137,2137,5049786,1977,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,skins,2200.0,sides,CH,FR,DE,,,E,,,
72,1050,1050,306733,1977,II,Leopardus wiedii,Mammalia,Carnivora,Felidae,Leopardus,skins,101.0,,DE,CO,,,,I,,,
462,2851,2851,5178195,1977,II,Leopardus tigrinus,Mammalia,Carnivora,Felidae,Leopardus,skins,2166.0,,ES,DE,PY,,,E,,,
765,648,648,237747,1977,II,Echinopsis spp.,,Caryophyllales,Cactaceae,Echinopsis,live,2.0,,AT,GB,,,,E,,,
796,1227,1227,344985,1977,II,Odontoglossum spp.,,Orchidales,Orchidaceae,Odontoglossum,live,74.0,,GB,FR,,,,I,,,
790,1844,1844,492942,1977,I,Varanus flavescens,Reptilia,Sauria,Varanidae,Varanus,skins,100.0,,DE,CH,XX,,,E,,,
812,1292,1292,348566,1977,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,1.0,,EC,US,,,,E,,,
76,4111,4111,5458340,1977,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),15952.0,,US,MX,CH,,,I,,,
226,4176,4176,13074596,1977,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,live,100.0,,ES,GB,,,,E,,,
234,3446,3446,5312757,1977,II,Ovis canadensis,Mammalia,Artiodactyla,Bovidae,Ovis,live,3.0,,DE,CA,,Z,C,E,,,
229,1803,1803,485823,1977,II,Uebelmannia spp.,,Caryophyllales,Cactaceae,Uebelmannia,live,4.0,,IL,GB,,,,E,,,
893,3868,3868,5419743,1977,II,Spheniscus demersus,Aves,Sphenisciformes,Spheniscidae,Spheniscus,live,10.0,,GB,ZA,,,,I,,,
729,200,200,75592,1977,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,live,12.0,,AU,US,,,,I,,7ad925ceea,
