,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
569,230585,230585,230585,7556859,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),120.0,,US,BE,US,T,C,E,,06fa339f2c,
385,367245,367245,367245,7874453,2001.0,II,Trachyphyllia spp.,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,live,51.0,,US,ID,,T,W,I,,6a98e18ffb,
103,192810,192810,192810,2050772,2001.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),30.0,,JP,IT,CO,T,C,I,,b864e79a4d,
571,225019,225019,225019,7550915,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),550.0,,CH,AT,US,T,C,E,,18d5efe519,7c91c0df89
30,164128,164128,164128,1923112,2001.0,II,Scleractinia spp.,Anthozoa,Scleractinia,,,live,500.0,,NL,ID,,T,W,E,,ff2e3c2326,
547,71888,71888,71888,1697780,2001.0,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,15.0,,US,ID,,T,W,E,,f88e3dce3f,
448,169077,169077,169077,1940367,2001.0,II,Stanhopea spp.,,Orchidales,Orchidaceae,Stanhopea,live,6.0,,FR,CO,,T,A,E,,80d9b9a3ab,
189,421371,421371,421371,8177999,2001.0,II,Eguchipsammia fistula,Anthozoa,Scleractinia,Dendrophylliidae,Eguchipsammia,live,25.0,,NL,ID,,T,W,E,,582d742287,
724,58187,58187,58187,1662423,2001.0,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,100.0,,SG,MY,,T,A,E,,2d3ee2a074,
213,96670,96670,96670,1754322,2001.0,N,Lithobates catesbeianus,Amphibia,Anura,Ranidae,Lithobates,skulls,1.0,,DE,US,,E,W,I,,,
645,496685,496685,496685,8650608,2001.0,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,live,1.0,,IT,SI,DE,Q,U,E,,a01134298a,
622,389778,389778,389778,7976618,2001.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),8.0,pairs,US,IT,SD,T,W,E,,f4dea6442c,
333,500321,500321,500321,8787694,2001.0,II,Masdevallia whiteana,,Orchidales,Orchidaceae,Masdevallia,live,1.0,,JP,EC,,T,A,I,,da2fcbbc56,
260,8349,8349,8349,1516935,2001.0,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,live,50.0,,IL,BE,,,,I,7e258eb0ba,,
60,117154,117154,117154,1799074,2001.0,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,34850.0,,KR,TW,,T,A,I,,e51f0cea35,
762,20837,20837,20837,1560631,2001.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),19.0,,FR,CH,CO,T,C,I,3370c939ca,f959e0e9ab,b84b0e7d28
577,107813,107813,107813,1774104,2001.0,II,Mammillaria supertexta,,Caryophyllales,Cactaceae,Mammillaria,live,29.0,,US,CA,,T,A,E,,740c26de6b,
516,523996,523996,523996,13275051,2001.0,II,Melocactus spp.,,Caryophyllales,Cactaceae,Melocactus,live,2.0,,US,CA,,T,A,E,,f311b9eebd,
398,400774,400774,400774,7998364,2001.0,II,Acanthocereus tetragonus,,Caryophyllales,Cactaceae,Acanthocereus,live,36.0,,US,CA,,T,A,E,,a1fb8773bc,
209,259729,259729,259729,7589393,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),8.0,,US,CH,US,T,C,I,,add8549377,
728,520410,520410,520410,13249996,2001.0,II,Mammillaria haageana,,Caryophyllales,Cactaceae,Mammillaria,live,3.0,,US,CA,,T,A,E,,67b6b6c3d4,
416,56715,56715,56715,1660702,2001.0,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,live,50.0,,DE,ID,,T,A,I,38c07fa037,bbd1434e1a,
19,278190,278190,278190,7625565,2001.0,II,Candoia carinata,Reptilia,Serpentes,Boidae,Candoia,live,1.0,,US,ID,,T,W,I,,533ef7de43,
264,276101,276101,276101,7622691,2001.0,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,pairs,US,IT,VE,T,W,E,,216a5614b4,
2,116651,116651,116651,1796334,2001.0,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,72.0,,US,CA,,T,A,I,,c2472b8f2d,
40,87425,87425,87425,1732630,2001.0,II,Haageocereus pseudomelanostele,,Caryophyllales,Cactaceae,Haageocereus,live,1.0,,US,CA,,T,A,E,,c5d1af7138,
998,398616,398616,398616,7995094,2001.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,leather products (small),6.0,,US,IT,ID,T,W,I,,9b2ca30bf4,
706,105264,105264,105264,1771365,2001.0,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,live,9.0,,US,CA,,T,A,E,,e254f1698b,
106,146572,146572,146572,1881097,2001.0,II,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,live,1.0,,,ZA,,T,C,I,cd622f0b36,,
898,48786,48786,48786,1634761,2001.0,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,165.0,,JP,PG,,T,W,E,,2f7db03aed,
502,255030,255030,255030,7584694,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),46.0,,FR,CH,US,,C,E,,,
347,431858,431858,431858,8214963,2001.0,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,live,20.0,,JP,ID,,T,W,E,,70fffd7bea,
506,14607,14607,14607,1534245,2001.0,II,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,live,2.0,,VE,ZA,,T,C,E,,3d139990e3,
85,446914,446914,446914,8277332,2001.0,II,Mammillaria carnea,,Caryophyllales,Cactaceae,Mammillaria,live,18.0,,US,CA,,T,A,E,,be70f0f1d3,
196,374151,374151,374151,7891258,2001.0,III,Uraeginthus bengalus,Aves,Passeriformes,Estrildidae,Uraeginthus,live,400.0,,ES,SN,,T,W,I,,2f89262363,
821,128974,128974,128974,1840143,2001.0,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,live,4.0,,US,FJ,,T,W,I,,33a26d57a6,
32,518042,518042,518042,13185394,2001.0,II,Galeandra spp.,,Orchidales,Orchidaceae,Galeandra,live,2.0,,AU,CO,,T,A,E,,8f9dd7c279,
245,33972,33972,33972,1592787,2001.0,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,live,4.0,,GB,TH,,P,A,I,defe430cac,d99d76c873,
308,182177,182177,182177,1971668,2001.0,II,Tridacnidae spp.,Bivalvia,Veneroida,Tridacnidae,,meat,1.0,,NZ,TO,,P,,I,,e57fc9a14c,
704,73140,73140,73140,1700588,2001.0,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,live,30.0,,CA,ID,,T,W,E,,7be776f28e,
814,246520,246520,246520,7575815,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,JP,IT,US,T,W,E,,1fed1faa05,
859,179880,179880,179880,1967620,2001.0,II,Tridacna spp.,Bivalvia,Veneroida,Tridacnidae,Tridacna,shells,1.0,,NZ,VU,,,W,E,,6dd8872fa5,
258,438590,438590,438590,8234047,2001.0,II,Haageocereus acranthus,,Caryophyllales,Cactaceae,Haageocereus,live,3.0,,US,CA,,T,A,E,,67b6b6c3d4,
929,449307,449307,449307,8282021,2001.0,II,Mammillaria microhelia,,Caryophyllales,Cactaceae,Mammillaria,live,175.0,,US,CA,,T,A,E,,e247eec57f,
629,5095,5095,5095,1509893,2001.0,II,Aloe microstigma,,Liliales,Liliaceae,Aloe,live,43.0,,US,CA,,T,A,E,,a14bf97c08,
72,263050,263050,263050,7592714,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (large),13.0,,US,IT,US,T,C,I,,4aca8d12c7,
718,285763,285763,285763,7646469,2001.0,II,Cordylus spp.,Reptilia,Sauria,Cordylidae,Cordylus,live,220.0,,US,MZ,,T,W,I,,2a112bc282,
639,44853,44853,44853,1621299,2001.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,skins,200.0,,FR,ZA,ZM,T,R,E,,21ddcd6d5d,51f789205b
36,376870,376870,376870,7929099,2001.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,CA,,H,W,I,,,
602,373741,373741,373741,7889719,2001.0,II,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,live,16.0,,US,ID,,T,W,I,,bdab74682b,
454,504204,504204,504204,8884102,2001.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,122.0,,JP,IT,MY,T,W,I,,d0fd7acb3e,
210,270299,270299,270299,7605592,2001.0,III,Antilope cervicapra,Mammalia,Artiodactyla,Bovidae,Antilope,trophies,2.0,,US,AR,,H,W,I,,,
413,211709,211709,211709,2486855,2001.0,II,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,live,15.0,,JP,ID,,T,W,I,,35c7d8a776,
820,225178,225178,225178,7551074,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),69.0,,JP,AT,US,T,C,E,,a9617be756,4c8b692c96
843,485509,485509,485509,8487532,2001.0,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,skins,1000.0,,MX,ID,,T,W,E,,d5e145af8e,
3,531827,531827,531827,13353741,2001.0,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,live,76.0,,US,CA,,T,A,E,,af02cf0c02,
89,182946,182946,182946,1975814,2001.0,II,Trioceros melleri,Reptilia,Sauria,Chamaeleonidae,Trioceros,live,19.0,,US,TZ,,T,W,I,,34ba4fffd6,
306,146924,146924,146924,1882202,2001.0,II,Psittinus cyanurus,Aves,Psittaciformes,Psittacidae,Psittinus,live,4.0,,SA,MY,,T,W,E,,0903a9fbff,
107,334811,334811,334811,7772935,2001.0,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,live,74.0,,US,TW,,T,A,I,,4dfcf53d27,
920,421597,421597,421597,8178225,2001.0,II,Eguchipsammia fistula,Anthozoa,Scleractinia,Dendrophylliidae,Eguchipsammia,live,20.0,,DE,ID,,T,W,E,,981265287d,
235,48108,48108,48108,1624576,2001.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),1.0,,JP,ES,MG,T,R,E,,387da3af51,e422139cbb
243,64297,64297,64297,1680135,2001.0,II,Eolophus roseicapilla,Aves,Psittaciformes,Cacatuidae,Eolophus,live,5.0,,JP,NZ,,T,C,E,,fb20b9d25b,
325,98215,98215,98215,1758387,2001.0,II,Lobophyllia spp.,Anthozoa,Scleractinia,Mussidae,Lobophyllia,live,12.0,,US,ID,,T,W,I,,df85c75613,
125,310399,310399,310399,7712331,2001.0,I,Lepidochelys kempii,Reptilia,Testudines,Cheloniidae,Lepidochelys,specimens,600.0,,US,MX,,S,W,E,,009902c65b,
853,205085,205085,205085,2299103,2001.0,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,2968.0,,JP,TW,,T,A,I,,0f2aa646b7,
342,40944,40944,40944,1610786,2001.0,II,Cordylus tropidosternum,Reptilia,Sauria,Cordylidae,Cordylus,live,55.0,,US,TZ,,T,W,I,,f33bf2422c,
153,180431,180431,180431,1969922,2001.0,II,Tridacnidae spp.,Bivalvia,Veneroida,Tridacnidae,,shells,1.0,,NZ,FJ,,,I,I,b1568f5fd0,,
201,27371,27371,27371,1569182,2001.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),54.0,,HK,CH,CO,,C,E,,,
943,432966,432966,432966,8216071,2001.0,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,live,20.0,,ES,ID,,T,W,E,,435200653e,
521,270868,270868,270868,7607333,2001.0,I,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,live,8.0,,US,SR,,Z,W,I,,,
931,429772,429772,429772,8207970,2001.0,II,Fungia moluccensis,Anthozoa,Scleractinia,Fungiidae,Fungia,live,10.0,,IL,ID,,T,W,E,,585ba7e7ed,
939,121030,121030,121030,1813237,2001.0,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,roots,1000.0,kg,SG,HK,CA,T,A,E,,67cdf7e435,
503,295092,295092,295092,7670025,2001.0,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,skins,1.0,,DE,ZA,,P,W,E,,85d311d465,
860,26274,26274,26274,1568085,2001.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,skins,440.0,,US,SG,CO,T,C,E,,f4ca60b9dd,
885,376801,376801,376801,7929030,2001.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,CA,,H,W,I,,c4a4537dc6,
857,447148,447148,447148,8277635,2001.0,II,Mammillaria dixanthocentron,,Caryophyllales,Cactaceae,Mammillaria,live,1.0,,US,CA,,T,A,E,,f126997748,
280,482185,482185,482185,8440605,2001.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,US,CA,,H,W,E,,82db6a2899,
923,319851,319851,319851,7737074,2001.0,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,specimens,12.0,,CH,DE,MU,M,F,E,,4b9a66e1d3,8c1646530b
659,193535,193535,193535,2051497,2001.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),1.0,,JP,FR,CO,P,C,I,,f8c0420297,
290,309718,309718,309718,7710391,2001.0,II,Laelia flava,,Orchidales,Orchidaceae,Laelia,live,7.0,,US,BR,,T,A,E,,c7c904c434,
894,78566,78566,78566,1713333,2001.0,II,Ferocactus herrerae,,Caryophyllales,Cactaceae,Ferocactus,live,2.0,,US,CA,,T,A,E,,19d8f91db9,
483,474391,474391,474391,8408163,2001.0,II,Stetsonia coryne,,Caryophyllales,Cactaceae,Stetsonia,live,90.0,,US,CA,,T,A,E,,d3c463a51f,
732,100851,100851,100851,1766589,2001.0,II,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,live,1.0,,US,GB,XX,P,U,I,,ba929ef7c9,
654,159813,159813,159813,1918404,2001.0,II,Scleractinia spp.,Anthozoa,Scleractinia,,,raw corals,3117.0,kg,US,FJ,,T,W,I,,76387d24e0,
599,452277,452277,452277,8290012,2001.0,II,Masdevallia instar,,Orchidales,Orchidaceae,Masdevallia,live,2.0,,US,EC,,T,A,E,,de66ab57ed,
381,353689,353689,353689,7827209,2001.0,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,leather products (small),1.0,,JP,CN,,P,W,E,,fb405d4b7b,
90,195746,195746,195746,2103563,2001.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),9.0,,JP,HK,ZW,T,R,I,,152034da1d,
408,35512,35512,35512,1597194,2001.0,II,Caulastraea tumida,Anthozoa,Scleractinia,Faviidae,Caulastraea,live,15.0,,IT,ID,,T,W,E,,53f8edc647,
782,106463,106463,106463,1772656,2001.0,II,Mammillaria scrippsiana,,Caryophyllales,Cactaceae,Mammillaria,live,9.0,,US,CA,,T,A,E,,314c55f6a0,
751,415185,415185,415185,8151999,2001.0,II,Cereus jamacaru,,Caryophyllales,Cactaceae,Cereus,live,20.0,,US,CA,,T,A,E,,d27e027f94,
826,111835,111835,111835,1783335,2001.0,II,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,live,20.0,,US,ID,,T,C,I,,34e30a2e59,
241,274158,274158,274158,7616568,2001.0,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,live,10.0,,NL,SG,,T,C,E,,e83bc03238,
334,471117,471117,471117,8397171,2001.0,II,Rebutia fiebrigii,,Caryophyllales,Cactaceae,Rebutia,live,8.0,,US,CA,,T,A,E,,711d73d7f7,
219,530207,530207,530207,13352121,2001.0,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,live,2.0,,US,CA,,T,A,E,,b5acfc71a4,
813,35436,35436,35436,1597118,2001.0,II,Caulastraea tumida,Anthozoa,Scleractinia,Faviidae,Caulastraea,live,12.0,,GB,ID,,T,W,E,,d208441ecb,
760,248898,248898,248898,7578193,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),102.0,,US,IT,US,T,W,E,,5fd3e31696,
71,496051,496051,496051,8638135,2001.0,II,Caracal caracal,Mammalia,Carnivora,Felidae,Caracal,live,2.0,,JP,ZA,,T,W,I,,070ec6f6ef,
274,391564,391564,391564,7978499,2001.0,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,skins,1.0,,US,NG,XX,P,W,I,,,
17,255035,255035,255035,7584699,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),120.0,,FR,CH,US,,C,E,,,
220,44058,44058,44058,1620233,2001.0,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (small),8.0,,JP,IT,ZA,T,C,E,,e541a982a6,
45,364469,364469,364469,7865741,2001.0,II,Schlumbergera gaertneri,,Caryophyllales,Cactaceae,Schlumbergera,live,18.0,,HK,NL,,T,A,I,,bfd275e0d7,
996,124750,124750,124750,1830438,2001.0,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,live,1.0,,BO,BR,,Q,C,I,05f21e6558,,
95,454557,454557,454557,8296127,2001.0,II,Montastrea spp.,Anthozoa,Scleractinia,Faviidae,Montastrea,live,10.0,,IL,ID,,T,W,E,,585ba7e7ed,
650,419362,419362,419362,8172606,2001.0,II,Echinocactus grusonii,,Caryophyllales,Cactaceae,Echinocactus,live,1.0,,US,CA,,T,A,E,,2f53e54ff0,
962,189583,189583,189583,1993369,2001.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,RU,,H,W,E,,4277c54b1d,
666,83692,83692,83692,1725774,2001.0,III,Gonystylus spp.,,Myrtales,Thymelaeaceae,Gonystylus,sawn wood,21.034000000000002,m3,IT,MY,,T,W,E,,1dc9e94c97,
257,229834,229834,229834,7555732,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (large),2.0,,JP,DE,US,T,C,E,,a7e4057bce,f9619f8a67
352,447255,447255,447255,8277752,2001.0,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,live,276.0,,US,CA,,T,A,E,,89a760e30a,
791,516614,516614,516614,13155936,2001.0,II,Epidendrum spp.,,Orchidales,Orchidaceae,Epidendrum,live,1.0,,FR,EC,,T,A,E,,57d15a39eb,
763,340065,340065,340065,7784956,2001.0,II,Pecari tajacu,Mammalia,Artiodactyla,Tayassuidae,Pecari,leather products (small),36.0,pairs,JP,FR,PE,T,W,E,,36abeeb275,ecad8a5773
862,160869,160869,160869,1919460,2001.0,II,Scleractinia spp.,Anthozoa,Scleractinia,,,live,190.0,,US,ID,,T,W,I,,7513f2c2db,
809,237443,237443,237443,7566384,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),30.0,,SA,FR,US,T,C,E,,2eb67721fc,4c72996142
400,374017,374017,374017,7890414,2001.0,II,Tyto alba,Aves,Strigiformes,Tytonidae,Tyto,specimens,50.0,,CR,US,,T,U,E,,,
552,94059,94059,94059,1746763,2001.0,II,Hippopus hippopus,Bivalvia,Veneroida,Tridacnidae,Hippopus,shells,2.0,,FR,NC,,P,W,E,,c77df9c1fa,
102,500152,500152,500152,8762968,2001.0,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,live,65.0,,FR,MU,,S,F,E,,4e330684be,
539,479170,479170,479170,8437590,2001.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,US,CA,,P,W,E,,49bf3ff877,
311,189614,189614,189614,1993400,2001.0,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,RU,,H,W,E,,b2bd6119e3,
989,419247,419247,419247,8172491,2001.0,II,Echinocactus grusonii,,Caryophyllales,Cactaceae,Echinocactus,live,182.0,,US,CA,,T,A,E,,12afdd071d,
5,182093,182093,182093,1971584,2001.0,II,Tridacnidae spp.,Bivalvia,Veneroida,Tridacnidae,,meat,20.0,,NZ,TO,,P,W,I,,8194de01d2,
648,400499,400499,400499,7997920,2001.0,II,Zamia furfuracea,,Cycadales,Zamiaceae,Zamia,live,10000.0,,NL,BR,,T,A,I,02840208eb,2d836c7eaa,
752,215483,215483,215483,5292228,2001.0,II,Nepenthes reinwardtiana,,Nepenthales,Nepenthaceae,Nepenthes,live,1.0,,JP,AU,,T,A,E,,02592084f6,
794,379278,379278,379278,7931507,2001.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,trophies,1.0,,US,CA,,H,W,I,,9a17491f4d,
378,471798,471798,471798,8399818,2001.0,II,Rebutia pulvinosa,,Caryophyllales,Cactaceae,Rebutia,live,24.0,,US,CA,,T,A,E,,5fa5a394d8,
825,33124,33124,33124,1589553,2001.0,II,Catasetum cernuum,,Orchidales,Orchidaceae,Catasetum,live,150.0,,US,BR,,T,A,E,,3d662ebfad,
978,308257,308257,308257,7707159,2001.0,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,live,1.0,,CA,US,CO,P,W,E,,,
608,266750,266750,266750,7596414,2001.0,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,leather products (small),2.0,,AU,CH,US,T,C,I,5e415386f2,8d86e08ba7,
275,357322,357322,357322,7855989,2001.0,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,leather products (large),12.0,,US,IT,MY,T,W,E,,7fc26b2d4b,
299,49084,49084,49084,1637448,2001.0,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (large),1.0,,JP,DE,AU,T,C,E,,1f4a178293,919ed5c8e3
932,514293,514293,514293,13118684,2001.0,II,Cyrtochilum spp.,,Orchidales,Orchidaceae,Cyrtochilum,live,2.0,,AU,EC,,T,A,E,,e18e117f0e,
382,431325,431325,431325,8211832,2001.0,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,live,10.0,,CH,ID,,T,W,E,,3735b0e63b,
887,222732,222732,222732,7513145,2001.0,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,live,250.0,,US,ZA,,T,C,I,,c18663d1b8,
68,198821,198821,198821,2128569,2001.0,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,leather products (large),12.0,,JP,TH,,T,D,E,,ebb59c3cbe,
64,29784,29784,29784,1571595,2001.0,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,leather products (small),262.0,,US,MX,CO,T,C,I,,550edd437f,
206,432203,432203,432203,8215308,2001.0,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,live,20.0,,JP,ID,,T,W,E,,fc61ca97e8,
914,373939,373939,373939,7890189,2001.0,I,Turbinicarpus subterraneus,,Caryophyllales,Cactaceae,Turbinicarpus,seeds,40.0,,GR,US,,T,D,E,,a14f9775da,
785,434620,434620,434620,8222441,2001.0,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,live,8.0,,US,ID,,T,W,E,,4085eb8ef5,
800,280088,280088,280088,7633125,2001.0,II,Catalaphyllia jardinei,Anthozoa,Scleractinia,Caryophylliidae,Catalaphyllia,live,15.0,,US,ID,,T,W,I,,2f2ddcfa6f,
216,480837,480837,480837,8439257,2001.0,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,skins,1.0,,US,CA,,H,W,E,,81b1971865,
522,3322,3322,3322,1507530,2001.0,II,Agrostophyllum spp.,,Orchidales,Orchidaceae,Agrostophyllum,live,5.0,,JP,MY,,T,A,E,,57f1cc1c00,
677,81083,81083,81083,1719264,2001.0,II,Galaxea spp.,Anthozoa,Scleractinia,Oculinidae,Galaxea,live,4.0,,US,SB,,T,W,I,,a9386d81df,
