,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Appendix,Taxon,Class,Order,Family,Genus,Term,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.type,Import.permit.RandomID,Export.permit.RandomID,Origin.permit.RandomID
834,11486,11486,5176737,1980,II,Lama guanicoe,Mammalia,Artiodactyla,Camelidae,Lama,cloth,5.0,,CH,DE,,,,I,,,
781,5101,5101,348370,1980,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,live,91.0,,HK,US,,T,,E,,,
761,18448,18448,5479470,1980,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),1.0,,DK,FR,,T,,I,,,
23,6081,6081,427656,1980,II,Promenaea spp.,,Orchidales,Orchidaceae,Promenaea,live,1.0,,HK,US,,T,,E,,,
886,13710,13710,5267627,1980,II,Lynx lynx,Mammalia,Carnivora,Felidae,Lynx,skins,14.0,,GB,US,SU,T,,E,,,
657,6223,6223,446352,1980,II,Ratufa indica,Mammalia,Rodentia,Sciuridae,Ratufa,live,2.0,,US,TH,,T,,I,,,
181,6822,6822,478463,1980,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,leather,33.538000000000004,m,US,MX,AR,T,,I,,,
615,6530,6530,468504,1980,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,live,50.0,,DE,,,T,,I,,,
550,15659,15659,5338826,1980,II,Psittacidae spp.,Aves,Psittaciformes,Psittacidae,,live,2.0,,CA,BR,,,,I,,,
829,6518,6518,468082,1980,II,Stenocereus spp.,,Caryophyllales,Cactaceae,Stenocereus,seeds,4.0,,GB,US,XX,T,,E,,,
54,16270,16270,5381200,1980,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,skins,20.0,,US,PH,,T,,I,,,
437,13905,13905,5268023,1980,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,garments,26.0,,US,CA,,T,,I,,,
83,3327,3327,239126,1980,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,live,4.0,,US,JP,US,T,,I,,,
791,7991,7991,5045116,1980,II,Bulbophyllum viridiflorum,,Orchidales,Orchidaceae,Bulbophyllum,live,5.0,,US,ID,,T,,I,,,
396,3572,3572,250462,1980,II,Epithelantha micromeris,,Caryophyllales,Cactaceae,Epithelantha,live,10.0,,GB,US,XX,T,,E,,,
321,8941,8941,5077470,1980,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,skins,259.0,,NO,GB,CA,,,E,,,
562,7819,7819,5031758,1980,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,shoes,2063.0,,US,ES,XX,T,,I,,,
605,14460,14460,5292908,1980,II,Obregonia spp.,,Caryophyllales,Cactaceae,Obregonia,live,5.0,,JP,US,MX,T,,E,,,
104,18358,18358,5459334,1980,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,leather products (small),3085.0,,US,IT,ZA,T,,I,,,
554,762,762,52455,1980,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,seeds,1.0,kg,US,MX,,T,,I,,,
189,3141,3141,232238,1980,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,skeletons,35.0,,US,PE,,S,,I,,,
229,19034,19034,13179159,1980,II,Felis silvestris,Mammalia,Carnivora,Felidae,Felis,skins,3831.0,,DE,PK,,,,I,,,
30,3885,3885,267470,1980,II,Euphorbia spp.,,Euphorbiales,Euphorbiaceae,Euphorbia,live,4.0,,US,GB,,T,,I,,,
954,1733,1733,125851,1980,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,bodies,1.0,,US,TW,,P,,I,,,
